"","IBM","KO","NKE","UNH","RTX","DD","AXP","CAT","MMM","TRV"
"1",0.00122960480787699,0.000751167316199772,0.00141765612220777,0.000456722237813337,-0.00010566880993406,-0.000308179676935741,0.000119028001879931,-0.000590023018839132,0.000787730501792804,-0.000419119904444281
"2",-0.0012170394893601,0.00102857130437336,0.00211289322159351,0.00083926905481359,-0.000796390677061339,0.00260603540075121,-0.00219871609434645,0.000218615908257656,0.000365987857133385,0.00151031524270328
"3",0.00098749223656094,0.000532533349700063,0.00197674553995014,0.000838355482379989,-0.000247302370232438,0.00143740746954149,-0.000671589314422769,-0.000368820126698561,0.000334210491460325,-0.000507369861107425
"4",-0.000970952665157975,0.000655630401511171,0.00180960044906303,0.00082296993893075,-0.000674543311132615,0.00151186717063595,-0.000924020780994662,6.68731070121672e-05,0.000271625052564739,0.00123066244720221
"5",0.00076883136064305,0.000661630539520655,0.00167338704882473,0.0008129518174673,-0.000341851551434938,0.00155777256530858,-0.000942765741731523,-0.00025511953191878,0.000238180746965934,-0.000249779634842489
"6",-0.000776705261347114,0.000649323155788491,0.00156629814282153,0.000807000413327716,-0.000600910615356261,0.001545112212796,-0.000924820056185811,-1.70096349973366e-05,0.000215181338233962,0.00101033912211135
"7",0.000596271737114196,0.00065245287502783,0.00148244151291982,0.000803498845864744,-0.000399187346928077,0.00154518025644218,-0.000928235301650852,-0.000193070676528267,0.000200443646890859,-6.21952566742786e-05
"8",-0.000623411971108892,0.000652579394728587,0.001416806766544,0.000801440873090657,-0.000556264558737816,0.00154581954444068,-0.000928345374508149,-6.28868839071814e-05,0.000190823560977534,0.000850676249614456
"9",0.000460093688324588,0.000652274187631261,0.00136543696802419,0.000800231487938591,-0.000433952191418274,0.00154569315942881,-0.000928137821490814,-0.00015914763130449,0.000184574961161033,7.36995486104365e-05
"10",-0.000502438241969631,0.000652353706364089,0.00132523203255393,0.000799520792045631,-0.000529193983821954,0.00154568451070494,-0.000928182962300863,-8.7970288741571e-05,0.000180510934774149,0.000735011444163531
"11",0.000352626712024543,0.000652356279770519,0.00129376537694554,0.000799103151815913,-0.000455031417770191,0.00154569268550204,-0.000928182850271481,-0.000140600397800587,0.000177868655712442,0.000172145888125345
"12",-0.000406969985537034,0.00065234871496929,0.00126913779507059,0.000798857725700687,-0.000512780081088808,0.00154569155986208,-0.000928180491665238,-0.000101684524813251,0.000176150584451631,0.000651220340418797
"13",0.000267817514817454,0.000652350734026731,0.00124986285872782,0.000798713501144206,-0.000467812541632861,0.00154569135498998,-0.000928181076680773,-0.0001304597866053,0.000175033482170911,0.000243463410940054
"14",-0.000331629760422636,0.000652350783566228,0.00123477720506764,0.000798628747642611,-0.000502827717543786,0.0015456914523712,-0.000928181057719893,-0.00010918271820059,0.000174307129469759,0.000590519516190373
"15",0.000200889048245273,0.000652350596166025,0.00122297032060991,0.000798578942282094,-0.000475562215385853,0.00154569144421008,-0.000928181031451721,-0.000124915455686517,0.000173834847446778,0.000295127993732389
"16",-0.000272173877049552,0.000652350647399195,0.00121372958608579,0.000798549674182375,-0.000496793227042496,0.00154569144076085,-0.000928181038903439,-0.000113282319763072,0.000173527764658372,0.000546545992782171
"17",0.000148071431934561,0.000652350648266549,0.00120649726541298,0.000798532474795558,-0.000480261132626867,0.00154569144184436,-0.000928181038462383,-0.000121884119134229,0.000173328096191869,0.000332555388988905
"18",-0.000225253363309301,0.000652350643626661,0.0012008368428375,0.000798522367582936,-0.000493134289600607,0.00154569144181383,-0.00092818103817678,-0.000115523757413315,0.000173198269645638,0.000514690234882494
"19",0.000106389607508822,0.000652350644925887,0.00119640667647977,0.000798516428083576,-0.000483110262014973,0.00154569144176387,-0.000928181038270216,-0.000120226750296004,0.00017311385505452,0.000359668932541904
"20",-0.000188225326977983,0.000652350644938265,0.00119293937811195,0.000798512937739209,-0.000490915738887703,0.00154569144177505,-0.000928181038262372,-0.000116749252784833,0.000173058967795966,0.000491612954903297
"21",7.34957624470229e-05,0.000652350644823448,0.00119022567460722,0.00079851088663977,-0.000484837795796442,0.00154569144177547,-0.000928181038259359,-0.000119320591768719,0.000173023279520873,0.00037931080820442
