"","DIS","VZ","AXP","BA","RTX","AA","MMM","DD","MDLZ","TRV"
"1",0.0026558314190033,0.00107013270122665,0.00145059122318306,0.00049195223706206,-0.00163144921128393,-0.00225805768380293,0.000322773590022907,-0.00382715122306864,0.00106733639515628,0.000471362617902159
"2",0.000251615218355063,0.000938004012560089,-0.000220885349271598,0.00114895651832087,0.000444183820848652,-0.000741776100758683,0.000724503131646402,0.00195869930132381,0.000328855916064383,0.000380533321277589
"3",0.00289189147360744,0.000924295921200253,0.00169063953295519,0.00106203538095862,-0.000977610722155127,-0.00181031492007575,0.000476251746541781,-0.00223141132459436,0.000839569473640494,0.00025308536051526
"4",0.00109741375087741,0.000930658185120549,0.000501347502697301,0.000962409898396781,0.000329573378515541,-0.00117229363741602,0.000635307269553004,0.00149955721097574,0.000402750492326864,0.000374792218699728
"5",0.00239036715246455,0.000924701342874879,0.00131733606742056,0.000886924408634539,-0.000844370577597097,-0.0015640313668541,0.000533454741166386,-0.00167446564083622,0.000773609550474079,0.000263430112878467
"6",0.00146663314853511,0.000930019475664361,0.000768140636657641,0.000831285395063648,0.000211650575187177,-0.00132470102375953,0.000598677370424512,0.00105136841658677,0.00045867692879032,0.000365211156251222
"7",0.00212737824925269,0.000925260487931229,0.00113912903750029,0.000790369473999296,-0.000738182389059635,-0.00147104702174678,0.000556911191981035,-0.00128492581044064,0.000726114980961686,0.000272189734264192
"8",0.00165482969645734,0.000929518621881997,0.00088869754029289,0.000760286561996082,0.00011614718997269,-0.00138157306339031,0.000583656720098635,0.000718328091825504,0.000499008852486428,0.000357205346328162
"9",0.00199279299610119,0.000925708607746277,0.00105777118165303,0.000738168853044417,-0.000652281186927599,-0.00143627772548999,0.000566529865286202,-0.000999211170108992,0.000691865451581655,0.00027950653270388
"10",0.00175108493590863,0.00092911766054893,0.000943627547893017,0.000721907383720292,3.88832177141772e-05,-0.00140283128323695,0.000577497274659331,0.000473390421880107,0.00052809326246036,0.000350518262059451
"11",0.00192395227214579,0.000926067372343464,0.00102068765710082,0.000709951563478179,-0.000582785954331769,-0.00142328046274808,0.000570474148132301,-0.000789199153745008,0.000667167217177044,0.000285618098585035
"12",0.00180031918435753,0.0009287966519024,0.000968663250314415,0.000701161359264181,-2.3624404696168e-05,-0.00141077782117043,0.00057497150065527,0.000293329698911049,0.000549066793751563,0.000344932683051968
"13",0.00188874040309521,0.000926354598427666,0.00100378569456724,0.000694698591466511,-0.000526563351398814,-0.00141842194452044,0.000572091561124349,-0.000634817137596814,0.000649356672195673,0.000290722959345004
"14",0.00182550238120558,0.000928539653144368,0.000980074015301908,0.000689947010435328,-7.41939345898915e-05,-0.00141374832245811,0.000573935768724132,0.000160964497464745,0.000564191357571033,0.000340267167920277
"15",0.00187072961817903,0.000926584550946821,0.000996082119215525,0.000686453534729162,-0.000481078489078408,-0.00141660577807461,0.000572754805848147,-0.000521328843560291,0.00063651302081002,0.000294986940767324
"16",0.00183838352475183,0.000928333900550579,0.000985274812498981,0.000683885048065572,-0.000115105382741627,-0.00141485872782318,0.000573511051139956,6.36610373491064e-05,0.000575098077453018,0.000336370162540015
"17",0.0018615171457736,0.000926768650386158,0.000992570984433148,0.000681996635408401,-0.000444280607223078,-0.00141592687550095,0.000573026779404567,-0.000437902058872498,0.000627251126741719,0.000298548553595722
"18",0.00184497219815008,0.000928169175513872,0.000987645231302725,0.000680608229381492,-0.000148203309366387,-0.00141527380930518,0.000573336889254158,-7.86805705806171e-06,0.000582963199383408,0.000333115076980303
"19",0.00185680498868501,0.000926916039958966,0.000990970679787356,0.00067958744015503,-0.000414510612548797,-0.00141567309440867,0.000573138306285577,-0.000376573897075069,0.000620572131870506,0.000301523492903151
"20",0.00184834228846803,0.000928037297041681,0.000988725620538322,0.000678836931568444,-0.000174979989155257,-0.00141542897123264,0.0005732654715319,-6.04500652630166e-05,0.000588634945210683,0.000330396173369158
"21",0.00185439473186683,0.000927034039700034,0.00099024129310248,0.000678285139754877,-0.00039042627567335,-0.00141557822830372,0.000573184039574326,-0.000331490732898937,0.000615755733392966,0.000304008396318908
