"","MCD","AMGN","CAT","IBM","AXP","HON","MMM","DOW","WBA","TRV"
"1",-0.000305804201007972,0.00181059207664557,0.000124756047428034,0.0015004134109355,-0.00125771223387632,-0.000287290831722236,0.00120384499691686,-0.00200929613467466,0.00251598177396946,0.00178351465366887
"2",0.000415348209748454,0.00145458084679522,0.00109486101793355,-0.00179358155706855,-0.00128246867751092,-0.000322715534498106,-0.00424619615835508,-0.000269510595170564,0.00236270156934087,0.00109961022541481
"3",0.000377328326830625,0.00138913581116825,0.00045275522458733,0.00174052692948772,-0.000848064183133253,-0.000599242890374584,0.000832587724556807,-0.000933142669120228,0.00222307689816962,0.00105646361924149
"4",0.000433040316223982,0.00135528437489082,-1.37242365412484e-05,-0.00146895069830071,-0.000609128458039162,-0.000688549695278477,-0.00384935107142763,-0.000416783171345331,0.00208916576940995,0.000989424675098334
"5",0.000433126239257936,0.00132578701403374,-0.00021913895094002,0.00148668277152443,-0.000465231127257589,-0.000707090766263218,0.000461348196425768,-0.000770815327688427,0.00196074331551296,0.000928893982423957
"6",0.00043760038608153,0.00129774315977617,-0.000291386122249116,-0.0012317781917468,-0.000379201561598921,-0.000709700585788991,-0.0035069677876566,-0.000523835576133248,0.00183758455845261,0.000873037903241975
"7",0.000437859121846632,0.001270809927908,-0.000312698903036063,0.00126882113865362,-0.000327739257455409,-0.000709835932366629,0.000146096837656426,-0.000695705241631578,0.00171947375322699,0.000821552395223881
"8",0.000438232609338687,0.00124491451977442,-0.000317831596489925,-0.00103135341299675,-0.000296956215374679,-0.000709778899512748,-0.00321675395717379,-0.000576061141982189,0.00160620399763656,0.000774092832248758
"9",0.000438274388599919,0.00122001391471118,-0.00031867983877861,0.00108446242583426,-0.000278542758113826,-0.000709754936772014,-0.000121061984473326,-0.000659345094335075,0.00149757686985594,0.000730344525418987
"10",0.000438306702091081,0.00119606957790575,-0.00031866042203701,-0.000861770874461177,-0.000267528404279556,-0.000709749294819012,-0.00297081926306285,-0.000601370928186441,0.00139340208084576,0.000690017255195834
"11",0.000438311872571264,0.00117304475196634,-0.000318565162325531,0.000928471932335008,-0.000260939962402827,-0.000709748375812004,-0.00034745860808995,-0.000641726847585782,0.00129349714101128,0.000652843503114158
"12",0.000438314755852781,0.00115090412230914,-0.000318512144380438,-0.000718283009519249,-0.000256998962599675,-0.000709748293683112,-0.00276240853214636,-0.0006136350167073,0.00119768704052376,0.000618576669860177
"13",0.000438315332932979,0.00112961373377827,-0.000318491005909581,0.000796484612157244,-0.000254641579816158,-0.000709748302462786,-0.000539312319891905,-0.000633189792245416,0.00110580394274465,0.000586989439745363
"14",0.000438315596717677,0.00110914093550329,-0.000318484068133517,-0.000596874465960527,-0.000253231467188515,-0.000709748308533502,-0.00258579648077825,-0.000619577676710842,0.00101768689021546,0.000557872272747994
"15",0.000438315657860066,0.00108945433050373,-0.000318482161514724,0.000684806956847643,-0.000252387981931668,-0.000709748310183132,-0.000701893572001737,-0.000629053095586702,0.000933181522698368,0.000531032014489485
"16",0.000438315682462934,0.00107052372750495,-0.00031848174938435,-0.000494147768728604,-0.000251883435440436,-0.000709748310488197,-0.00243613136261294,-0.000622457238928678,0.0008521398067736,0.000506290614907286
"17",0.000438315688752738,0.00105232009463346,-0.000318481700629445,0.000590313798884053,-0.000251581631514704,-0.000709748310524134,-0.000839668667867563,-0.000627048626984741,0.000774419776519871,0.000483483947125245
"18",0.000438315691080465,0.00103481551489336,-0.00031848171335164,-0.000407228232302998,-0.000251401101848617,-0.000709748310524064,-0.0023093016959977,-0.000623852553241122,0.00069988528482367,0.000462460718686113
"19",0.000438315691716068,0.00101798314335299,-0.00031848172552093,0.000510360858636745,-0.000251293114650444,-0.000709748310522645,-0.000956422455862724,-0.000626077346103307,0.000628405764881711,0.00044308146792367
"20",0.000438315691938579,0.00100179716597566,-0.000318481731278938,-0.000333683515924295,-0.000251228520087001,-0.000709748310522182,-0.00220182331672724,-0.000624528663664577,0.000559856001478773,0.000425217638816689
"21",0.000438315692002093,0.000986232760031362,-0.000318481733393959,0.0004427107473276,-0.000251189881640066,-0.000709748310522085,-0.00105536230363096,-0.000625606704383242,0.00049411591164025,0.000408750728187623
