"","CAT","GS","NKE","IBM","RTX","MMM","AXP","WBA","DOW","TRV"
"1",-0.000529533838260092,-5.21859259672859e-05,-0.00135225047582492,-0.000207552016539505,-0.00057404459005689,-0.000991095011877152,0.00154118611054773,0.00180722689421484,0.000720024220800798,-1.19542783378248e-05
"2",-0.000626308878116178,-0.000560811523954261,0.00234943257185285,0.00118198898962042,0.000295919389249788,-0.000952822619418705,0.00104359950568013,-0.000223756226478807,-0.000275091408862389,0.00112067547991246
"3",-0.000546599935054616,-0.000109923510056334,0.000560717481934482,0.000833209239033161,-4.25179976240351e-05,-0.000916435191543496,0.00135936853909232,-0.000908766171790169,-4.35699536787063e-05,0.000469085660646671
"4",-0.000508196237472047,-8.23603215019201e-05,0.000788952025805425,0.000703038859671356,0.000100045082352386,-0.000898775375571977,0.00118622783920978,-0.000868674138913262,-0.000115066402829877,0.000805909178652976
"5",-0.000479509416254471,-5.06446527407291e-05,0.000602045586663121,0.000577500863517279,4.10991089166247e-05,-0.000891521774485382,0.00128170965434145,-0.000946365380341755,-9.33508739234163e-05,0.000630174685668634
"6",-0.000459784809665688,-4.47593200300394e-05,0.000606888855074159,0.000474724782059891,6.5575510070888e-05,-0.000888743119505336,0.00122906702172601,-0.00091647103661333,-9.99521474843446e-05,0.000721785530455591
"7",-0.000446038604316409,-4.2009787488659e-05,0.000585069388078906,0.000388900518897996,5.54219854791067e-05,-0.000887714824309173,0.00125809113160213,-0.000933809732784988,-9.79455245588469e-05,0.000674024941357284
"8",-0.000436480342503245,-4.12817574021842e-05,0.000583021714175591,0.000317414445148891,5.96349073479466e-05,-0.00088734125827881,0.00124208891900468,-0.000925174807231048,-9.85554894094371e-05,0.00069892437627066
"9",-0.000429831624342029,-4.10147676208283e-05,0.000580159758620933,0.000257851779384265,5.78869628030328e-05,-0.000887206940326528,0.00125091161205634,-0.000929704838933868,-9.83700748655549e-05,0.000685943333667835
"10",-0.000425207071152458,-4.09343195343363e-05,0.000579569594049582,0.000208225839578423,5.86121949071277e-05,-0.00088715892915801,0.00124604729019133,-0.000927371537579098,-9.84264363973105e-05,0.000692710855029297
"11",-0.000421990403756657,-4.09071120470374e-05,0.000579155469965107,0.000166878680885394,5.83112928094148e-05,-0.000887141826186193,0.00124872919548584,-0.000928581084008747,-9.84093038563873e-05,0.000689182683447895
"12",-0.000419753013298236,-4.08985240711964e-05,0.000579034850080564,0.000132429230111804,5.84361385355976e-05,-0.000887135745680369,0.00124725054826464,-0.000927955479769558,-9.8414511733983e-05,0.000691022056245895
"13",-0.00041819676986527,-4.08957002578152e-05,0.000578970683748829,0.000103726779951472,5.83843394513066e-05,-0.000887133586423904,0.0012480657886869,-0.000928279310270181,-9.84129286652967e-05,0.000690063119807544
"14",-0.000417114306365499,-4.0894794072811e-05,0.000578948497142649,7.98125921324157e-05,5.84058311379126e-05,-0.000887132820168578,0.00124761631234355,-0.000928111732465206,-9.84134098798452e-05,0.000690563050595796
"15",-0.000416361386087782,-4.08944990423571e-05,0.00057893813366627,5.98878687495081e-05,5.83969141349188e-05,-0.000887132548356065,0.00124786412756188,-0.000928198459999317,-9.84132636022745e-05,0.000690302417270117
"16",-0.000415837683492767,-4.08944038089949e-05,0.000578934226051468,4.32870707288006e-05,5.84006138418793e-05,-0.000887132451959062,0.00124772749660601,-0.000928153576894982,-9.8413308067114e-05,0.000690438295539771
"17",-0.000415473415965111,-4.08943729113546e-05,0.000578932513192511,2.94556869933997e-05,5.83990788158624e-05,-0.000887132417777041,0.00124780282700028,-0.000928176805005807,-9.84132945508795e-05,0.000690367456923427
"18",-0.000415220045382336,-4.08943629172083e-05,0.000578931838503785,1.79317123147899e-05,5.83997157054587e-05,-0.000887132405657206,0.00124776129418464,-0.000928164783936467,-9.84132986594875e-05,0.000690404387843863
"19",-0.000415043810479847,-4.08943596786793e-05,0.000578931551930817,8.3302151013632e-06,5.83994514569356e-05,-0.00088713240136011,0.00124778419297326,-0.000928171005118962,-9.84132974105702e-05,0.000690385134321496
"20",-0.00041492122821116,-4.08943586303799e-05,0.000578931436543521,3.30479653267007e-07,5.83995610949049e-05,-0.000887132399836615,0.0012477715679077,-0.000928167785514199,-9.84132977902108e-05,0.000690395171930068
"21",-0.000414835964665833,-4.08943582908336e-05,0.000578931388295905,-6.3347066001889e-06,5.83995156055899e-05,-0.000887132399296483,0.0012477785286375,-0.000928169451733871,-9.84132976748092e-05,0.00069038993893509
