"","AA","VZ","HD","T","BA","RTX","MMM","DD","TRV","MDLZ"
"1",0.0013505159417633,0.00203716782819369,7.76317175270702e-05,-0.000820496400699806,0.000422881290139929,4.53430757418318e-05,0.000688957190290074,-0.00102675549635109,0.0002279535724782,0.00187796093191967
"2",0.00129623211415027,0.000621461336906021,0.00178137521300098,-0.000402651486120487,-0.000208595726954776,0.00117193191868048,0.000371273354900842,-0.000717284845598724,0.00117970757778713,-0.000345678735423555
"3",0.00135266164961945,0.00214968453214125,0.000443470237126318,-0.000345509574580245,0.000341962627389333,0.00159876607266234,0.000426962245406308,-0.000177144739216442,0.000917206558842109,0.00188318773753847
"4",0.00136733205953641,0.000696063408059012,0.000644099769078802,-0.000308643793358556,0.000390544226574316,0.00138018843960431,0.000411568514399296,0.000268618058566142,0.000978668195100699,-0.000351488678142706
"5",0.0013719024687517,0.00208114769685959,0.000722258947249236,-0.000273920745535058,0.000371623509592936,0.00138391861465514,0.000414698709612326,0.000626432830276642,0.000972309840542901,0.00188900529309099
"6",0.00137329513071103,0.000761402793270556,0.000680521269580096,-0.000240342855308882,0.000368925004317858,0.00140663178297975,0.000413919692427469,0.000913220769877859,0.000966019667101189,-0.000357321477945883
"7",0.00137372056646959,0.00201889108044784,0.000684279213222994,-0.000207824627641626,0.000369529622972993,0.00140106084880153,0.000414089024902696,0.00114306186123351,0.000973399270065441,0.00189485327642861
"8",0.00137385049243791,0.000820722571299002,0.000687411020703907,-0.000176330079932409,0.000369659724424547,0.0013998802107965,0.000414048764307351,0.00132726307841558,0.000967526339048215,-0.000363184685670441
"9",0.0013738901725101,0.00196236960775442,0.000686166743201247,-0.000145826851417084,0.000369642348610819,0.00140074941916287,0.000414057780359378,0.00147488715964814,0.000971719462487274,0.00190073174815711
"10",0.00137390229096569,0.000874577743843929,0.00068619859798564,-0.000116283732249128,0.000369636598130856,0.00140067888295797,0.000414055679346016,0.00159319728481371,0.000968848025705973,-0.000369078461140697
"11",0.001373905991993,0.0019110549573825,0.000686314196422963,-8.76705019681491e-05,0.000369637008300581,0.00140060123669481,0.000414056156133258,0.00168801437420218,0.000970779669795659,0.00190664086721018
"12",0.00137390712230225,0.000923471716666995,0.000686278954645333,-5.99578916964397e-05,0.000369637246606412,0.00140062651024327,0.000414056046009599,0.00176400347849183,0.000969490498175625,-0.000375002963721364
"13",0.00137390746750343,0.00186446747094157,0.000686277167181057,-3.31175538331166e-05,0.000369637241471181,0.00140062912879109,0.000414056071147785,0.00182490330159304,0.000970347795848215,0.0019125807933672
"14",0.00137390757292932,0.000967861521126898,0.000686281187153807,-7.12203303750419e-06,0.000369637232121482,0.00140062580847236,0.000414056065364388,0.00187371014684314,0.000969778631689823,-0.00038095835360777
"15",0.00137390760512683,0.00182217167671608,0.000686280251141973,1.80552618563364e-05,0.000369637231903524,0.00140062628180478,0.000414056066688031,0.0019128253367068,0.000970156216959051,0.00191855168724055
"16",0.00137390761496008,0.00100816208633396,0.00068628010869316,4.24400850401215e-05,0.000369637232251754,0.00140062653200946,0.000414056066384038,0.00194417335910468,0.000969905812853706,-0.000386944791830424
"17",0.0013739076179632,0.00178377221913999,0.000686280241799494,6.60573800756548e-05,0.000369637232275536,0.00140062642404654,0.000414056066453693,0.00196929655323165,0.000970071847327809,0.00192455371027995
"18",0.00137390761888037,0.00104475011765714,0.000686280219133616,8.8931305409931e-05,0.000369637232263261,0.0014006264216443,0.000414056066437708,0.00198943099345663,0.000969961763620382,-0.000392962440259364
"19",0.00137390761916047,0.00174891016325148,0.000686280212107924,0.000111085259087134,0.000369637232261806,0.00140062643382907,0.000414056066441373,0.00200556730483187,0.000970034748527215,0.00193058702477685
"20",0.00137390761924602,0.00107796761793854,0.000686280216322859,0.00013254190268281,0.000369637232262212,0.00140062643131514,0.000414056066440532,0.0020184994023667,0.000969986360683976,-0.000399011461608533
"21",0.00137390761927214,0.00171725963958548,0.000686280215856623,0.000153323184484694,0.000369637232262285,0.00140062643057375,0.000414056066440725,0.00202886355206369,0.000970018440830051,0.00193665179386878
