"","DIS","MCD","VZ","T","BA","RTX","MMM","DD","MDLZ","TRV"
"1",0.00352213037906423,0.000963202881745793,0.000323997151245355,0.00175649799282855,0.00027085832475591,0.000775108499231763,-0.000337647682961495,0.000449335490495813,-0.000271381266515365,0.000794231002319606
"2",0.000580979997743818,0.00122017892623687,0.000284089391702387,-0.0011578767097916,0.00277926209806357,0.000912320786367652,0.000202065365462309,0.000815216382301441,0.000776217899445694,-0.000796037866087142
"3",0.00188920873820644,0.0012184580247657,0.000292419716088081,0.000826418100566095,0.00258507737991881,0.000988691066972123,0.000670481149983215,0.000807770632382197,0.000126326741234187,0.000797825297139254
"4",0.00157850896760218,0.00121760829047614,0.000300710619254722,0.000727761282763188,0.00207181903730319,0.00102748454654939,0.000536236573634845,0.000817484434550831,0.000723876098265822,-0.000565732867926349
"5",0.00161074541754779,0.00121766200786164,0.000308171522094735,0.000538583887489874,0.00167707008596719,0.00104720384798314,0.000604695840470546,0.000817965429314046,0.000157010795119595,0.000566956625096075
"6",0.00161932507547156,0.00121766213949255,0.00031487243991252,0.000587716280222215,0.00142475964602007,0.00105722740742156,0.000574819536650826,0.000818271489917539,0.000695823653274254,-0.000368217285148143
"7",0.00161377586627311,0.00121766193446688,0.000320890547426996,0.000597620296061348,0.00127289119071228,0.00106232250414283,0.000588333009200221,0.000818306676929226,0.000183613044941387,0.000402882019639973
"8",0.00161535930865725,0.00121766194541544,0.000326295417278872,0.00059040887555777,0.00118355275920285,0.00106491240354434,0.000582273072140073,0.000818317741971894,0.000670538437737467,-0.000232753417520194
"9",0.00161511882414299,0.00121766194555943,0.00033114953754213,0.000590839964891554,0.00113148376189579,0.00106622888079234,0.000584996145077145,0.000818319512306178,0.000207649846331487,0.000291185015113365
"10",0.00161510486983055,0.0012176619455111,0.000335509028920825,0.000591512633146799,0.00110125276127029,0.00106689806212946,0.000583773112434166,0.000818319947702116,0.000647688212132058,-0.000140678923016706
"11",0.00161512671163562,0.00121766194551327,0.000339424293489904,0.000591329458712441,0.00108372891884067,0.0010672382151117,0.000584322485641618,0.000818320028161584,0.000229372083135288,0.000215290305420906
"12",0.00161511912870324,0.00121766194551333,0.000342940597414898,0.000591295976548594,0.00107357779485376,0.00106741111899425,0.000584075719926315,0.000818320046060329,0.000627038280897971,-7.81215951666301e-05
"13",0.00161512060290615,0.00121766194551332,0.000346098594294746,0.000591322157526093,0.00106769916267731,0.00106749900813286,0.000584186562103319,0.000818320049583009,0.000249002642579814,0.000163726648965259
"14",0.00161512054370666,0.00121766194551332,0.000348934795176655,0.000591320331392675,0.00106429518342044,0.00106754368324698,0.00058413677411416,0.000818320050334074,0.000608376772547883,-3.56196336621388e-05
"15",0.00161512046636624,0.00121766194551332,0.000351481990677029,0.000591317942716568,0.00106232423228154,0.00106756639214882,0.000584159137846696,0.000818320050485992,0.000266742936476543,0.000128693902366633
"16",0.00161512050061901,0.00121766194551332,0.000353769630088788,0.000591318624337438,0.00106118304820517,0.0010675779353588,0.000584149092522586,0.000818320050517799,0.000591512217891401,-6.74347692272449e-06
"17",0.00161512049250683,0.00121766194551332,0.000355824161858128,0.000591318736856021,0.00106052230650148,0.0010675838029123,0.000584153604673609,0.000818320050524309,0.000282774982248565,0.000104892387945375
"18",0.00161512049334198,0.00121766194551332,0.000357669339367103,0.000591318641903874,0.00106013974071778,0.00106758678546084,0.000584151577909064,0.000818320050525662,0.000576271584689301,1.28752034017584e-05
"19",0.00161512049356854,0.00121766194551332,0.000359326495557355,0.000591318649467296,0.00105991823759497,0.0010675883015264,0.000584152488289613,0.00081832005052594,0.000297263270499731,8.87214581984596e-05
"20",0.0016151204934231,0.00121766194551332,0.000360814789570007,0.000591318657937948,0.00105978998879868,0.0010675890721609,0.000584152079365574,0.000818320050525998,0.000562498502320258,2.62042838771227e-05
"21",0.00161512049346449,0.00121766194551332,0.000362151428253269,0.000591318655406043,0.00105971573364141,0.00106758946388375,0.000584152263045761,0.00081832005052601,0.000310356452707034,7.77348056622584e-05
