"","MSFT","JPM","XOM","GE","PFE","INTC","CSCO","JNJ","IBM","V"
"1",-0.000478851929074153,0.000970551103819162,0.0187380146235228,-0.00276665156707168,-0.00335560250096023,0.00497210817411542,-0.00825791712850332,-0.000613570446148515,0.0100309727713466,-0.00886834319680929
"2",0.000800093985162675,-0.000995645415969193,-0.00653192587196827,0.00450945785269141,-0.00258389720693231,-0.000432353874202818,0.00414385367184877,0.00383684621192515,-0.0082653658464551,0.00566643197089434
"3",0.007556795142591,0.00346695189364254,0.00668798759579659,0.00349889486096799,-0.00222385628148913,0.00391071569174528,0.00177657057065517,0.000373800052329898,0.0036139024887234,-0.00147179258055985
"4",0.000147447193739936,-0.000266121060121804,0.00365905812941492,-0.00204219878651202,0.00794130563735962,-0.00372245395556092,0.00127381703350693,-0.000106746614619624,-0.00450101029127836,-0.0100842239335179
"5",0.00911801680922508,0.00263779005035758,0.00240622460842133,-0.00201167515479028,-0.000816308136563748,-0.00100066361483186,-0.00931759178638458,0.000455480738310143,-0.000759915099479258,0.0148717863485217
"6",0.0057124113664031,-0.00280389981344342,-0.000664361461531371,0.00978810247033834,0.00183766358532012,-0.00634108344092965,-0.00324281468056142,0.000304978806525469,0.000844017253257334,-0.00891952030360699
"7",-0.00392882619053125,-0.00270191859453917,-0.00048669776879251,-0.000400665710913017,0.00014936838124413,-0.00242463150061667,-0.00187577004544437,-0.00582779198884964,0.00553952995687723,0.00179646955803037
"8",0.00090948335127905,0.000582139240577817,0.0123003395274282,-0.00201232801191509,0.00162203540094197,0.00282307015731931,-0.002544020768255,-0.0024013442452997,-0.00107198359910399,-0.00211418350227177
"9",-0.00662774313241243,-0.0113531006500125,0.00405974546447396,-0.00607051094993949,-0.000972529116552323,-0.00296118576079607,0.000815134670119733,-0.00397386122494936,-0.00250843446701765,0.00767867220565677
"10",-0.00372662395238876,-0.00144453777465969,-0.00151772168464959,0.00382937374524772,-0.000780039874371141,0.00197452865540981,-0.0037850656080991,-0.00388663588091731,-0.00544820399954915,0.000665564846713096
"11",0.00421739555895329,0.00251202355138958,0.000306443544104695,0.000226569653023034,-0.00138000084552914,-0.00128838617820293,-0.00313986884430051,-0.000467231788206846,-0.00163474457804114,-0.00264748674817383
"12",0.00944542419165373,-0.00836139358580112,0.00303543987683952,0.0110861519351602,0.00292885676026344,0.00149055640213192,-0.00128848699387163,-0.0119116809219122,-0.00414889771491289,-0.00400881841778755
"13",-0.00144171749707311,0.00392612768337131,0.00125991145614535,-0.00153849576599896,-0.0016012575943023,-0.00953551474958658,0.00108295527752489,0.00543671380728483,-0.00267480267211795,0.00385394785553217
"14",0.00176130107138306,0.00273512443527579,0.000305378664052114,0.00131493108347058,0.00469028204679489,0.00300299772061408,-4.47143720521126e-05,-0.00977191049605608,0.00233692396432161,-0.00562254851683974
"15",-0.00479967473074794,0.000867649971041828,0.00384611776098609,-0.00429226271808147,-0.00343520450405777,-0.00466340454295278,0.00103640893939883,-0.00571453152224422,0.00383340939879417,0.00302469893358648
"16",-0.00249902112409472,0.0031637460924685,-0.00456068851053715,-0.000129373845993541,-0.0001463673543185,-0.000726842554286122,0.00130014633759856,0.000350202288245782,-0.00233075395226479,0.00108474586158991
"17",0.00328694586642087,-0.00920098554342985,-0.00270527950488031,-0.00586673524230719,-0.00157714798115194,-0.00481255073100328,-0.00263157789595425,-0.00476245582103729,-0.000365375279216096,-0.00897631887346506
"18",0.00951847434043884,0.00437879050150514,-0.00235493038780987,0.0086112217977643,0.0027369549497962,-0.00778609560802579,8.3296668890398e-05,0.00322668068110943,-0.00559205049648881,0.00220654695294797
"19",0.00273384293541312,-0.00778831215575337,-0.00362683320418,0.00149888906162232,-0.00199110130779445,0.0030108739156276,0.000182025978574529,-0.00297563569620252,-0.00208818912506104,0.00219850637950003
"20",0.0041700298897922,0.00404424546286464,-0.0023951989132911,0.00414063548669219,-0.00302664423361421,-0.00284985802136362,0.000341039063641801,-0.00490978499874473,0.00194490305148065,-0.000183600815944374
"21",-0.00343137793242931,0.00147651659790426,-1.6239260958173e-07,-0.00698060775175691,-9.47446897043847e-05,-0.00161516235675663,-0.00183942238800228,1.62320193339838e-05,-0.000506415497511625,0.000406790961278602
