"","BAC","MSFT","JPM","XOM","INTC","GE","CSCO","PFE","HPQ","WMT"
"1",0.000485427241073921,-0.00335901719518006,-0.000134306654217653,0.000721982913091779,0.00180251430720091,0.000813859631307423,-0.00351539370603859,-0.00227569951675832,-0.00649971561506391,0.000636763405054808
"2",-0.00770564703270793,-0.00114241684786975,-0.000882324879057705,0.00111736776307225,-0.0062653892673552,0.000641263904981315,0.00566056463867426,0.000375869189156219,0.0142342625185847,-0.000973173242527992
"3",0.00551745714619756,0.00261418847367167,0.00160142057575285,-0.00126902165357023,0.00591716542840004,0.0053369621746242,-0.00116762996185571,0.00556656531989574,0.00340662430971861,-0.00457681063562632
"4",-0.0135220000520349,-0.0097858477383852,-0.00266036344692111,0.00415437761694193,0.00335979787632823,-0.00729138310998678,0.00487419916316867,0.00274074985645711,0.00133057066705078,0.00329958833754063
"5",0.0171110723167658,0.00174416904337704,0.00825637765228748,-0.000707457773387432,-0.00624015461653471,-0.00539079820737243,0.00126704666763544,0.00489512784406543,-0.00566165754571557,0.000338541431119666
"6",-0.0175724774599075,-0.0142196277156472,0.0039057822432369,0.00125272874720395,-0.00995168276131153,0.000199960122699849,-0.0125668412074447,0.00690705236047506,0.0065568988211453,-0.00251130131073296
"7",0.0031985230743885,-0.00237804744392633,0.0060819392092526,-0.00133262213785201,-0.00256814691238105,0.00239175721071661,0.00501451082527637,0.00466991681605577,-0.00569225801154971,0.00106238340958953
"8",-0.00745328236371279,-0.0117168491706252,0.000441750162281096,0.0120013654232025,0.00571391545236111,0.00245312601327896,0.00287982448935509,0.00237479014322162,0.00212383386678994,-0.00124862429220229
"9",-0.00357125489972532,-0.00318808853626251,-0.00195643724873662,-0.00170664500910789,0.00315057905390859,0.00306901521980762,-0.000829844910185784,-0.00833297800272703,0.00262845889665186,0.00142327905632555
"10",-0.0191757641732693,0.00263726990669966,0.00839473400264978,0.00393988098949194,0.00807422772049904,0.00271182460710406,0.00730919651687145,-0.00190295779611915,0.0013707714388147,0.000790875463280827
"11",-0.00725641706958413,-0.00981229823082685,0.00223696767352521,-0.00298756477423012,0.00528689613565803,-0.0026457286439836,0.00325741758570075,-0.00266323564574122,-0.00272022956050932,-0.00142344459891319
"12",0.0166071504354477,0.00689087575301528,-0.00855244789272547,0.00393718667328358,0.00347702950239182,-0.00569016998633742,0.00272819143719971,-0.0108555657789111,0.000541873450856656,-0.0014043377013877
"13",-0.00290467170998454,-0.00921979639679193,0.0152846835553646,-0.00150138651952147,0.005230862647295,-0.0076081077568233,-0.00148958095815033,-0.00380184291861951,-0.00314122508279979,0.000843862188048661
"14",0.0144999083131552,-0.00368646276183426,0.00804882310330868,0.00777955446392298,0.00837667472660542,-0.000502391427289695,0.007017205003649,0.0103088580071926,-0.00343083287589252,-0.00160239252727479
"15",-0.00219019781798124,-0.00282334443181753,-0.000517082225997001,-0.0029130803886801,0.00339958188124001,0.00102576368954033,0.00531493965536356,-0.00851340778172016,0.00144111376721412,0.0011319670593366
"16",0.00239558494649827,-0.00287932716310024,-0.00797558575868607,0.00701204128563404,0.00760279083624482,0.00103562546428293,0.00686002848669887,0.00752067565917969,0.00225487793795764,0.00356878200545907
"17",-0.0336583666503429,0.00895141158252954,-0.00268305162899196,-0.00105175015050918,0.0015545750502497,0.00138616457115859,-0.00124814151786268,0.0146599775180221,0.0122127961367369,-0.000527101219631732
"18",-0.00220868014730513,-0.00231417105533183,0.000418363866629079,0.0028655081987381,0.00113977445289493,-0.00154054013546556,0.00436217477545142,-0.00673984922468662,0.00375993712805212,0.000335242773871869
"19",0.0047614024952054,0.00208970787934959,-0.00443431874737144,-0.00279823294840753,0.00305099016986787,-0.00246628187596798,0.00404614675790071,-0.00396965211257339,-0.0104669062420726,-0.00163159100338817
"20",-0.00904571171849966,-0.0138570033013821,-0.00235789036378264,0.00141559389885515,0.000902174157090485,0.000930517097003758,0.00223121256567538,-0.00746293598785996,-0.0123096220195293,0.000553587917238474
"21",0.00381503836251795,-0.00439204042777419,0.00354219204746187,-0.000127995561342686,0.00224229227751493,-0.00442263577133417,-0.0021073326934129,-0.00370455603115261,-0.00209691235795617,-0.00187134963925928
