"","BAC","MSFT","JPM","XOM","INTC","GE","JNJ","CSCO","PFE","IBM"
"1",-0.0103195160627365,0.0112121421843767,-0.0109059615060687,0.00760877085849643,0.00374495680443943,-0.000510818848852068,-0.0080993389710784,-0.0179884843528271,0.00358513020910323,0.0105869714170694
"2",-0.000292396929580718,-0.00128870760090649,7.70528786233626e-05,0.0034047260414809,-0.000130418877233751,0.0044331643730402,0.000235648069065064,0.0124337868764997,0.00113925989717245,-0.00266752834431827
"3",-0.0130640855059028,-0.0021880695130676,-0.0132034961134195,-0.00122398813255131,-0.00363142602145672,5.42294328624848e-05,0.00122103758621961,-0.0117945363745093,0.00462830066680908,-0.0064500248990953
"4",0.00769575452432036,-0.00389281497336924,-0.00179484509862959,-0.00519001483917236,-0.00500951847061515,-0.000817335967440158,-0.0010168740991503,-0.0208722595125437,-0.00782688520848751,-0.000498338078614324
"5",-0.0247840229421854,0.00683608930557966,-0.00370340025983751,-0.000801700516603887,-0.00246373796835542,-0.00319960387423635,0.00252162339165807,0.0111356722190976,0.00248534511774778,-0.00144295848440379
"6",0.00935776624828577,0.00971611868590117,0.000708662089891732,0.00190351717174053,0.00896102376282215,-0.00603414559736848,-0.00365104200318456,0.00349496747367084,-0.00504756113514304,-0.000184416276169941
"7",0.00815601088106632,0.000571118318475783,0.000764285505283624,-0.00229505519382656,-0.00540193496271968,-0.00624903338029981,-0.00385244679637253,-0.000802784925326705,0.00332726677879691,-0.00141731044277549
"8",-0.00335515313781798,-0.000291015894617885,-0.0111810229718685,-0.00516927102580667,0.00693372450768948,-0.00338246789760888,-0.000591971154790372,0.00589389726519585,-9.12838222575374e-05,-0.00213091471232474
"9",0.0183420144021511,0.00125534599646926,-0.00684910919517279,-0.00309146102517843,0.00956651102751493,-0.0052359513938427,0.00129124475643039,-0.00215227599255741,0.00555458711460233,-9.51555120991543e-05
"10",0.0185137670487165,-1.43893294080044e-05,0.00462359329685569,-0.00294308923184872,5.66088892810512e-05,-0.00382766290567815,0.000591246061958373,0.000857426261063665,-0.00313252909108996,0.00363592267967761
"11",-0.0112726408988237,0.00168673612643033,-0.00205485755577683,0.00348636624403298,-0.00541446171700954,-3.61641195922857e-06,-0.00363943888805807,-0.00204756739549339,0.00189965788740665,0.00698341289535165
"12",0.00841845851391554,0.000982711208052933,-0.000376996817067266,0.00356800318695605,-3.04135664919158e-05,0.000350270885974169,0.000286630121991038,0.000677252246532589,0.00132570555433631,0.00571426842361689
"13",-0.00350522599183023,-0.00487087247893214,0.00236783642321825,0.00493906857445836,0.00562275340780616,-0.000797331740614027,0.00279364874586463,-0.00235193758271635,0.00383863621391356,-0.0035557069350034
"14",-0.0227477420121431,-0.00505604455247521,-0.0111943380907178,0.00278815743513405,-0.00863429345190525,-0.00439934432506561,0.000559925916604698,-0.00540649052709341,-0.0011241314932704,0.00150665745604783
"15",0.0220324005931616,-0.00413521938025951,0.00863082148134708,0.00353012396954,0.000834530859719962,-0.00625804858282208,0.00297840381972492,-0.0085139786824584,0.00480123562738299,0.000615313008893281
"16",-0.0233546290546656,0.00196400540880859,0.000938782701268792,-0.000835209037177265,0.0022099066991359,-0.00497769052162766,-0.00244392268359661,0.012219900265336,-0.00132005522027612,0.000131310283904895
"17",-0.00625355169177055,-0.00503484439104795,-0.00108640769030899,-0.0036279777996242,0.00139722926542163,-0.00502595072612166,0.000952355796471238,-0.00234276452101767,0.00428751157596707,0.00404035160318017
"18",0.0211636703461409,0.00555997807532549,0.0126885371282697,-0.00308928941376507,-0.00341459014452994,-0.000371354981325567,-0.000832789461128414,0.00860101450234652,0.000281318993074819,-0.00262364605441689
"19",0.00536434585228562,-0.00198493734933436,0.00386550137773156,0.00163505109958351,-0.00133091525640339,-0.00532419048249722,-0.00133956631179899,0.000466161349322647,0.00388767826370895,-0.00696751195937395
"20",-0.00363942119292915,-0.00333130615763366,-0.00643850909546018,-0.000824084505438805,0.00586039293557405,-0.00268817855976522,-0.00116986921057105,0.00854048784822226,0.00129223964177072,0.000252230878686532
"21",-0.00536202918738127,0.00500893592834473,0.0102372346445918,-0.00613802531734109,-0.00595598248764873,-0.000270801800070331,-0.00378223415464163,-0.00228542136028409,0.00297199445776641,0.00451048323884606
