"","MSFT","C","XOM","INTC","GE","JPM","WMT","AIG","IBM","PFE"
"1",-0.00827194470912218,-0.0152793675661087,0.00509682204574347,0.0138595309108496,-0.000886237889062613,-0.010413353331387,-0.00778543623164296,0.00684234593063593,-0.00897532980889082,0.00116742425598204
"2",0.00227343919686973,-0.00174956023693085,0.00545924482867122,-0.00218697055242956,-0.00237288465723395,0.00364455697126687,0.00426736660301685,-0.00521490257233381,-0.0136264534667134,-0.00452024582773447
"3",-0.00451156357303262,-0.00322198728099465,0.0033485684543848,0.00422172481194139,0.00142505811527371,0.00179384322836995,0.00450050830841064,-0.0342665612697601,0.00303126988001168,-0.00688089756295085
"4",0.00535358255729079,-0.0118466475978494,-0.00831706915050745,-0.00768735073506832,-0.000469237071229145,-0.00837699696421623,0.00523662380874157,0.00992664601653814,0.0105782682076097,-0.00559950573369861
"5",0.0025341350119561,0.00781452003866434,0.00879106298089027,-0.00207791640423238,-0.00607226649299264,0.000717586255632341,0.00406637648120522,-0.0106148859485984,0.00585424620658159,0.00239405641332269
"6",0.00059884786605835,0.00270083989016712,0.000762225594371557,-0.00422670925036073,-0.000988396117463708,0.0220806505531073,0.0121774645522237,0.0221398416906595,0.000239130327827297,-0.00799787230789661
"7",-0.00286418292671442,0.00507693784311414,0.000824013084638864,0.00460192421451211,-0.00723451329395175,-0.00141600775532424,0.000183398180524819,-0.0282923988997936,0.00196472136303782,0.00159373483620584
"8",-0.00377733516506851,-0.0271035600453615,-0.00190347910393029,0.00369869777932763,0.00796452723443508,-0.0266509726643562,-0.00329636107198894,-0.00176818354520947,0.00465637957677245,-0.00504828942939639
"9",0.00248177791945636,-0.00418500090017915,-0.00554189085960388,-0.00574905285611749,-0.000107343425042927,0.00397843914106488,0.00308286654762924,0.00142947235144675,-0.0123769771307707,-0.00670298095792532
"10",-0.00763159664347768,-0.00328431488014758,0.00412022694945335,0.00287511921487749,0.000797586340922862,0.00647782254964113,0.000213705498026684,0.00306528713554144,-0.000321792234899476,-0.00863880757242441
"11",0.00259160343557596,-0.00210483768023551,0.000329344242345542,-0.0142738996073604,0.00372343859635293,-0.0031399792060256,-0.0129791237413883,-0.0109791299328208,-0.0100240269675851,-0.000922661274671555
"12",0.00444122916087508,0.00151069601997733,0.000476792338304222,-0.0105147510766983,0.0023120897822082,-0.00118295766878873,-0.000353949348209426,-0.00325358868576586,-0.00358297722414136,-0.0108579508960247
"13",0.000847147370222956,0.00662178406491876,-0.00457714358344674,0.006981594953686,0.00228445534594357,-0.00160939386114478,0.00308802048675716,-0.0301129538565874,-0.0110910814255476,0.00314744561910629
"14",0.00362915592268109,-0.00452904356643558,-0.00160765240434557,0.000266988994553685,0.00147085555363446,0.00254761660471559,0.00249405181966722,0.00627888226881623,-0.00189242628403008,-0.00528043415397406
"15",-0.000741772237233818,-0.000823899055831134,0.000255179387750104,0.000553075689822435,0.00120930990669876,-0.001744395471178,0.00577318761497736,0.00925636757165194,0.00925991404801607,-0.00614004442468286
"16",-0.000984540209174156,-0.00204870523884892,-0.00146821700036526,0.00235741166397929,-0.00350970448926091,0.00667829066514969,0.00580133264884353,0.00378469913266599,0.000411976798204705,-0.00190958846360445
"17",0.00362949399277568,0.00940581969916821,-0.00354620162397623,0.00349939009174705,-0.00131828768644482,0.0116891553625464,0.0063451062887907,-0.00543561996892095,0.00169681676197797,0.000826945470180362
"18",-0.000822846137452871,-0.0144103234633803,-0.00671941647306085,0.00459365639835596,-0.00272732856683433,0.00239477073773742,0.0031440993770957,-0.00288201891817153,0.00499891303479671,-0.00298807420767844
"19",-0.00284171639941633,0.00263724545948207,0.00659998133778572,0.00498045375570655,-0.00594896823167801,-0.00851524248719215,0.0101929800584912,-0.00102014804724604,-0.00308268098160625,0.00190851325169206
"20",0.0037212916649878,-0.00103327445685863,-0.000637073419056833,0.00106818252243102,-0.00352472113445401,0.00940885115414858,0.0164054743945599,-0.012175009585917,0.000801167450845242,0.00167349015828222
"21",0.00493224337697029,0.00251801032572985,-0.00447761965915561,-0.0103925429284573,0.00189082301221788,-0.000294770259642974,0.0184986814856529,-0.0060730236582458,-0.00225835992023349,-0.00430896505713463
