"","AAPL","MSFT","BA","JPM","V","DIS","INTC","UNH","CSCO","JNJ"
"1",0.000105326245829929,0.00569902593269944,0.00535243842750788,-0.00491241738200188,-0.00211638142354786,0.00627478258684278,0.000558291038032621,0.00855305511504412,-0.00601936597377062,0.0098040085285902
"2",-0.0190624464303255,-0.00972207449376583,0.0052742981351912,-0.0076480065472424,0.00608390849083662,0.00165201548952609,-0.00428413972258568,-0.00128020334523171,-0.00748394103720784,0.00496964249759912
"3",0.00634364690631628,0.0058070681989193,0.0134601620957255,6.81253004586324e-05,-0.00327562703751028,-0.00690669938921928,0.0139901135116816,0.00218925578519702,0.00371232838369906,0.0141098136082292
"4",-0.00154629407916218,-0.00255986745469272,0.00122863706201315,0.00305010797455907,0.00573253538459539,-0.00896427873522043,-0.00930852442979813,-0.00132388225756586,-0.00449954532086849,0.00456159096211195
"5",-0.00450516771525145,0.00547713506966829,-0.00302029075101018,0.00208052550442517,-0.00900381524115801,-0.0087205758318305,-0.00182139000389725,-0.00697232550010085,0.00191756372805685,0.00657800817862153
"6",-0.00531046884134412,0.00325247924774885,-0.0123228318989277,0.00338826328516006,-0.0202921908348799,-0.00223816838115454,0.0104127861559391,-0.00785923004150391,0.00290189147926867,-0.000546980416402221
"7",-0.0132765145972371,-0.00259605259634554,-0.00365977268666029,0.00205965852364898,0.0143595328554511,-0.00587164284661412,-0.00294126220978796,0.0213546380400658,0.000211735343327746,-0.0117975547909737
"8",-0.00165834103245288,0.00579391792416573,0.00466179475188255,-0.000861074426211417,-0.00189289730042219,-0.00565805239602923,-0.000661534315440804,0.0251088701188564,0.000651408976409584,0.00205444381572306
"9",0.00414367252960801,-0.00732506718486547,0.00348681374453008,0.00425153644755483,-0.00923432223498821,-0.00804330036044121,0.00947180204093456,-0.00111122743692249,-0.00226770876906812,-0.0138929709792137
"10",0.00457573914900422,-0.00495616905391216,-0.0085855582728982,-0.0133877079933882,-0.00558292306959629,-0.00330519326962531,0.00577648309990764,0.00593144493177533,0.00256131170317531,-0.0125739881768823
"11",0.00183564657345414,0.00590571807697415,-0.0151505200192332,-0.0048684342764318,-0.00531570101156831,-0.00366591312922537,-0.00208329944871366,0.00164657318964601,-9.28743902477436e-05,0.000917067751288414
"12",0.00520531088113785,0.00335539085790515,-0.00122615683358163,-0.0146774277091026,-0.00733625655993819,-0.00860926788300276,0.00705827912315726,-0.00900114700198174,-0.000691577268298715,0.00261112861335278
"13",0.00601280946284533,0.004104926250875,0.00210158107802272,0.00238801026716828,0.0028441371396184,-0.011365843936801,0.000630871683824807,0.000111334935354535,0.00247421255335212,0.000992428744211793
"14",0.00350047321990132,0.00580731499940157,-0.0173786226660013,-0.00514512788504362,0.000200897280592471,-0.00537626165896654,0.00375391799025238,0.00342992716468871,0.000850260374136269,0.0113253379240632
"15",0.0100965462625027,0.0036096281837672,-0.00354296737350523,0.00207277853041887,0.0114479558542371,-0.00099904602393508,0.00920518953353167,0.01309466175735,-0.000115210234071128,0.00340300053358078
"16",0.00283094053156674,0.00523473182693124,0.00052432157099247,0.0051091555505991,0.00214406941086054,-0.00724832573905587,0.00786792952567339,-0.0106064211577177,0.00113913835957646,0.00105880608316511
"17",0.0062725180760026,0.0106574790552258,0.00507697090506554,-0.00562379322946072,0.00249010417610407,0.00756112765520811,0.00414885627105832,-0.0100498218089342,-0.000398845062591136,-0.0016407462535426
"18",0.0050057964399457,0.000630320224445313,0.00417229346930981,0.0122463125735521,-0.00535900006070733,-0.00485566584393382,0.00373325543478131,-0.00292845931835473,-0.00521287554875016,-0.00862510688602924
"19",0.0022189817391336,-0.00554212834686041,-7.96356762293726e-05,-0.000960997422225773,-0.00177894218359143,0.00481840362772346,-0.00102612737100571,-0.00303811789490283,-0.00181593652814627,0.00157634622883052
"20",0.000124531536130235,0.00129881326574832,-0.00742834527045488,-0.0100458553060889,0.00401969673112035,-0.00757857598364353,0.000433952052844688,0.0173004642128944,0.000354090501787141,-0.00356643763370812
"21",0.0092659080401063,0.00299186329357326,0.0102361831814051,-0.00529016321524978,-0.00415473710745573,-0.00587775697931647,-0.00426324037835002,-0.00243410095572472,0.00119916629046202,-0.00519914506003261
