"","C","MSFT","XOM","INTC","GE","JPM","WMT","AIG","IBM","PFE"
"1",-0.00700592622160912,0.00942100957036018,-0.00687614642083645,0.00294110598042607,-0.00667821429669857,0.00533026410266757,-0.00433777133002877,-0.0243396759033203,0.0110777011141181,0.0124928522855043
"2",-0.0108149871230125,0.00156179186888039,0.0112252850085497,8.7362335762009e-05,0.0131160411983728,-0.000522064627148211,-0.00173385988455266,0.0173453483730555,-0.0118857817724347,0.00551597494632006
"3",-0.00674876244738698,-0.0162770580500364,-0.00708912732079625,0.00461082765832543,-0.00539708882570267,0.0296701434999704,-0.000536130915861577,-0.0296859927475452,0.00910700019448996,0.0105374557897449
"4",0.0366684049367905,0.00980872567743063,0.00389994238503277,-0.000204549709451385,0.00513529544696212,0.0302056986838579,-0.00412058271467686,-0.00313646299764514,0.000197892964933999,0.0148133374750614
"5",0.00960890203714371,0.0147123569622636,0.0143514601513743,-0.00859768223017454,-0.00921351741999388,-0.00626562628895044,-0.00224752724170685,0.00200373609550297,0.0138101801276207,-0.00836094561964273
"6",0.00399480434134603,0.00992702506482601,0.001587392995134,0.0150889689102769,0.00742768216878176,-0.000207599325221963,-0.00336062558926642,-0.0125202555209398,-0.00520415790379047,0.00037323814467527
"7",-0.0127731999382377,-0.00459003122523427,0.00474097160622478,-0.00387881021015346,0.00421169400215149,-0.00696873711422086,0.00435641547665,0.0169763173907995,-0.000992292305454612,0.00113403529394418
"8",0.0109863067045808,0.0010538479546085,-0.00202116253785789,-0.000713462941348553,-0.00852459948509932,-0.00466896640136838,0.00280243274755776,-0.0332385711371899,-0.00599678559228778,-0.00819652434438467
"9",-5.85038978897501e-05,0.00184626423288137,-0.000763046264182776,-0.00762143731117249,-0.00312343239784241,-0.000317265425110236,0.0013418304733932,-0.00709963915869594,0.00727283395826817,-0.00207463791593909
"10",-0.0121377324685454,0.0102947968989611,-0.000334138981997967,-0.00415455503389239,-0.00255762436427176,-0.012451883405447,0.00268212542869151,0.00554518355056643,0.000914942007511854,-0.00201304908841848
"11",0.00158832722809166,0.000777731300331652,-0.0046354727819562,0.00195326865650713,-0.00047851842828095,-0.00432542851194739,0.00756114767864347,0.0118032563477755,-0.00370340677909553,-0.000853631703648716
"12",-0.0068334904499352,0.00854761991649866,0.00514516094699502,-0.000765345932450145,-0.00240071234293282,0.0126245366409421,0.00109177711419761,0.0173187982290983,0.00833444949239492,-0.00244920956902206
"13",-0.00859248172491789,0.00570831540971994,-0.00440493691712618,0.00862470269203186,0.00147522473707795,-0.00363442441448569,-0.000223716808250174,-0.0227941051125526,-0.00842973310500383,-0.00222145114094019
"14",-0.0171073600649834,0.00455886172130704,0.00187720451503992,-0.00503304414451122,-0.000786077289376408,0.00841490738093853,-0.00229119113646448,0.0173225477337837,-0.000142173594213091,-0.00382566219195724
"15",0.00189813866745681,0.00101751217152923,0.00857788883149624,0.0100297620519996,-0.00520433764904737,-0.00127889402210712,0.00653770705685019,0.00613839412108064,-0.00452259974554181,-0.00122002407442778
"16",-0.00816048495471478,0.00161177245900035,-0.0062253805808723,0.00110579270403832,0.00476039154455066,-0.000899817852769047,-0.00761741865426302,-0.00155873538460582,-0.00169786426704377,0.000273923564236611
"17",-0.00311111868359149,-0.00262372219003737,-0.00661340774968266,-0.00591985648497939,-0.00847067311406136,0.00200125691480935,-0.00156947108916938,0.00948593858629465,-0.00318354344926775,-0.000947264605201781
"18",0.00114571850281209,-0.00555100245401263,0.00577118201181293,0.00432930048555136,0.00630752323195338,-0.00869847927242517,-0.00229945569299161,-0.020157216116786,0.00469266902655363,-0.00861832778900862
"19",-0.00404800102114677,0.00880101975053549,-2.24078758037649e-05,-0.0077673913910985,-0.000821424589958042,0.000540844106581062,0.00173173996154219,0.00259920279495418,-0.00469574378803372,-0.00635493593290448
"20",0.0029362749774009,0.00197481806389987,-0.00275742774829268,0.00087772827828303,0.00157032336574048,-0.0121414503082633,0.00410075346007943,-0.0238537769764662,0.0019738080445677,-0.00661065010353923
"21",0.00140468229074031,0.00247286516241729,0.0080941328778863,0.0024845574516803,0.00777060026302934,-0.00796316377818584,0.00634902343153954,-0.00694974325597286,0.0048486003652215,-0.00326986447907984
