"","MSFT","JPM","XOM","GE","CSCO","VZ","INTC","V","IBM","PFE"
"1",0.00234329979866743,0.00842674169689417,-0.00476274406537414,-0.00219073332846165,0.0062682256102562,0.000927729299291968,-0.00163658289238811,-0.00575039209797978,0.000638664467260242,-0.000906646018847823
"2",0.00351199903525412,-0.00147945259232074,0.00755082443356514,-0.00319910538382828,-0.000728464801795781,0.00358284008689225,0.000758498499635607,0.0162147004157305,0.00066967832390219,-0.00184629822615534
"3",0.00824824254959822,0.00290474435314536,-0.00188612448982894,-0.00450101587921381,-0.00163455796428025,0.00222522532567382,0.0086821187287569,-0.00560760172083974,0.00130511110182852,-0.00097190251108259
"4",0.00562023324891925,0.000853981298860162,-0.0112109258770943,-0.00569154554978013,-0.00910170283168554,-0.00267515215091407,0.00178003835026175,0.0116014163941145,-0.00151325843762606,-0.00411744695156813
"5",0.00220920681022108,0.00267931958660483,-0.000939993187785149,-0.00296052661724389,0.0020969258621335,0.00385722960345447,0.00336077599786222,0.00165627058595419,0.000646959349978715,0.00998788420110941
"6",0.000688184692990035,-0.0018382630078122,-0.00956329889595509,-0.00514830462634563,0.00345681048929691,0.000370706227840856,-0.0066507114097476,0.00233552395366132,0.0025788270868361,-0.00310377776622772
"7",0.002284892834723,0.00869583431631327,-0.00358137441799045,0.000842387846205384,-0.00092614657478407,-0.000959066266659647,0.00138101691845804,-0.0034636203199625,-0.00628826767206192,0.00304456916637719
"8",0.00620002532377839,0.0035738970618695,0.00422496581450105,0.00238534109666944,0.003297088900581,-0.000842747569549829,-1.72135023603914e-05,0.00412493292242289,-0.00209976057521999,0.00503307767212391
"9",0.00396323809400201,0.00968148000538349,0.00528996670618653,0.00570122338831425,0.0039445897564292,0.00426963530480862,-0.00385496928356588,-0.00516215339303017,-0.00188349012751132,0.00133294390980154
"10",0.000680142140481621,-0.00345193711109459,-0.00191642949357629,0.000298435596050695,0.00341430841945112,-0.00465917540714145,0.00328274234198034,0.00581112736836076,0.00228592148050666,-0.000910599948838353
"11",0.00292878481559455,0.00195193919353187,-0.00538813415914774,-0.00539152277633548,-0.00256154988892376,-0.000466384197352454,0.00298084761016071,-0.00255383690819144,0.000276650709565729,0.00628903834149241
"12",0.00260345661081374,-0.00726661598309875,0.000312452408252284,-0.00255920807830989,-0.00125151232350618,0.00311467261053622,-0.00220125867053866,0.00587146542966366,-2.01711463887477e-06,0.00135121785569936
"13",0.00391079299151897,-0.0129184061661363,0.00262367958202958,-0.00783947110176086,0.000505758100189269,-0.00148361234460026,0.0075923171825707,0.00297477445565164,-0.000355826399754733,-0.00316999666392803
"14",0.00423219287768006,-0.004756900947541,-0.000804328068625182,-0.002425791695714,-0.00125273352023214,0.000390240573324263,-0.000778999703470618,-0.00291131576523185,-0.00252366228960454,-0.000500928552355617
"15",0.00456653954461217,-0.00106635049451143,0.00135157559998333,0.000256166968028992,0.00176116765942425,0.00522047420963645,-0.000431605585617945,0.00112208956852555,-0.000650970847345889,0.00105322117451578
"16",0.0034814546816051,0.000109345201053657,-0.0041065625846386,0.00299183465540409,7.71694394643418e-05,0.000798879889771342,0.00181508203968406,0.00160434248391539,-0.00169101462233812,-0.00070665794191882
"17",0.00378290587104857,0.00158346816897392,0.00215108855627477,-0.00264311116188765,-0.00107336707878858,0.000165948920766823,-0.00439794268459082,0.00169820769224316,0.00411608209833503,-0.00173848937265575
"18",0.00352336768992245,-0.000677479896694422,-0.000972217181697488,-0.00435259658843279,-0.00218321499414742,0.0132820662111044,0.000787428463809192,0.0024557604920119,-0.000608428730629385,0.00265971571207047
"19",0.00479361088946462,-0.00638833502307534,0.00190771487541497,-0.00168494810350239,-0.00188509828876704,-0.00385696091689169,0.00093897501938045,-0.000261365319602191,0.00637604808434844,-0.00312305195257068
"20",0.0053108180873096,0.00204296968877316,-0.00238469615578651,-0.0069847796112299,-0.00019280998094473,-0.011731144040823,0.00306145218200982,0.000168253885931335,0.00351144559681416,-0.003351756837219
"21",0.00457436079159379,0.00151692482177168,0.000474870845209807,-0.00257242750376463,-0.00642771273851395,-0.00327730644494295,0.00392435491085052,-0.00267606251873076,-0.00268104439601302,0.00505272811278701
