"","C","BAC","MSFT","XOM","GE","JPM","WMT","INTC","CVX","PG"
"1",0.23094154894352,0.0262613110244274,0.0137225594371557,-0.0538350865244865,0.0147817898541689,0.0185370650142431,-0.00828882493078709,-0.00946165435016155,-0.000816427345853299,0.0383382365107536
"2",0.27351376414299,-0.0357038713991642,-0.0254604741930962,0.0509795881807804,-0.025061059743166,0.0893275961279869,-0.00129363848827779,0.0086180716753006,-0.0436033718287945,0.00607787445187569
"3",0.0743656232953072,-0.0127544328570366,-0.00343453814275563,-0.000390413188142702,0.0355434194207191,-0.0117839863523841,-0.00230093230493367,-0.00662424555048347,-0.0445886142551899,-0.0385168120265007
"4",-0.0433150567114353,0.0190018005669117,0.0108582051470876,-0.063447579741478,0.0357431657612324,0.0915502384305,0.0186193119734526,-0.0293585900217295,0.0205401796847582,0.0150603717193007
"5",-0.0205594226717949,-0.0236294344067574,-0.00436564162373543,0.0420251712203026,0.00881651137024164,0.031555637717247,0.0118763949722052,-0.0140099804848433,-0.0445629842579365,-0.00771156931295991
"6",-0.0422350540757179,0.0435633957386017,-0.00402092281728983,-0.00782005675137043,-0.0148248868063092,0.0492216572165489,0.00715383421629667,0.019142234697938,-0.002428880892694,-0.00783057045191526
"7",0.0488118268549442,-0.0023539662361145,-0.016665156930685,-0.0531002059578896,-0.04268853738904,-0.0373881533741951,-0.00745626771822572,0.00608769804239273,-0.0244137533009052,-0.00486653344705701
"8",-0.100089028477669,-0.0069342372007668,-0.00481971306726336,0.00518239755183458,-0.038113534450531,-0.0342384353280067,-0.00127548654563725,0.000877795915585011,-0.02271000854671,-0.0406732372939587
"9",0.138387054204941,-0.0116602797061205,-0.00122778618242592,0.0237221587449312,0.00280937249772251,0.00586782163009048,0.00444319751113653,0.000831477052997798,-0.0213444977998734,0.00701912492513657
"10",0.0696560218930244,0.0281792636960745,-0.00200550886802375,-0.0264817290008068,-0.0258494801819324,0.00863368716090918,-0.0104508940130472,0.0029800736811012,-0.0037350207567215,-0.00309906131587923
"11",-0.0764287933707237,-0.0215967129915953,0.0103924060240388,-0.00383002171292901,-0.0284303575754166,-0.0183455571532249,-0.0189194455742836,-0.0233411472290754,-0.0094410004094243,-0.0166922155767679
"12",-0.10501167178154,-0.0161382313817739,-0.00308906380087137,0.033658966422081,0.0010001965565607,-0.00258973706513643,0.00161802535876632,-0.00654054014012218,-0.00172761268913746,-0.00273631978780031
"13",-0.00326638971455395,0.00696748727932572,-0.00201193406246603,-0.0162633787840605,0.00725510343909264,0.0132779954001307,-0.000982417608611286,-0.0109570538625121,0.00514618307352066,-0.00239232857711613
"14",0.0172935854643583,-0.0175356324762106,0.00727066164836287,-0.0171286631375551,0.0143207926303148,0.0126426983624697,0.0138869052752852,-0.0104572828859091,-0.0124463336542249,0.0125859128311276
"15",-0.088918000459671,0.00351779954507947,0.00687908567488194,0.0204213876277208,-0.0147129520773888,-0.0300393998622894,0.000288672861643136,-0.00194223783910275,0.00593823846429586,0.00952346902340651
"16",0.0323013626039028,-0.0345387794077396,-0.0125777386128902,0.00557224685326219,0.00495466031134129,-0.00174747174605727,-0.00220355205237865,0.00324516859836876,-0.00356230488978326,0.000898592290468514
"17",0.0190719552338123,-0.00252873473800719,-0.00116236822213978,-0.0206204690039158,-0.0197008177638054,-0.0171135850250721,0.00095635128673166,0.00119198125321418,-0.00197280594147742,-0.0034588729031384
"18",-0.0275522284209728,-0.0253176838159561,0.00633691297844052,-0.00525349471718073,-0.0544888116419315,0.00396122923120856,0.00111719116102904,0.020126098766923,0.00647201528772712,-0.00135242787655443
"19",0.0123565960675478,0.0176481697708368,0.013834934681654,0.00143915391527116,-0.00827949680387974,-0.0172936618328094,0.00482991244643927,0.00856989994645119,-0.00523415626958013,-0.0119680883362889
"20",-0.042888481169939,-0.00533342035487294,-0.00465001026168466,-0.0168748646974564,0.000869481242261827,-0.00420728931203485,0.00938265025615692,-0.00421042460948229,-0.0133508034050465,0.0112261967733502
"21",-0.0141197815537453,-0.0113694705069065,0.00788023881614208,-0.00812496338039637,-0.00910235941410065,0.00742301438003778,-0.00908519234508276,1.90388727787649e-05,0.00444497633725405,-0.00605482375249267
