"","BAC","JPM","XOM","GE","MSFT","WMT","CSCO","INTC","PG","CVX"
"1",-0.0171445533633232,0.0519495084881783,-0.00740901380777359,-0.0201477576047182,0.00547144981101155,-0.00153007928747684,0.0131623093038797,0.00509276101365685,0.00927928183227777,0.00540493335574865
"2",0.00904822256416082,-0.015943206846714,0.00262138294056058,-0.00161160819698125,0.00460444856435061,0.00264434539712965,0.01155193336308,-0.00551119167357683,0.00287300837226212,-0.00632124627009034
"3",-0.00426421407610178,0.0068942797370255,-0.00947147235274315,0.00214762752875686,0.00379836256615818,-0.00102163560222834,0.00344481598585844,0.00851140078157187,0.00472306553274393,0.00717687187716365
"4",0.0217200014740229,-0.012794972397387,-0.00728002982214093,-0.00645455345511436,-0.000413720612414181,-0.0123370373621583,0.000669169472530484,-0.0025005501229316,-0.00273730442859232,-0.00124310387764126
"5",0.000662614533212036,-0.0170227568596601,0.0041188788600266,-0.00100431626196951,0.00652192300185561,0.000566304719541222,0.00369456899352372,0.000788160832598805,0.00273402873426676,0.012113087810576
"6",-0.00571037456393242,0.00155599985737354,0.00860810186713934,-0.0237224046140909,0.00161211891099811,-0.00464599533006549,-0.0195148512721062,0.0126053038984537,-0.0124203264713287,-0.000993906520307064
"7",0.00506126694381237,-0.00623330892995,-0.010901153087616,-0.0111067518591881,0.00586937321349978,-0.00719239423051476,-0.013976089656353,-0.00201202719472349,-0.00246685487218201,0.0117678316310048
"8",0.0220683887600899,-0.0110591817647219,-0.00248542311601341,0.00641619646921754,-0.00224707252345979,0.0031735033262521,0.0081621315330267,-0.00357132381759584,-0.0013036523014307,-0.000367848319001496
"9",-0.00263740052469075,0.0158402733504772,-0.00222824956290424,-0.00233221030794084,-0.00239876192063093,0.0055133169516921,-0.019197778776288,-0.000841607514303178,-0.00348229822702706,0.000911158917006105
"10",-0.0053429645486176,0.00780921941623092,0.00518487067893147,0.00488572847098112,-0.00938668847084045,-0.00164123205468059,0.00302036944776773,-0.0109828757122159,-0.0132422558963299,-0.00200310535728931
"11",0.00756329949945211,-0.00025786689366214,-0.00550802983343601,-0.03668362647295,-0.0126487463712692,-0.00394178880378604,-0.0167049448937178,-0.000624382868409157,-0.00833768956363201,-0.000705205253325403
"12",0.0173482615500689,0.0212310459464788,0.00426792167127132,-0.00911346729844809,0.00169910269323736,-0.000497839879244566,0.0136244194582105,-0.00776653923094273,-0.00234743091277778,0.00748838065192103
"13",0.00946024712175131,0.0020303949713707,0.0084601016715169,-0.00907914899289608,0.00184385420288891,-0.00285195000469685,0.0130385058000684,-0.00353670585900545,-0.0122558725997806,-0.00299707637168467
"14",-0.00292522553354502,-0.00497296825051308,-0.00531924795359373,0.00907778739929199,0.00121615058742464,0.000552912184502929,-0.00594622967764735,0.00590352015569806,-0.0120202414691448,0.01332719437778
"15",0.0299937166273594,0.0172584038227797,-0.000743173062801361,0.00914043374359608,-0.000766377197578549,-0.000814010738395154,-0.00922435242682695,-0.00388258509337902,-0.0147591903805733,0.00377779849804938
"16",-0.000667118525598198,-0.000726220197975636,-0.000509843172039837,-0.0115940542891622,0.0109751168638468,-0.00200449745170772,0.000564372690860182,-0.0036707550752908,0.00287398626096547,0.0200969874858856
"17",-0.0119073567911983,-0.006157788913697,0.00541548104956746,-0.0102165238931775,0.00630609318614006,0.00320097664371133,0.00538689689710736,0.00971714779734612,-0.00856924057006836,0.0032685783226043
"18",-0.00388184445910156,0.0183044169098139,0.0050576888024807,-0.0142123764380813,0.0125836571678519,-0.00207419344224036,0.0118650896474719,-0.0115362135693431,-0.0101293250918388,0.00483706686645746
"19",0.0276918187737465,0.0165042951703072,0.00187878159340471,0.0102367606014013,0.00331476726569235,-0.00369971874170005,0.0106969820335507,-0.000544681213796139,-0.0119981309399009,0.00267682177945971
"20",0.020372997969389,-0.0165090747177601,-0.00117692642379552,-0.00663882400840521,0.00408564042299986,0.0027955174446106,0.00756309693679214,-0.00710602570325136,-0.00538571458309889,-0.000352963281329721
"21",-0.0198005493730307,0.0253671687096357,-0.00187449448276311,0.00604374520480633,-0.0100292963907123,-0.001056581386365,0.0142038045451045,0.00147328188177198,-0.00310875638388097,0.00598759902641177
