"","MSFT","JPM","XOM","GE","PFE","CSCO","VZ","V","INTC","JNJ"
"1",0.00976051017642021,-0.0020938185043633,-0.00409977370873094,-0.00078167743049562,0.00066038902150467,-0.00030093512032181,-0.00147992593701929,-0.001661152462475,-0.0162166021764278,0.00632439414039254
"2",0.0032785760704428,0.00348106026649475,-4.44402503489982e-05,-0.000768352649174631,-0.00220965826883912,-0.00859133806079626,0.00508817937225103,-0.00336399907246232,-0.00150513648986816,0.00319107761606574
"3",-0.00838071014732122,-0.0034623381216079,-0.0135079119354486,0.00576196983456612,0.000526726187672466,0.000861118314787745,-0.00313468114472926,0.000311017327476293,0.0011982157593593,-0.00205265148542821
"4",-0.00716041959822178,-0.00116193469148129,-0.00801470410078764,-0.00248428201302886,0.000989048508927226,0.00581714464351535,-0.00559955928474665,-0.00472630839794874,0.00831129122525454,-0.000329384405631572
"5",-0.00866706762462854,0.00014884804841131,-0.00261722737923265,-0.00370490574277937,0.00333619699813426,0.000989255378954113,0.00720343925058842,-0.00291139027103782,-0.00493372743949294,0.00066919723758474
"6",0.00222567236050963,-0.00804922170937061,-0.00692171743139625,-0.00496545806527138,0.00149455945938826,-0.0109476670622826,-0.00756550300866365,-0.000303968379739672,-0.0044649476185441,0.000531879719346762
"7",0.00256983493454754,-0.0029245363548398,-0.000515770923811942,0.00196810625493526,-0.00198678369633853,-0.00184256734792143,6.89400694682263e-05,0.000328135851304978,0.00613791635259986,0.00316588883288205
"8",-0.00165679107885808,-0.00251873582601547,0.000799444620497525,-0.000787021534051746,0.00195177644491196,-0.00220499886199832,-0.00517408223822713,-0.00425776094198227,-0.00176676909904927,-0.00309881335124373
"9",0.000130485583213158,-0.00668896548449993,-0.00864332914352417,-0.00240172282792628,0.000808363489340991,0.00640875846147537,-0.00060160388238728,-0.00654174340888858,-0.000249365926720202,-0.00152844365220517
"10",0.00147624977398664,-0.00644355174154043,0.00144712429028004,-0.00700455391779542,-0.00112056196667254,-0.0017312093405053,-0.00327095366083086,0.00947433989495039,0.000390361296012998,0.00382885080762208
"11",0.00784320197999477,-0.0142429620027542,-0.00516021065413952,-0.00406969198957086,0.00255544320680201,0.00121176161337644,-0.00131629128009081,-0.0036853994242847,-0.00100602954626083,0.000600059982389212
"12",0.00407158955931664,-0.00511647714301944,-0.00533495936542749,0.000850709504447877,0.00327349430881441,-0.00716622872278094,-7.80029877205379e-05,-0.00375594245269895,-0.00673506176099181,0.000453356595244259
"13",0.00186770677100867,-0.00610645115375519,0.00398934446275234,0.000910884351469576,-0.00304274423979223,0.0033498692791909,-0.00172369822394103,-0.000423782039433718,-0.00111395760904998,0.00167987460736185
"14",0.00546701438724995,-0.0114316390827298,0.0008183658355847,-0.00397722516208887,-0.00123055127914995,-0.000162478332640603,-0.00143142195884138,-0.00592949707061052,-0.00139835092704743,0.00193883909378201
"15",-0.00754317501559854,-0.0178020615130663,-0.00429279776290059,0.000654230359941721,0.00518829375505447,-0.00173342484049499,-0.0080840177834034,0.00295525579713285,0.00413047894835472,0.00431673601269722
"16",0.00111992715392262,-0.00793256983160973,-0.000326337525621057,-0.00190684921108186,0.00135808484628797,0.00421534758061171,-0.00408544996753335,-0.00682581542059779,-0.00170200469437987,-2.99391958833439e-05
"17",0.00560691766440868,-0.00846355222165585,0.00234089605510235,-0.0027973772957921,-0.00131860002875328,-0.0066772154532373,-0.00266293389722705,0.0205095876008272,0.00945893861353397,-0.00289997435174882
"18",0.0110559249296784,-0.00849178992211819,0.0052531217224896,-0.00110460270661861,0.00172666821163148,-0.00182237639091909,-0.00452662445604801,-0.00325333257205784,-0.00231377524323761,-0.00202595768496394
"19",0.0014000158989802,-0.00324158533476293,-0.00414021918550134,-0.00454688677564263,0.00233144848607481,0.0013256921665743,-0.00393063388764858,-0.00263322843238711,-0.00440213177353144,0.0012408789480105
"20",-7.43224227335304e-05,-0.00350609072484076,-0.000432819768320769,0.000661726982798427,-0.0011202635942027,-0.00242426549084485,-0.00192956917453557,0.00187560729682446,-0.00306986062787473,0.00317408074624836
"21",0.00179598166141659,-0.0122567098587751,0.00180791679304093,0.000414390116930008,0.00242890091612935,-0.000825698603875935,-0.00443720910698175,-0.00290517485700548,0.00292625231668353,0.00755208590999246
