"","C","BAC","MSFT","XOM","GE","JPM","WMT","INTC","CVX","PG"
"1",-0.00554680777713656,-0.0141087044030428,-0.00400719093158841,-0.0111780082806945,-0.0161468535661697,-0.0662420615553856,-0.00864965934306383,0.0029939585365355,-0.0174306035041809,-0.0169346313923597
"2",-0.0211572162806988,0.00111461314372718,-0.00868456624448299,-0.00623059878125787,-0.0192554574459791,-0.0146166123449802,-0.000783363706432283,0.00822569616138935,-0.00375050632283092,0.000978513155132532
"3",-0.0212741680443287,-0.0126656852662563,-0.0125196194276214,0.00137930968776345,0.0188096296042204,0.038982205092907,0.00471088569611311,0.0224230829626322,-0.00225295801647007,0.00498522166162729
"4",-0.00712366029620171,0.00669493246823549,-0.0037861242890358,-0.000130287342472002,-0.00881611928343773,-0.0160467363893986,0.00455319043248892,-0.00709659093990922,-0.00133387616369873,-0.00264327134937048
"5",-0.0194280296564102,-0.0120014688000083,0.00473181530833244,-0.0143420537933707,6.05590685154311e-06,-0.0261086840182543,0.00193077500443906,0.00385947688482702,0.00293279765173793,0.00268384721130133
"6",0.00503051839768887,-0.00297746900469065,0.011131945066154,-0.00137796474155039,-0.00822961889207363,0.0159348156303167,-0.00118710659444332,0.000900735729373991,0.0045043770223856,-0.00653000548481941
"7",-0.0389486029744148,-0.0381862707436085,-0.0211669821292162,0.00375854526646435,-0.00435547111555934,0.0126413805410266,0.00213617738336325,-0.00451684044674039,-0.00474659167230129,-0.000816333049442619
"8",-0.000409351079724729,-0.0148592106997967,-0.0127631649374962,0.00302018201909959,-0.0149236349388957,-0.0447473265230656,0.000166624988196418,-0.00599448150023818,-0.00471686571836472,0.00567203667014837
"9",0.00168339884839952,-0.0284794550389051,0.0066577885299921,0.000281859480310231,0.00221681082621217,0.0145057383924723,0.00722868135198951,-0.00400595646351576,-0.00610193656757474,0.000282972061540931
"10",-0.00778218870982528,-0.00625476334244013,-0.00462263962253928,0.00542996358126402,-0.0072091999463737,-0.0280785076320171,0.00639743730425835,-0.0016405344940722,0.00742973247542977,-0.00249958224594593
"11",0.0068199266679585,-0.0199371203780174,-0.015022155828774,-0.0101740825921297,-0.00311886169947684,-0.00183340208604932,0.00489715533331037,-0.00427963072434068,-0.00307766138575971,-0.00633231969550252
"12",-0.026377173140645,0.0251096896827221,0.013640102930367,0.00864688213914633,-0.0124016534537077,0.0168593898415565,-0.00254476722329855,0.0114975403994322,0.00455306097865105,-0.00181278097443283
"13",-0.0113250045105815,-0.0193924475461245,0.0070647201500833,-0.00166354852262884,-0.00350474566221237,0.0297773219645023,-0.00425022235140204,-0.00579482037574053,0.00257967761717737,-0.000189030470210128
"14",-0.0196814741939306,2.83336316897476e-06,-0.00611778488382697,-8.47963456180878e-05,-0.00596949784085155,-0.0238646250218153,0.00152218609582633,-0.00349255721084774,0.00202423334121704,-0.000400321849156171
"15",-0.00844016578048468,-0.000113905611215159,0.0111418347805738,0.000447849160991609,0.00293261674232781,0.0307931136339903,0.00296839559450746,0.00604757852852345,0.00676569156348705,-0.00394697533920407
"16",-0.0330488458275795,-0.00138021050952375,-0.0032504596747458,0.0176319554448128,-0.0111271291971207,0.0147451777011156,0.00120030611287802,0.00588800804689527,0.0102380225434899,-0.00123525189701468
"17",-0.0040135714225471,-0.00811324920505285,-0.00475913425907493,0.00298259500414133,-0.00214318255893886,-0.0236144345253706,0.00612007733434439,-0.00827484298497438,0.00914221350103617,-0.00213171425275505
"18",-0.0383430905640125,-0.0148547859862447,0.00471605593338609,0.00435315677896142,-0.00226422864943743,-0.0272938515990973,0.0021914723329246,-0.00828511267900467,0.00257760821841657,-0.00293514737859368
"19",0.014068266376853,-0.00460881320759654,0.0131974965333939,0.000893705408088863,0.00139177206438035,0.00973866134881973,-0.00272373156622052,-0.0109343724325299,0.00163071230053902,0.00501312501728535
"20",0.00756521383300424,-0.0175083950161934,-0.0185108184814453,-0.00212133559398353,0.000550574739463627,-0.00039293518057093,0.00207937206141651,0.014423075132072,0.0046327137388289,-0.00359956664033234
"21",-0.0173757057636976,-0.0216916017234325,-0.00746478838846087,-0.00320557458326221,-0.00832654442638159,-0.023164352402091,0.0021723248064518,0.0125127388164401,0.00230705458670855,-0.00324432970955968
