"","AAPL","MSFT","BA","JPM","DIS","V","CRM","INTC","UNH","HD"
"1",0.00751747842878103,0.00776213733479381,-0.000765646633226424,-0.00485734641551971,-0.00366469426080585,0.00963474251329899,0.00134117412380874,0.0226631425321102,0.000377813674276695,0.00564661435782909
"2",0.0128154996782541,-0.00265902257524431,-0.00415802421048284,-0.00187094777356833,-0.00610101409256458,-6.01189203734975e-05,-0.00259719230234623,0.0138786807656288,0.00156029814388603,-0.00201758160255849
"3",-0.00466039357706904,0.000353368552168831,-0.00207869498990476,-0.00272179674357176,0.00460008671507239,0.0206802953034639,-0.0003593570436351,0.0130157507956028,-0.00270533934235573,0.00378823326900601
"4",-0.00227795541286469,0.0175995659083128,-0.00387643440626562,-0.0168455149978399,0.00121340318582952,0.00587996002286673,-0.00699262320995331,-0.000233420680160634,-0.00220735091716051,0.000866408401634544
"5",0.00371588999405503,-0.00408612145110965,-0.00948907248675823,-0.00745027791708708,0.0130569599568844,-0.00453254720196128,-0.00504320254549384,-0.00400554807856679,0.000578470411710441,0.000711368629708886
"6",-0.0209127627313137,0.0171557199209929,-0.00398270972073078,-0.00235528312623501,-0.000578544102609158,-0.0122216194868088,-0.00241487077437341,-0.00267357542179525,-0.00319215748459101,-0.00724259670823812
"7",0.00168553832918406,0.00801639258861542,-0.0130503233522177,0.0094999773427844,-0.00743687897920609,0.0215906500816345,-0.00299519021064043,-0.00139662541914731,-0.00209399103187025,0.00651323515921831
"8",0.00688431924208999,0.000596387253608555,-0.0118786534294486,-0.00384058430790901,-0.00631718570366502,0.000644016545265913,-0.00412909127771854,-0.000990264350548387,0.000712734821718186,-0.00720081338658929
"9",-0.00310026365332305,0.00549008790403605,-0.00493860989809036,0.000212246915907599,0.00499805621802807,0.003908630926162,0.00127897877246141,0.00294273602776229,-0.00227909628301859,-0.00555755011737347
"10",-0.00973314233124256,0.000347411027178168,-0.0109118781983852,-0.00457657454535365,0.00183384923730046,-0.00434291316196322,0.000177390043972991,0.00983854662626982,-0.000150170395500027,0.000976726762019098
"11",0.000418949464801699,0.00272558350116014,-0.0086060119792819,0.00231255823746324,0.00139087915886194,-0.00150480214506388,-0.00133683637250215,0.0083230659365654,-0.00435942457988858,0.00181659543886781
"12",-0.00090027111582458,-0.000672966009005904,-0.00379172596149147,-0.00411461619660258,-0.0079927109181881,0.00481802178546786,-0.00244249263778329,0.00849558692425489,3.03089245790034e-06,0.00419743591919541
"13",-0.0158790498971939,-0.000414108595578,0.000475374050438404,0.0107469819486141,-0.00676722824573517,0.00185211014468223,-0.00352805224247277,0.00302193639799953,-0.00370722054503858,0.000874503049999475
"14",0.00655806576833129,-0.00806421041488647,-0.0118532972410321,-0.0034344270825386,0.00400302885100245,-0.00301977316848934,0.00658717332407832,-0.00340498704463243,-0.00732070067897439,0.00218752049840987
"15",0.00539589067921042,0.000426352868089452,-0.00522693851962686,-0.00024328003928531,-0.00275389617308974,-0.00310824904590845,-0.00253206654451787,-0.00808315444737673,2.98969862342346e-05,0.000360374397132546
"16",-0.00420342478901148,-0.00408446229994297,-0.0148293050006032,-0.00599002419039607,-0.00301015586592257,0.00808644108474255,0.000251826859312132,-0.00969311408698559,-0.0104188295081258,0.000946317100897431
"17",-0.00206234841607511,0.00608231918886304,-0.0132496394217014,-0.00339965452440083,-0.000201820075744763,-0.00699838623404503,-0.00570047646760941,-0.00412185862660408,0.00136187160387635,0.00313637428916991
"18",-0.0039523090235889,-0.000895060715265572,-0.000785390089731663,-0.00866672117263079,-0.00582051277160645,0.000158796829055063,-0.00674645788967609,0.00595938414335251,-0.008688660338521,-0.000663733808323741
"19",-0.0102058462798595,-0.00275709922425449,0.000930744979996234,-0.00241598184220493,0.0071582137607038,0.000355951022356749,-0.00132309133186936,0.00343260238878429,0.00304357474669814,-0.00368342525325716
"20",0.00136934779584408,-0.004959627520293,-0.0175931341946125,0.00123063288629055,-0.00107114505954087,0.00248875725083053,-0.00405812123790383,0.00129204848781228,0.00028614595066756,-0.00203616893850267
"21",0.00841445568948984,-0.00479271402582526,0.00199300772510469,-0.00221259635873139,-0.00682565895840526,0.00673306547105312,-0.00167597399558872,-0.000217501321458258,-0.00337083195336163,0.000526692194398493
