"","AAPL","MSFT","JPM","GE","PG","PFE","XOM","DIS","JNJ","V"
"1",0.00110972544644028,0.000618181831669062,0.00498144514858723,-0.00245693419128656,0.00963842589408159,0.00410832930356264,-0.00302945356816053,-0.00115409144200385,0.0010131987510249,-0.00308953993953764
"2",0.00171183620113879,-0.000115856601041742,-0.00197506975382566,-0.00286139640957117,0.00282055442221463,0.00138036906719208,0.00216234568506479,-0.00220610317774117,0.00253219529986382,0.00720873987302184
"3",0.00211895140819252,-0.00144999846816063,0.00262645678594708,-0.000964898441452533,-0.0041805705986917,0.00230197585187852,0.00101732311304659,-0.00235542538575828,0.000980122829787433,-0.0023480555973947
"4",0.00248511065728962,-0.000630258407909423,-0.00192919268738478,-0.0019540807697922,-0.00492433970794082,-0.000777678389567882,-0.00278232851997018,-0.000863825960550457,0.00119729142170399,-0.000808558193966746
"5",-9.33266783249564e-05,-0.00162321620155126,2.86052763840416e-05,0.0019806120544672,0.0046096034348011,0.00107041979208589,-0.00252235610969365,-0.00709735509008169,0.00132803153246641,0.000834181089885533
"6",-0.000387070496799424,0.000928055960685015,-0.00298058590851724,0.00201337807811797,0.0035743445623666,-0.00179804442450404,0.000517865177243948,-0.00111133093014359,0.00378514756448567,0.0020133825019002
"7",0.00387155404314399,-0.00155232578981668,-0.00115014717448503,-0.00199948088265955,0.00187245104461908,0.00214130780659616,0.00191670202184469,-0.0017991695785895,0.0105767054483294,-0.000265773007413372
"8",0.00349352369084954,-0.00271824514493346,0.000110459608549718,-0.000840949651319534,0.00190440739970654,-0.00177495961543173,-0.00269416719675064,-0.00742836901918054,0.00224466994404793,0.00102138961665332
"9",0.000691764580551535,0.00252017029561102,0.00319008738733828,-0.00407845992594957,0.00059645576402545,-0.00112697167787701,-0.00506963348016143,0.00190235569607466,-4.36795271525625e-05,0.00310592330060899
"10",0.00323534710332751,-0.00241657206788659,0.00612955307587981,-0.00051414908375591,-0.00136819726321846,-0.00185560691170394,1.83592965186108e-05,-0.00346499215811491,-0.000646761152893305,0.000729386752936989
"11",0.00503188092261553,-0.00188784941565245,0.00437842030078173,0.00108740525320172,0.00490072183310986,-0.000499147572554648,-0.00704869953915477,0.00553953647613525,-0.000985602615401149,0.0037590553984046
"12",-0.00194479839410633,0.00163377076387405,0.00389406597241759,0.00331729673780501,-0.00203908048570156,-0.000346148590324447,-0.00538305472582579,0.00218318519182503,0.00111341208685189,0.00139290397055447
"13",0.000858616724144667,-0.00039379601366818,0.00199467316269875,-9.43881677812897e-05,-0.00148620235268027,0.00841777212917805,-0.00540617574006319,-0.00164350855629891,-0.000919739250093699,0.00297731719911098
"14",-0.000953894690610468,-0.00304394448176026,-0.00453106500208378,-0.00407333392649889,-0.000148603139678016,-0.00425091944634914,-0.00130102678667754,0.00341159803792834,-0.0016284417361021,0.00126196700148284
"15",0.000675327319186181,0.00134083221200854,-0.00479524862021208,-0.000546070339623839,0.00221736798994243,-0.000626884517259896,-0.00711455196142197,-0.00856085121631622,0.000970806286204606,-0.00205035111866891
"16",0.000478832022054121,0.000101286146673374,-0.000265281210886315,0.000847449991852045,0.00362733122892678,-0.00424445047974586,-0.00125086063053459,-0.00348400394432247,0.00167709542438388,0.00540675828233361
"17",-0.000302670203382149,-0.00663481326773763,-0.00285533210262656,-0.00229670619592071,0.0012664208188653,0.0107625303789973,-0.00363980792462826,0.00663028284907341,-0.00117544981185347,0.000843954796437174
"18",-0.00146639684680849,0.000605806475505233,0.00504959095269442,0.000874977675266564,-0.00143025314901024,-0.00305446563288569,-0.00306863966397941,-0.00372474011965096,-0.0045465505681932,0.00292823580093682
"19",0.00232333946041763,0.00259203393943608,0.0026986796874553,-0.00270835869014263,-0.00246385321952403,0.00420735077932477,0.00212268996983767,-0.00117257691454142,0.000777086650487036,-0.0018265174003318
"20",0.00136307277716696,0.000790153804700822,0.0159304291009903,-0.00141536456067115,0.00211806572042406,-0.0013775541447103,-0.00204821326769888,0.00213301344774663,-0.00343131483532488,-0.00127408700063825
"21",-0.00824614241719246,0.00021357687364798,0.00555898388847709,0.000895171076990664,0.00236062635667622,-0.000849271251354367,-0.00120343407616019,-0.00302257807925344,-0.000119267409900203,-0.000663505052216351
