"","AAPL","MSFT","GE","PFE","JPM","XOM","DIS","PG","JNJ","V"
"1",0.0010334620019421,-0.0011261502513662,-0.00171344634145498,0.00226304051466286,0.00201781443320215,-0.00689175771549344,-0.002410639077425,0.00372679275460541,0.00971564278006554,-0.000145174824865535
"2",0.000458870781585574,-0.00259115779772401,0.00661043357104063,-0.00171789922751486,0.00266511645168066,0.00120460230391473,-0.00337144243530929,0.000963372993282974,-0.00398333370685577,-0.000305454595945776
"3",-0.0015297164209187,0.000300343439448625,-0.00115764373913407,0.0106251044198871,-0.00205459515564144,0.00374992564320564,-0.00397060997784138,0.00621462939307094,0.002390660578385,0.00140648253727704
"4",-0.0026168217882514,-0.0166988521814346,-0.000987950013950467,-0.000690969871357083,0.00503965653479099,0.000915460288524628,-0.00405139150097966,-0.00301837339065969,0.00419817352667451,-0.00364228733815253
"5",-0.0051464824937284,0.016330249607563,0.00585766974836588,-0.00586108630523086,-0.00454641040414572,4.39898249169346e-05,8.54187019285746e-05,-0.00223712786100805,0.000612175615970045,-0.00132079410832375
"6",0.00392623338848352,-0.00315469643101096,0.000962817866820842,-0.000879882951267064,0.00955483224242926,-0.0103235384449363,0.000230752862989902,-0.00101072108373046,0.00983652379363775,0.00536081241443753
"7",0.0010285658063367,0.00497182598337531,-0.00264219101518393,0.00588629441335797,0.000268839095951989,0.00607116753235459,-0.00426975404843688,-0.00116426753811538,-0.000828591466415673,-0.00216930638998747
"8",0.0013559409417212,0.00492997886613011,0.000760451657697558,-0.00629746681079268,0.00508229713886976,-0.00510965846478939,0.00182923825923353,0.00582133745774627,-3.47342065651901e-05,0.00378355453722179
"9",-0.00350248767063022,-0.00196216953918338,0.00062431616242975,-0.000803599134087563,0.00514392787590623,-0.00736200110986829,0.00360328378155828,-0.00261589162983,0.00689534191042185,0.00226829387247562
"10",0.00199663662351668,-0.00624389993026853,-0.00277309655211866,-0.00534938229247928,0.00527513679116964,0.00344602088443935,-0.00233220518566668,-0.00482589798048139,-0.00426403991878033,-0.000305566733004525
"11",-0.0064561958424747,-0.00682391691952944,0.00313102640211582,0.00391373364254832,-0.00328884366899729,-0.00144367676693946,0.0024136898573488,-0.00110149115789682,-0.00428178394213319,0.00159405812155455
"12",-0.00323441554792225,0.0054107429459691,-0.00131571828387678,-0.000400840304791927,0.00653084274381399,-0.000675428076647222,-0.00350983114913106,0.00526162330061197,0.000115051487227902,-0.00115518050733954
"13",-0.0018717817729339,0.00707024801522493,0.00161736935842782,-0.00867753569036722,-0.00391002837568521,-0.0094427615404129,0.00448669353500009,-0.000187846351764165,0.00182514335028827,0.00257453578524292
"14",0.00266323029063642,-0.000629486923571676,-0.000463399803265929,0.000422384444391355,0.00895421206951141,-0.0017831107834354,-0.000989320455119014,0.00311437551863492,-0.00313932960852981,0.00317094102501869
"15",0.00581706734374166,-0.00429609743878245,-0.00230646831914783,-0.000631299160886556,-0.00409235339611769,-0.00443585449829698,3.14981480187271e-05,-0.00166104454547167,-0.0033141493331641,0.00341118080541492
"16",2.75855909421807e-05,0.00216728425584733,0.00213409774005413,-0.00406417855992913,0.00211737002246082,-0.00819835439324379,0.000447773170890287,-0.00307614379562438,0.0031134681776166,0.000688910891767591
"17",-0.000709463725797832,0.0028848962392658,-0.00142771273385733,0.00365579570643604,-0.00162743893451989,0.0022705951705575,0.00157251651398838,0.000494981184601784,-0.0010994920739904,0.00395167944952846
"18",-9.67634623521008e-05,-0.00024419478722848,0.000221368201891892,-0.00145804742351174,0.00336786150000989,-0.00492062605917454,-0.000812014215625823,0.000730346131604165,0.00420462293550372,0.000340875325491652
"19",-0.011194558814168,0.000869350042194128,-0.00216205650940537,-0.00472273724153638,0.00540667772293091,-0.00165399664547294,0.0013759556459263,0.00162503845058382,0.00113549700472504,0.00315541937015951
"20",-0.00253125466406345,0.00117201928514987,-0.0022183193359524,0.000509492529090494,0.00572650646790862,0.000207380318897776,-0.00141146429814398,-0.00355464848689735,-0.00600016862154007,0.00286500668153167
"21",-0.0049338573589921,0.00106993212830275,0.00259574200026691,0.000699468422681093,0.00424068979918957,0.000400775199523196,5.30896941199899e-05,0.000233734681387432,-0.0022706410381943,0.00168534950353205
