"","AAPL","MSFT","GE","JPM","PG","PFE","XOM","DIS","JNJ","V"
"1",-0.00465932954102755,0.000516519008670002,0.00158741918858141,-0.00815447140485048,0.00731570878997445,0.000126972256111912,-0.00274213938973844,-0.00415903516113758,0.00109246768988669,0.00180999550502747
"2",-0.00401199096813798,-0.0163658987730742,-0.00104520085733384,-0.000583299028221518,-0.00925128348171711,-0.00469565810635686,-0.00336795160546899,-0.00418819673359394,0.00434660725295544,0.00851809233427048
"3",0.000390266039175913,0.0067957816645503,-0.0023491233587265,0.00505936052650213,-0.00180311698932201,-0.00395085848867893,-0.00699643651023507,0.00144622952211648,-0.0017853599274531,-0.00257673650048673
"4",-0.000317187892505899,-0.0105361230671406,0.00133678456768394,0.00111982563976198,-0.00663997000083327,0.00101330608595163,-0.0026304442435503,-0.00254923431202769,-0.00352547504007816,0.00156099046580493
"5",-0.00106080051045865,0.00106759241316468,0.00281543424353004,0.00728355813771486,0.00225747702643275,-0.00828284025192261,-0.00102366681676358,-0.00395174510776997,0.00275244819931686,0.00125380698591471
"6",-0.00511518586426973,-0.00549408420920372,-0.00168608839157969,0.00730285560712218,0.00154117203783244,-0.00433738622814417,-0.00749795325100422,0.000767691642977297,-0.00275680655613542,0.00286890612915158
"7",-0.00275425193831325,0.00728956935927272,-0.00111007236409932,-0.0019775063265115,-0.00214508711360395,0.000374375405954197,-0.00160555553156883,0.00271152076311409,-0.000812376267276704,0.00121887354180217
"8",-0.0055872667580843,0.00342530524358153,-0.000866877613589168,-0.00349063286557794,-0.000918758916668594,-0.00469560688361526,-0.00257532368414104,-0.00268630892969668,0.00542690837755799,-0.000142623044666834
"9",-0.00372104602865875,-0.00805494002997875,-0.00233976147137582,-0.00256751710548997,-0.000897759571671486,0.000724430719856173,-0.00189079728443176,-0.00684278318658471,-0.00137229519896209,-0.00198423909023404
"10",-0.000219594672671519,0.0102093368768692,0.000628580281045288,0.00047376481234096,0.000180541537702084,0.000318412261549383,-0.00678226817399263,0.00256139552220702,-0.00175706692971289,0.00320987054146826
"11",-0.00706892041489482,-0.00688092922791839,-0.00152861373499036,0.00108010042458773,0.00125792250037193,0.000576515274588019,-0.00145136925857514,-0.00154431851115078,0.00313081941567361,-0.00572716165333986
"12",-0.000614908407442272,0.00747593492269516,0.000701370008755475,0.00136812834534794,-0.00221132254227996,-0.00353339244611561,0.00151051953434944,-0.00482792593538761,0.00100415572524071,0.00520203541964293
"13",-0.00528168445453048,-0.0076165241189301,0.000162074458785355,0.0161277242004871,-0.000451912463176996,-0.000774581625591964,-0.000849469448439777,-0.00810676626861095,0.00185951543971896,0.00117872096598148
"14",-0.000740513030905277,0.000228299904847518,0.000597493490204215,0.00728879403322935,-0.00296389707364142,-0.00564232422038913,-0.00044974364573136,0.00401404453441501,-0.000798452994786203,-0.000745053170248866
"15",-0.00672118458896875,-0.0118589978665113,-0.00202840031124651,0.00187263009138405,0.00412060366943479,-0.00269101117737591,-0.00939175393432379,-0.00215276936069131,-0.00223275064490736,0.00351753085851669
"16",-0.00570315774530172,0.00637740409001708,-0.00116444868035614,-0.00602868059650064,0.000859500491060317,-0.000472097686724737,-0.00335846818052232,-0.00220346450805664,0.000461234856629744,0.00347933499142528
"17",-0.0052599124610424,-0.0254599638283253,-0.00113486382178962,-0.000436760281445459,-0.000568811374250799,-0.0063403183594346,-0.00515203550457954,0.000518183747772127,-0.00090727536007762,-0.00361416069790721
"18",-0.00386047083884478,0.0040172622539103,-0.000782256480306387,0.001568439649418,-0.000486601318698376,-0.00605523632839322,-0.000947906519286335,0.0023214491084218,-0.000952746486291289,0.00286965211853385
"19",-0.00709469383582473,-0.00924648623913527,-0.00367000256665051,0.000120591750601307,-0.00256322114728391,-0.00492747407406569,-3.82253310817759e-05,-0.00556587334722281,-0.000700647302437574,0.00579016795381904
"20",-0.00369247957132757,0.00951479654759169,-0.00120476237498224,0.000231977421208285,0.00285816052928567,-0.00182175228837878,0.00167336396407336,-0.00182949868030846,-0.00161992793437093,0.000158385766553693
"21",-0.00206227228045464,-0.00852722022682428,-0.0114250853657722,0.00445567816495895,-0.00378327188082039,-0.00155926437582821,-0.00364060723222792,0.000867257942445576,0.000664801336824894,0.00469942716881633
