"","C","MSFT","BAC","XOM","GE","JPM","INTC","WMT","AIG","CVX"
"1",-0.0344506502151489,-0.00389525364153087,0.0126092610880733,0.0035751867108047,0.00792740285396576,0.00989446509629488,-0.00120680138934404,-0.000565357215236872,-0.00786636956036091,-0.000257107400102541
"2",-0.0206555984914303,-0.00651270244270563,-0.0126049881801009,-0.00425930367782712,-0.00477088009938598,-0.0171269085258245,0.00220913835801184,0.00844326242804527,0.00529749831184745,-0.00956615712493658
"3",-0.00863341242074966,-0.00580496247857809,-0.0164889618754387,0.00134716846514493,0.00403386680409312,0.0115378750488162,0.00012081723252777,-0.000221303285798058,-0.0229682922363281,0.00639690505340695
"4",-0.0078463414683938,-0.00319859082810581,0.00298562296666205,0.00582804949954152,-0.0170267131179571,-0.0184092652052641,-0.000384472863515839,-0.00316776242107153,0.000474669213872403,-0.00540959928184748
"5",-0.0257593225687742,0.0131797976791859,-0.0121856136247516,0.0088895745575428,0.000564985733944923,6.85928171151318e-05,-0.00756548717617989,-0.000572629971429706,0.0212279576808214,0.00310172163881361
"6",-0.00497892964631319,-0.00310695241205394,0.0135141499340534,-0.00419832672923803,0.00200502551160753,0.0121962176635861,-0.00809542741626501,0.00310553563758731,-0.0166846513748169,0.00650194752961397
"7",0.000225065057747997,-0.00283500365912914,-0.0162498373538256,0.00550821842625737,-0.000241115281824023,-0.0114667424932122,0.00387774500995874,0.00085357716307044,-0.0126117886975408,-0.00242909882217646
"8",-0.0022006374783814,0.00305806449614465,0.000931384915020317,-0.00236732396297157,0.00208543636836112,-0.0173570662736893,0.00238005840219557,0.00053138064686209,-0.00657324260100722,-0.0101027805358171
"9",0.0118846874684095,-0.00335693638771772,-0.0170538257807493,0.00376598723232746,0.0043514515273273,-0.00779136968776584,0.00177962379530072,-0.00202705641277134,-0.00943823531270027,0.0106798401102424
"10",0.00199877703562379,-0.00418673967942595,0.000512409780640155,-0.00398530531674623,0.00671412935480475,0.00795636232942343,-0.00279282964766026,0.00227510882541537,-0.0226054042577744,-0.00339656858704984
"11",-0.025668416172266,-0.0155655946582556,-0.0077325664460659,0.00364159629680216,-0.00463102059438825,-0.0227322299033403,-0.0112291388213634,-0.0044336705468595,0.0022292141802609,-4.24052013840992e-05
"12",-0.0312539339065552,-0.0104149701073766,-0.0191434137523174,-0.00269758142530918,-0.00649709394201636,-0.0104033956304193,0.00216193171218038,-0.00138262927066535,-0.0111482003703713,0.00131938047707081
"13",-0.0104881757870317,0.00146255316212773,0.00161309319082648,0.00688732741400599,-0.00600401917472482,-0.022651644423604,0.0112256361171603,-0.00420069182291627,-0.00569062307476997,0.000928458117414266
"14",-0.0169122945517302,0.0105340080335736,-0.0177248474210501,-0.00423277216032147,0.00011324980732752,0.000551226665265858,0.0129319531843066,-0.00186463771387935,-0.0262969862669706,-0.015597740188241
"15",-0.0158346425741911,-0.00189217319712043,-0.000568967603612691,0.000689281441736966,-0.00534619297832251,-0.00244116154499352,-0.00265075848437846,-0.0053396956063807,0.00220119557343423,0.00792037043720484
"16",-0.0186753086745739,-0.0180076491087675,-0.0196048822253942,-0.00730303581804037,-0.00209766742773354,-0.000391183566534892,-0.0175948943942785,0.000526066403836012,0.0179570056498051,0.0143866091966629
"17",-0.00933665968477726,0.00155791465658695,-0.0017779798945412,0.0040816436521709,0.000166761732543819,-0.00852041784673929,-0.00905528850853443,0.00196732184849679,-0.0110763693228364,0.00596507359296083
"18",-0.0185762289911509,0.00613143667578697,0.00283617060631514,-0.00540277175605297,0.00209209625609219,-0.00428211502730846,0.0032442829106003,-0.000264551839791238,-0.000369232118828222,-0.00123950326815248
"19",0.00215612864121795,-0.00140557112172246,-0.0152061777189374,0.00605892483144999,-0.0065445676445961,0.0152369933202863,0.00895654037594795,1.2484633771237e-05,-0.00259296968579292,0.00165628094691783
"20",-0.00197887606918812,-0.00623401813209057,0.00463216844946146,-0.00290852948091924,-0.00294149271212518,-0.0254933703690767,-0.00675054686143994,-0.0028985405806452,0.00906067527830601,-0.0116398753598332
"21",-0.000973637448623776,-0.0034016827121377,-0.0219093393534422,0.00929188076406717,0.00582032930105925,0.00889510009437799,-0.00272512133233249,0.000188096659258008,-0.0107947280630469,-0.000489006342831999
