"","AAPL","MSFT","BA","JPM","CRM","V","DIS","INTC","WMT","HD"
"1",-0.00130173470824957,0.000962873629759997,0.00622798781841993,0.00217128871008754,-0.00843073893338442,0.011550166644156,-0.00507672922685742,-0.00360669009387493,0.00285783899016678,-0.0258690565824509
"2",0.0081136878579855,0.00422206893563271,-0.00929141882807016,0.00489199953153729,-0.000621245708316565,-0.00412012683227658,0.00259103323332965,0.00804375112056732,0.00369332334958017,0.00170098815578967
"3",-0.000152735126903281,-7.53649203488749e-07,-0.00612755259498954,0.00513032637536526,0.00081682059681043,-4.70538943773136e-05,0.0075179785490036,0.00673025101423264,-0.0028151492588222,-0.00630638469010592
"4",0.000265979993855581,0.00258788443170488,-0.0155965508893132,0.00541593413800001,0.0045433659106493,-0.015141318552196,-0.00912293419241905,0.00312693021260202,-0.000197097528143786,0.00300673115998507
"5",0.005575948394835,-0.00545713352039456,-0.0167716778814793,0.00282755144871771,-0.00568875577300787,-0.0124678444117308,-0.0073839770630002,0.00438167853280902,-0.000736695539671928,0.00475151324644685
"6",-0.00130269583314657,0.00753333978354931,0.00693087140098214,-0.00112878531217575,-0.0101242884993553,-0.000269105657935143,-0.000308320886688307,-0.0121187921613455,-0.000916451797820628,0.014824497513473
"7",-0.00229853321798146,-0.00520186452195048,0.000904402695596218,-0.00186685309745371,0.012535072863102,0.000650060130283237,0.000901582359801978,-0.00167523219715804,-0.00346860405988991,0.00243561156094074
"8",0.0108466194942594,-0.00157858757302165,0.0108182849362493,0.00652922131121159,0.00244549731723964,0.000953863956965506,-0.0122303748503327,-0.00795629434287548,-0.00308684166520834,0.00380452023819089
"9",-0.00513442326337099,0.00161585735622793,-0.00565892923623323,-0.00103707751259208,-0.00275463121943176,0.00762286735698581,-0.00799234956502914,0.00221935193985701,-0.00399282714352012,0.00773452688008547
"10",-0.00131046772003174,-0.000849166652187705,-0.0156767759472132,0.0119140828028321,0.00653410563245416,-0.000756164663471282,0.00695475237444043,0.00473841186612844,-0.00367382331751287,-0.00405604252591729
"11",0.00623790174722672,-0.00101492216344923,-0.0052016987465322,0.00917516462504864,-0.00971300806850195,-0.00628992170095444,0.0119134373962879,-0.00713471882045269,-0.00309059279970825,-0.00284864637069404
"12",-0.00405701017007232,0.00600303150713444,-0.00136321841273457,-0.00850664172321558,-0.00216199457645416,-0.00878730230033398,-0.00957592856138945,-0.00819761585444212,-0.00226539582945406,-0.000353461626218632
"13",-0.00129671953618526,-0.0112710231915116,-0.00766830518841743,-0.00288285757414997,-0.00335770868696272,-0.0110313426703215,-0.0169485993683338,0.0012254910543561,-0.00239640451036394,-0.00786535907536745
"14",0.00573305692523718,0.0042964369058609,-0.014026022516191,-0.00498734880238771,-0.0103619461879134,-0.0062547898851335,-0.00136340677272528,0.0146757764741778,-0.00286336406134069,-0.00153429491911083
"15",-0.00898335129022598,0.00462324125692248,-0.0230836924165487,-0.0155673567205667,-0.00168042536824942,0.00926603656262159,-0.00158768647816032,0.00143451301846653,-0.00156668049748987,0.00202404800802469
"16",-0.00133974384516478,0.000531613826751709,0.00652013719081879,-0.00488977506756783,-0.0124375484883785,0.00190427084453404,-0.0107327923178673,-0.0101537629961967,-0.0010835649445653,0.00871710851788521
"17",0.000579442246817052,-0.000206977638299577,0.00494050141423941,-0.00524345086887479,-0.000424398574978113,0.000677926756907254,0.0101768635213375,-0.00567905604839325,-0.00136320781894028,-0.000642404716927558
"18",0.00606786366552114,-6.35538845017436e-06,0.00193103053607047,-0.00820938218384981,0.00424584373831749,0.00511247664690018,0.00366385537199676,-0.0074002705514431,-0.00112802279181778,-0.00358211039565504
"19",0.00618021003901958,-0.00311447260901332,-0.00753263616934419,-0.0114361429587007,-0.0144858043640852,0.00158673222176731,0.00899770762771368,0.00597642548382282,-0.00094364577671513,-0.0028082225471735
"20",0.00250570243224502,-0.00496195629239082,-0.0181957930326462,-0.00341185950674117,0.00489418534561992,-0.00351998885162175,-0.00815690774470568,0.0118896486237645,-0.000727041333448142,0.00161736051086336
"21",0.00373672088608146,-0.00188948668073863,0.0161663331091404,0.000411310786148533,-0.00867741275578737,0.00290325097739697,-0.00857638008892536,-0.000326367939123884,-0.000969532004091889,0.000132207991555333
