"","AAPL","MSFT","GE","JPM","INTC","BA","DIS","V","JNJ","GS"
"1",-0.00125359767116606,0.00349545781500638,-0.000256470462772995,0.00675387540832162,0.0117943584918976,0.00758260488510132,0.002252790145576,0.0022731393110007,-0.00664759753271937,0.00300572416745126
"2",0.0089478250592947,-0.0155136166140437,-0.0238949302583933,0.00103070808108896,-0.00324435834772885,0.00993017386645079,0.00332671985961497,-0.000360051810275763,0.000903966603800654,-0.00307705160230398
"3",0.00629592733457685,0.00624246848747134,-0.0053171836771071,-0.000886425608769059,-0.00372345466166735,-5.24580646015238e-05,-0.00327104399912059,0.0046940203756094,0.00165190105326474,-0.00511898286640644
"4",-0.00228950590826571,0.0024426388554275,0.00276750815100968,-0.00147827947512269,0.0152631662786007,0.00121837214101106,-0.00490879081189632,-0.00518783973529935,0.00628929631784558,0.00219371099956334
"5",0.00281308335252106,-0.00762028573080897,0.00253785401582718,0.000584706082008779,-0.00624768994748592,0.00444302055984735,0.00465810857713223,0.000910275441128761,-0.00647940998896956,-0.00547632528468966
"6",0.00528938975185156,0.000578630191739649,-0.00273334025405347,0.000319028767989948,-0.0040991916321218,0.00870662461966276,0.00244433409534395,0.00191171397455037,0.000575767131522298,0.00528039038181305
"7",0.00434484519064426,0.00531006883829832,0.00661285920068622,0.00370417116209865,0.000119078009447549,0.00406755646690726,0.00106384488753974,-0.00395268620923162,0.00522054033353925,0.00231422274373472
"8",-0.00121322053018957,0.000450357038062066,-0.00215100217610598,-0.00247188308276236,0.00177748594433069,0.00361642171628773,0.00317462696693838,0.000594907673075795,0.00255360617302358,-0.00511485198512673
"9",0.00109344872180372,-0.00088250037515536,0.00219052634201944,-0.00186721526551992,-0.00697587430477142,-0.000429178908234462,-0.00511379353702068,0.00106862129177898,0.00122878968250006,0.00355291832238436
"10",0.00421862816438079,-0.00329711358062923,0.00518006831407547,-0.00531151983886957,0.00116260012146086,0.00422061048448086,0.00494871102273464,5.62765053473413e-05,0.000772571249399334,-0.00603721244260669
"11",8.1802238128148e-05,0.00146278308238834,0.00640222756192088,0.00284827034920454,-0.00172121590003371,0.0053065586835146,-0.00613957270979881,-0.0015981764299795,0.00833439454436302,-0.0136243896558881
"12",0.0014915696810931,-0.0106530813500285,-0.0058202394284308,0.00187279295641929,0.00144160015042871,-0.00175403093453497,0.000264160480583087,0.00416127173230052,-0.00110364751890302,-0.00158534932415932
"13",-0.00188507360871881,-0.00308885145932436,-0.00467324815690517,-0.00220455951057374,0.0017156241228804,0.0046411263756454,-0.00252932962030172,0.00247665029019117,0.000736671732738614,-0.00297869183123112
"14",0.00395098561421037,0.00233783922158182,0.00168300722725689,-0.00766135565936565,0.00456991838291287,0.00503658596426249,0.00506767304614186,-0.00470443489030004,-0.000784517906140536,-0.00213398109190166
"15",0.00137198914308101,-0.00726664578542113,0.000542115420103073,-0.00632643792778254,0.00568052520975471,0.00553144514560699,-5.62729765078984e-05,0.00133472844026983,0.00522914296016097,0.000331400544382632
"16",0.00236835586838424,-0.00192545272875577,0.000811237026937306,0.00163453223649412,0.00310915242880583,0.00277098105289042,0.000529495009686798,0.00343863433226943,0.000716008944436908,-0.00632529892027378
"17",0.00268423743546009,0.0138986026868224,0.00288470205850899,-0.0023782285861671,0.00551993353292346,-0.00577705353498459,-0.00042835550266318,-0.00619150139391422,0.00332164159044623,-0.000672605878207833
"18",-0.00430012587457895,-0.00217424822039902,-0.00583897950127721,0.00349775631912053,0.00785028096288443,-0.00157619174569845,0.00173245125915855,0.000974978145677596,-0.000328011141391471,-0.00390474265441298
"19",-0.00219030911102891,0.000613352574873716,-0.00416218908503652,-0.00347281759604812,0.00358564639464021,0.00621782708913088,-0.000997617025859654,0.00130703661125153,0.00179794186260551,0.00209254468791187
"20",0.00464819045737386,0.00618737749755383,0.00288123614154756,-0.000130859523778781,0.00284229638054967,-0.00670312624424696,-0.000602133804932237,0.00153313111513853,0.000266250630374998,-0.0081673851236701
"21",0.00513763446360826,-0.00463211443275213,0.00251504662446678,0.000685419654473662,0.0110599072650075,-0.000187036304851063,-1.62020603511337e-06,0.00128182827029377,0.00231878669001162,-0.00729785766452551
