"","MSFT","INTC","XOM","C","GE","WMT","PFE","JNJ","HPQ","JPM"
"1",0.00310921156778932,-0.00220756488852203,-0.0146453268826008,-0.000368698354577646,-0.0015356601215899,0.0115725584328175,0.00031072596902959,0.00136975036002696,0.000577035825699568,0.00682322587817907
"2",0.00825806707143784,-0.00349475094117224,0.00269764219410717,-0.0054797837510705,0.00632793735712767,0.0102039445191622,-0.00123480334877968,-0.00306443683803082,-0.000105522551166359,-0.00234775035642087
"3",-0.00472719129174948,0.000445225916337222,0.000762244162615389,0.00825821980834007,0.0017379802884534,-0.000345241714967415,0.00576090579852462,0.00400947406888008,0.00296136550605297,0.00322474120184779
"4",0.00314008421264589,0.00329042971134186,-0.00600180542096496,0.00682781031355262,0.000594922224991024,0.00332439597696066,-0.00266984850168228,2.84888210444478e-05,0.0154528236016631,-0.00295048486441374
"5",0.00152835040353239,0.000579437415581197,-0.000259888212895021,0.013270303606987,0.00519723910838366,-0.00120492337737232,0.000941597332712263,0.000578278326429427,-0.00741303758695722,-0.00702607398852706
"6",0.00668017007410526,-0.00599450990557671,0.00299378647468984,-0.00188716757111251,-0.0011112621286884,0.00456826342269778,-0.00347145204432309,0.00375371077097952,-4.87593388243113e-05,-0.00263841985724866
"7",0.00326506071723998,-0.00687606260180473,0.00434810342267156,0.00124367245007306,-0.000784166855737567,0.00370800169184804,-0.00173242401797324,0.0018942344468087,0.00204392266459763,0.00158093858044595
"8",-0.00351708196103573,0.0052204099483788,-4.20430042140651e-05,0.000577301310840994,-0.000569322262890637,-0.00597930699586868,-0.00149103917647153,-0.00190541986376047,-0.00142095703631639,-0.00863042753189802
"9",0.00711635639891028,0.000366685300832614,-0.00924550928175449,0.000561519816983491,-0.00349363824352622,0.00276915030553937,-0.00226808269508183,0.00303738727234304,0.00673578679561615,-0.00109918764792383
"10",-0.000596007856074721,0.00100861652754247,0.00349349691532552,-0.000469663500552997,0.00748291099444032,0.00277508748695254,-0.000140607051434927,-0.000511844351422042,-0.00277656107209623,0.00133114506024867
"11",0.000445656594820321,-0.00297016138210893,9.88710307865404e-05,-0.00346299563534558,-0.00262838765047491,0.00944583397358656,-0.00321257906034589,-0.00209250720217824,0.00402406184002757,0.00295936595648527
"12",-0.00337864202447236,-0.00696778437122703,-0.00410648388788104,0.00640842411667109,-0.00301774987019598,0.00829659774899483,0.0014230931410566,0.000283959350781515,0.00506341131404042,-0.00106265302747488
"13",0.00156274146866053,-0.00134091603104025,0.00393450260162354,0.00418687099590898,0.00556723633781075,-0.000450261664809659,-0.00250518578104675,0.000522661895956844,0.0107238115742803,0.000289921299554408
"14",0.0070057874545455,-0.00349200097844005,-0.000680796918459237,-0.00262421905063093,-0.000199473375687376,-0.000872860196977854,1.75093355210265e-05,-0.00045878515811637,0.00333969900384545,0.00055697764037177
"15",0.0013729160418734,0.00359421176835895,-0.00361177162267268,0.00346466968767345,-0.00176721287425607,0.013374743051827,-0.00437086261808872,0.000715167087037116,0.000704632431734353,0.000748370250221342
"16",-0.00257192016579211,0.00535568175837398,0.000568271090742201,-0.000682288780808449,-9.66764200711623e-05,0.00562329776585102,0.000166574187460355,0.000551633653230965,-0.000385082268621773,0.00132769602350891
"17",0.0112166497856379,-0.0114239826798439,0.00054612010717392,-0.00124893221072853,-0.00362034677527845,-0.000972582492977381,-0.00311654759570956,-0.00112483091652393,-0.00128918047994375,0.00127071293536574
"18",0.00479713408276439,-0.00312974979169667,0.00299352477304637,0.000744507706258446,0.00477205635979772,-0.00189944205339998,-0.00427496852353215,0.00171504728496075,0.00501007679849863,-0.00191379187162966
"19",-0.00109626213088632,-0.00166856241412461,0.00264653097838163,-0.000501186936162412,-0.00136618898250163,-0.00428270222619176,-0.000169631253811531,0.000825058319605887,0.00742322579026222,0.00224250415340066
"20",-0.00290450570173562,0.00352571764960885,0.00170520355459303,0.00249886442907155,-0.00400048587471247,3.56964919774327e-05,-0.00581325823441148,-0.000294386642053723,0.00962847657501698,0.00349871721118689
"21",0.0024839045945555,0.00245123310014606,0.0032932898029685,0.00238548265770078,0.00545637123286724,0.00365481222979724,0.00254891556687653,9.89916443359107e-05,0.00774836027994752,0.000709228042978793
