"","AAPL","MSFT","BA","JPM","V","DIS","CVX","INTC","CRM","UNH"
"1",-0.0157457683235407,0.0135480975732207,-0.0010391604155302,-0.00505373952910304,0.00408891960978508,0.00505934422835708,0.0029580385889858,-0.00731871742755175,-0.00401161378249526,0.00734918704256415
"2",-0.0112759489566088,0.00215510954149067,-0.010837247595191,-0.00173382158391178,-0.0142337922006845,0.0316833406686783,0.00697363866493106,0.0132355615496635,-0.00242764758877456,-0.0132431033998728
"3",0.0149661144241691,0.00257170828990638,0.0101851830258965,-0.0201155785471201,-0.00583650311455131,-0.00823619775474072,-0.000760843395255506,-0.00544963404536247,-0.00687514897435904,0.00333314784802496
"4",0.0214854404330254,-0.0024380364920944,-0.0122405663132668,-0.00353448931127787,-0.00806138385087252,-0.00416677910834551,0.0228960458189249,0.0136700998991728,-0.0202749576419592,0.00333149405196309
"5",0.0240513067692518,-0.020450197160244,0.00787085201591253,0.00061925919726491,0.00524621596559882,-0.00292772171087563,-0.0111513566225767,0.000578257837332785,-0.00502721592783928,0.000326996145304292
"6",-0.00735835824161768,-0.00816248264163733,-0.00132774107623845,0.00543247489258647,-0.00794646795839071,0.0111511051654816,-0.00304507813416421,0.0283478945493698,0.025768855586648,-0.0107722394168377
"7",-0.0120771443471313,0.0374610759317875,0.00649778824299574,-0.00374781247228384,-0.00934656802564859,-0.00324939773418009,0.00157104665413499,-0.0218277964740992,0.00213160435669124,0.00506702298298478
"8",0.00192419800441712,0.00826896447688341,-0.00330790458247066,-0.00669593876227736,-0.00726154306903481,0.00110699539072812,0.0226902160793543,0.019105289131403,-0.0226512383669615,-0.000622224586550146
"9",0.00424857158213854,0.0202638823539019,-0.00918035395443439,-0.0108892433345318,-0.0120880780741572,0.0106010278686881,0.00501099787652493,0.000868145027197897,0.0113452542573214,-0.00245591788552701
"10",-0.00631721783429384,-0.0118830362334847,-0.0129620032384992,-0.00960513576865196,-0.00261442922055721,0.0077909086830914,-0.00218872749246657,-0.00146068620961159,0.0133054461330175,0.00299020297825336
"11",0.0100552774965763,-0.00137932260986418,0.00342632527463138,-0.00473694503307343,-0.0135241206735373,-0.00908039230853319,0.0108675034716725,-0.000305407214909792,0.000890425988472998,-0.00356420152820647
"12",-0.015225101262331,-0.00680989725515246,-0.00956355128437281,0.0173934400081635,-0.014106416143477,0.00534587493166327,-0.00296440627425909,0.000132990811835043,-0.00289248418994248,0.0045542111620307
"13",-0.0199886616319418,0.00645288918167353,0.028335876762867,-0.00441558845341206,-0.0108397044241428,-0.0172071028500795,0.00753671955317259,-0.00277756620198488,0.0133821927011013,-0.00951977260410786
"14",-0.00450960826128721,-7.30441315681674e-05,-0.00887822266668081,-0.00585809117183089,-0.00221741874702275,-0.00827848073095083,0.0133868390694261,-0.00379261979833245,0.0112839695066214,-0.00303018931299448
"15",0.0192569252103567,-0.00505399471148849,0.000162087570060976,-0.00878452137112617,0.0020206905901432,-0.00727290660142899,-0.00124283670447767,-0.00260042492300272,-0.00461161881685257,-0.00524639477953315
"16",-0.00179053866304457,0.0100451745092869,-0.00811200216412544,-0.00664779962971807,0.00543074402958155,0.00035887846024707,0.01162822637707,-0.00196594605222344,-0.00383734749630094,-0.00440036365762353
"17",-0.0145387854427099,0.00963922403752804,-0.00150773231871426,-0.00418246584013104,-0.000852876284625381,-0.0102425459772348,0.0141468541696668,0.00293544633314013,0.00152416073251516,0.00956772360950708
"18",0.000152305758092552,0.00110351608600467,-0.00495674228295684,-0.00273210345767438,-0.00799460802227259,-0.0121018877252936,0.00086948974058032,0.0143458852544427,0.00363455549813807,-0.00919867865741253
"19",-0.00185611087363213,-0.00560020189732313,0.0163933970034122,-0.00624388456344604,-0.00567627558484674,-0.00761165842413902,-0.00114094046875834,-0.00174908060580492,-0.0182187017053366,-0.00524477334693074
"20",0.000576554681174457,-0.0148641960695386,-0.00674196798354387,-0.00281663378700614,-0.00733857043087482,-0.0105678280815482,-0.00317717459984124,0.00729761086404324,-0.000327864196151495,-0.000348247558576986
"21",-0.00335955712944269,-0.00164114683866501,0.00862257741391659,-0.0106191029772162,0.00179375382140279,0.00994250643998384,-0.00439058151096106,-0.0109203578904271,0.00596248544752598,-0.00614055059850216
