"","AAPL","MSFT","INTC","GE","XOM","JPM","JNJ","PFE","DIS","CSCO"
"1",-0.00466480478644371,0.00222110911272466,0.0103309722617269,-0.000689574575517327,0.000716485432349145,-0.00730558158829808,0.00104206672403961,-0.00152415363118052,0.0031117363832891,-0.00270188879221678
"2",0.00309354695491493,-0.000941697740927339,-0.0275748390704393,0.00174908409826458,3.07426707877312e-05,0.00236449693329632,-0.00435928022488952,-0.00116527336649597,-0.00616945512592793,-0.00271993270143867
"3",-0.00960157811641693,-0.00256966450251639,-0.0159781910479069,-0.00518670957535505,-0.00117633841000497,0.00173415569588542,-0.00243466394022107,-0.00189309963025153,-0.00547025166451931,0.00794198736548424
"4",-0.00372648821212351,0.00095247378339991,-0.00893380492925644,-0.00273621617816389,0.000245381757849827,0.000831194862257689,-0.000326949695590883,-7.55147411837243e-05,0.00127960566896945,0.005218924023211
"5",0.00157711852807552,-0.00299622537568212,0.0114131132140756,-0.000695868162438273,-0.00244138762354851,0.00686201779171824,0.0032520336098969,-0.00196157768368721,-0.00232582283206284,0.00425756350159645
"6",0.00638889009132981,0.0059082368388772,-0.0290826596319675,-0.00289067323319614,-0.00290336227044463,0.00239435443654656,-0.00808630976825953,-0.00601090351119637,0.00268695037811995,-0.000520892033819109
"7",-0.00521096028387547,-0.0052662305533886,0.00225686258636415,0.00132361124269664,0.00143593805842102,0.00503179803490639,-0.00161571172066033,0.000283402594504878,0.00543606327846646,-0.00101984257344157
"8",0.000568368763197213,0.000925941101741046,-0.000717161106877029,0.00362775893881917,-0.0031039749737829,0.00824721902608871,0.00959472171962261,-0.00132106721866876,0.00135448109358549,-0.00203197496011853
"9",-0.00840018875896931,-0.0031198407523334,-0.00714219734072685,-0.00431182375177741,-0.00197938247583807,0.00299356621690094,0.00216470961458981,-0.00645397184416652,-0.00212503341026604,-0.00660487124696374
"10",-0.000999052892439067,-0.0208503808826208,0.00390482414513826,-0.00314611522480845,-0.00182809238322079,0.00411845603957772,0.00369903934188187,-5.23815360793378e-05,0.00293452758342028,-0.000586879730690271
"11",0.00389144197106361,0.00105568079743534,-0.00342488987371325,0.00109816808253527,-0.00150608527474105,0.00413382612168789,-0.00421461137011647,-0.00180418777745217,0.000228008895646781,-0.00224058539606631
"12",0.00406398857012391,-0.00265933759510517,0.00438848556950688,-0.000208428886253387,-0.00410587526857853,0.00242007989436388,0.00345201883465052,0.00233654398471117,-0.00101182016078383,-0.00988593976944685
"13",-0.000596365542151034,-0.00173246336635202,0.00616132933646441,-0.00201816903427243,0.00141798995900899,0.00542668579146266,0.000268526113359258,-0.000177944602910429,0.00497841043397784,-0.00242503802292049
"14",0.00183885905425996,-0.01308558229357,0.00357870711013675,-5.7087167078862e-05,0.000305843364913017,0.00334902526810765,-0.00164837134070694,-0.0013848397647962,-0.0014944274444133,-0.00171921018045396
"15",-0.00274946121498942,0.00748674431815743,0.00413454277440906,-0.00448676245287061,0.00222351774573326,0.00245813908986747,-0.000958998629357666,0.00141685002017766,-0.00125202571507543,0.00608277367427945
"16",-0.00228249630890787,0.000370259920600802,-0.00612077256664634,-1.03833826869959e-05,0.00528785167261958,0.001571677159518,-0.00223451829515398,0.00107912451494485,-0.00572424242272973,-0.00487872632220387
"17",0.00641080318018794,0.000548772106412798,0.00775252282619476,0.00275560002774,-0.00250551104545593,-0.00103809183929116,-0.0026742466725409,0.00164249772205949,0.00257474812678993,0.00217301258817315
"18",0.00584421353414655,0.00607296172529459,-0.00886115990579128,-0.00154624658171088,-0.00305280066095293,0.0019799075089395,-0.00221517449244857,0.00167261180467904,-0.00248669157736003,-0.00427782628685236
"19",0.00220694881863892,0.00148022151552141,0.00335324509069324,-0.00125625194050372,9.52267437241971e-05,0.00225205486640334,0.000695889058988541,-0.000112919260573108,-0.00141298770904541,-0.00473473127931356
"20",0.0011203606845811,0.00126590405125171,0.0059961499646306,0.0053829993121326,-6.07584879617207e-05,0.00218046549707651,-0.0021327449940145,0.00102098274510354,0.00295738386921585,0.00245259795337915
"21",-0.00804521795362234,-0.010800919495523,-0.00157320406287909,-0.000971327885054052,0.000298316997941583,-0.00354304444044828,0.000102061938378029,0.00246441550552845,0.00225348793901503,0.00442250352352858
