"","AAPL","MSFT","BA","JPM","V","DIS","CRM","INTC","CVX","HD"
"1",-0.0117531251162291,0.00221442827023566,-0.011174974963069,0.00398396048694849,-0.00285440566949546,-0.0357458740472794,0.0147245889529586,-0.0801462382078171,0.00507904076948762,0.0117450328543782
"2",-0.00503285555168986,0.00775463180616498,-0.00724877184256911,-0.00708839017897844,0.00861628353595734,-0.0048374654725194,0.0172903910279274,-0.00782635342329741,0.00115140178240836,-0.0076774125918746
"3",-0.000198823734535836,0.00756902433931828,-0.0121689550578594,0.00355191924609244,-0.00783685687929392,-0.00391065794974566,0.0066856206394732,0.000784530595410615,-0.00114272069185972,-0.0186943542212248
"4",0.00135768158361316,-0.0081305205821991,0.00743465917184949,-0.00341882812790573,0.0127087943255901,0.00978755205869675,0.0131246708333492,0.0108914105221629,0.00936923082917929,-0.00813128333538771
"5",0.00314928498119116,-0.00235207006335258,-0.000756455527152866,-0.00660164561122656,0.0105209853500128,-0.00953122973442078,-0.00423620408400893,0.024419566616416,0.00443196389824152,0.00468918588012457
"6",-0.00584622845053673,-0.00554443709552288,0.0131725240498781,-5.1350929425098e-05,0.00121875014156103,-0.00676521379500628,0.000825412396807224,-0.0348345674574375,-0.00314440345391631,-0.0352078974246979
"7",-0.00871205795556307,-0.0204588510096073,0.00372903025709093,0.00755910901352763,0.00188482366502285,-0.000822535541374236,0.01274967007339,0.000802932947408408,0.00194359151646495,0.000382755853934214
"8",-0.00807934254407883,0.0192205961793661,-0.00537319155409932,-0.00514168571680784,0.00730043789371848,-0.00837419833987951,0.00873050559312105,0.0147454934194684,-0.00424142926931381,0.00643584504723549
"9",-0.0149875143542886,-0.00204258156009018,-0.0244022440165281,0.00852720439434052,0.00236724456772208,0.00148799689486623,0.0144022451713681,0.00449363887310028,0.01158298086375,0.00870587211102247
"10",-0.00713279657065868,0.00246579572558403,-0.0107391169294715,-0.00155195512343198,-0.00480677466839552,-0.00584125984460115,0.00276543223299086,0.0107450261712074,-0.000290803174721077,0.0121728619560599
"11",0.000676347524859011,-0.0116655472666025,-0.00679059326648712,-0.0072069875895977,0.000888677896000445,-0.0017943240236491,0.00213499902747571,-0.00140811444725841,0.00804999191313982,-0.00639916118234396
"12",0.00777464313432574,-0.00484739895910025,0.00236345222219825,-0.00673175789415836,-0.00226192106492817,-0.00336816604249179,-0.000474421482067555,-0.0113646537065506,-0.00599648337811232,0.00280030304566026
"13",-0.00108848279342055,-0.00754571845754981,-0.00232424796558917,-0.00996741559356451,0.00287207332439721,-0.00560821127146482,0.00245685363188386,0.00475578010082245,-0.00470699882134795,0.00753364525735378
"14",0.00823206547647715,-0.00666431244462729,0.00174431235063821,-0.00635891733691096,0.000612881442066282,0.0119413658976555,0.00444589601829648,0.0127553390339017,-0.00263637024909258,-0.0103720501065254
"15",0.00313270115293562,0.00967970304191113,0.000686126877553761,0.0131362099200487,0.000970135093666613,-0.000950393499806523,-0.00088103610323742,-0.00241449452005327,0.00578385684639215,0.00381656200625002
"16",-0.000824612274300307,-0.00208422029390931,0.0042456011287868,-0.00515496777370572,-0.00116268452256918,-0.00536830257624388,-0.00863046478480101,-0.0033118431456387,0.00607477547600865,0.00722674559801817
"17",-0.0095782745629549,0.000594031065702438,-0.00791732966899872,0.0107070347294211,0.0149030610918999,0.00420419592410326,0.000895710953045636,-0.00873045530170202,0.00186391943134367,-0.000570280710235238
"18",-0.000886834866832942,0.00177698628976941,-0.0100354887545109,-0.00260022608563304,0.00356835033744574,-0.00704594328999519,0.00534294359385967,0.00473506608977914,-0.0102860499173403,-0.00195404374971986
"19",-0.00192989874631166,-0.00300165126100183,-0.00402734894305468,0.0021379953250289,-0.00183412316255271,0.00129049143288285,0.00639897771179676,0.0016524720704183,-0.00629964424297214,0.00384365464560688
"20",0.00549094518646598,-0.0123273879289627,0.00184709357563406,-0.00714297452941537,-0.0057151960209012,0.00283624371513724,0.00925309676676989,0.00551144033670425,-0.00701039750128984,-0.00391911808401346
"21",0.00335281901061535,-0.00450508808717132,0.00892082788050175,0.00335194868966937,-0.0109331402927637,-0.00357249286025763,-0.00638556387275457,-0.0022810329683125,0.00376213737763464,0.000677728618029505
