"","BAC","JPM","XOM","MSFT","GE","INTC","CSCO","WMT","IBM","PFE"
"1",0.00427250843495131,-0.0163716226816177,0.00467951223254204,0.00611415505409241,0.0164175573736429,0.00517871044576168,0.0156544279307127,-0.00242713722400367,0.0187453962862492,-0.00917012989521027
"2",0.0151201924309134,0.00216881651431322,0.00511850649490952,-0.000400422752136365,0.00455640768632293,0.00567171676084399,0.00874976348131895,0.0104738147929311,0.00189023453276604,0.00761884078383446
"3",-0.010117432102561,-0.0140352873131633,-0.000764417462050915,-0.00886247679591179,-0.0112529536709189,0.00760740553960204,-0.00636668829247355,0.00448742229491472,-0.00291388761252165,0.00209772656671703
"4",0.0064233704470098,-0.0234098806977272,-0.00147906492929906,-0.0100275408476591,-0.0191029738634825,0.0046962508931756,0.000582805718295276,-0.00316071836277843,-0.00595886679366231,-0.00342774810269475
"5",0.00183161161839962,-0.0187842976301908,0.00563562335446477,-0.00899353716522455,-0.0168351773172617,0.0063772858120501,-0.00289384392090142,0.00441259145736694,0.0051745381206274,0.00541510852053761
"6",-0.0116481585428119,-0.000136989707243629,0.00237979926168919,-0.0087186973541975,0.00565318809822202,0.0109972208738327,0.00444463361054659,-0.00546196894720197,-0.00248981174081564,-0.00219756062142551
"7",0.0102252997457981,0.000517809472512454,-0.00257131201215088,0.00754740787670016,-0.00170765549410135,0.0120263211429119,-0.0101830661296844,0.0023440180812031,0.0115129100158811,0.00129562139045447
"8",-0.00620109541341662,0.00607608072459698,0.0033219582401216,-0.0163399837911129,0.00389707763679326,-0.00264352490194142,0.00303999381139874,-0.00527269719168544,-0.00413388758897781,0.00176943850237876
"9",-0.0227656308561563,-0.0166800450533628,0.00355854816734791,-0.00409302115440369,-0.00667267013341188,0.00398216396570206,-0.00629651173949242,-0.00409657787531614,-0.00344264623709023,0.00539756799116731
"10",0.00945807714015245,-0.0136110046878457,0.00512747187167406,-0.00902018044143915,-0.0177048575133085,-0.00338113633915782,0.00317481998354197,0.00258164037950337,-0.00566961523145437,0.00172419520094991
"11",-0.00225588050670922,0.00540549075230956,-0.003812026232481,0.00194640690460801,-0.000732431362848729,-0.00106443208642304,-0.00500490982085466,0.00229152198880911,0.0028704006690532,0.00332749239169061
"12",-0.0110832620412111,-0.00795527175068855,0.000299419276416302,0.00596483424305916,0.00364060909487307,-0.0015483129536733,0.000236059437156655,-0.00443645240738988,-0.00581337278708816,0.000554307654965669
"13",0.0127923740074039,-0.00307031418196857,-0.00337121402844787,0.0129567096009851,-0.00137791445013136,-0.00193931430112571,0.00158879708033055,-0.00231988029554486,0.00109686702489853,-0.00049895909614861
"14",-0.0228718183934689,-0.00152959884144366,0.00256111146882176,-0.0118834227323532,-0.000271273253019899,0.00277971127070487,0.00100902386475354,-4.81797396787442e-05,0.00263954792171717,0.00783947668969631
"15",0.00172732025384903,0.000101857876870781,-0.00723129184916615,0.000564219197258353,0.000506256241351366,-0.000752699968870729,-0.00558133563026786,-0.00102811399847269,-0.00169862620532513,0.00192901666741818
"16",0.0254817977547646,-0.00272793788462877,-0.0114604802802205,-0.00795151107013226,-0.000384956802008674,0.00221064989455044,0.00205765501596034,0.00148938945494592,-0.00351465540006757,0.003644700627774
"17",-0.0192529261112213,0.0124479932710528,-0.00999324023723602,0.00348468264564872,0.0010792842367664,-0.00787338241934776,0.000940279453061521,-0.00224573817104101,0.000149354076711461,-0.000367571163224056
"18",-0.00445021269842982,-0.00849315896630287,-0.000172830652445555,0.00528209609910846,-0.00726796453818679,-0.00330706010572612,0.00671199662610888,0.00397678883746266,-0.00436174357309937,0.00882777571678162
"19",0.00091654877178371,0.00415359251201153,0.000678383919876069,-0.00247528753243387,-0.00292006484232843,0.00426849257200956,-0.00840657111257315,-0.00257486337795854,0.00181318656541407,0.00718250870704651
"20",-0.00438625505194068,0.00113658315967768,-0.00527606066316366,-0.00416226498782635,0.00255844183266163,0.00217925594188273,0.00719983130693436,-0.00239591230638325,-0.00925730541348457,0.00798439048230648
"21",0.00285566481761634,-0.00238022208213806,-0.00770560326054692,-0.0143050942569971,-0.0100759826600552,0.00126582162920386,5.95275087107439e-05,-0.00633904198184609,0.000889425224158913,0.00135983759537339
