"","AAPL","MSFT","JPM","BA","INTC","V","DIS","CSCO","WMT","HD"
"1",-0.00218636728823185,0.00772112747654319,0.00229678093455732,0.0113727888092399,0.00272561120800674,0.0149523206055164,0.00225866539403796,-0.00898058991879225,0.00021220650523901,-0.0130601255223155
"2",0.00257533160038292,0.00116868270561099,0.00294532813131809,0.00918645597994328,0.00274272216483951,-0.0182720012962818,0.0010208731982857,0.00858801882714033,0.00377413490787148,-0.00240581622347236
"3",0.00480412226170301,0.0305875837802887,-0.000109317894384731,0.00279907765798271,0.00444557005539536,0.0143739664927125,1.43079396366375e-05,0.00201019970700145,-0.00145910028368235,0.00294745434075594
"4",4.68112921225838e-05,0.000516778556630015,-0.000894107506610453,0.00747823063284159,0.0127172106876969,-0.00554596865549684,-0.000787686614785343,-0.00237475661560893,0.00188729062210768,-0.000357859942596406
"5",-0.00566371157765388,0.00110225344542414,-0.00549528887495399,-0.0062749907374382,0.00617117621004581,-0.00680616265162826,0.00388962123543024,-0.00508693000301719,-0.00196643592789769,0.00143327878322452
"6",-0.00118871522136033,-0.00178012298420072,0.0162304565310478,0.0108490502461791,0.0268495604395866,-0.00694418186321855,-0.00227922853082418,0.0078691141679883,0.002482132287696,0.00561183085665107
"7",0.00029323625494726,0.0130713284015656,-0.000169170089066029,0.00577256781980395,0.0139490384608507,0.00753102265298367,-0.00317445420660079,0.00570577336475253,0.00109668308869004,0.00173746002838016
"8",-0.00674361037090421,-0.00384735106490552,0.00362416543066502,0.0101047484204173,0.0295786298811436,-5.5679654906271e-05,-0.0140936858952045,-0.000707280007191002,-0.00235662539489567,0.00470629008486867
"9",0.00637519452720881,0.000842624984215945,-0.00410691648721695,-0.00251180282793939,0.015186233446002,0.00484226318076253,0.00426197005435824,0.00227270228788257,-0.0016978126950562,-0.00136569142341614
"10",0.00908430945128202,0.00580899557098746,0.00372289377264678,0.00613656686618924,-0.00437549315392971,0.00703919352963567,-0.000684405269566923,0.000690937042236328,2.76685332210036e-05,-0.00234677200205624
"11",-0.00397252850234509,0.000465038552647457,-0.00462479749694467,0.0011419114889577,0.00266779307276011,0.0079080518335104,0.000648578337859362,-0.00450300006195903,0.00132533069700003,-0.000526080431882292
"12",0.00427715620025992,0.00632148329168558,-0.00298303435556591,0.00803182926028967,0.00245666154660285,-0.00102582888212055,0.00634728511795402,0.00359291420318186,-0.00123624596744776,0.00389084964990616
"13",0.00241416180506349,6.77940552122891e-05,-0.000701882352586836,0.00656923186033964,-0.000972727837506682,-0.00728664826601744,0.00764463702216744,0.0012409535702318,0.00207695481367409,-0.000655275187455118
"14",-0.00320139364339411,0.015813646838069,-0.00503644673153758,0.00337688368745148,0.00425118813291192,-0.000905866676475853,0.00296728732064366,0.00148516311310232,-0.00188124703709036,0.00363894086331129
"15",-0.00642227660864592,-0.0022639746312052,0.000523681927006692,-0.00495458906516433,-0.000477725960081443,0.00318736000917852,0.00139584264252335,0.001134357531555,0.00298578734509647,0.000949113979004323
"16",0.00294776097871363,0.00607339991256595,-0.00434840191155672,0.00725527480244637,0.00766914198175073,-0.000345291307894513,0.00414951099082828,0.000867938390001655,0.00280960719101131,0.000873273878823966
"17",-0.00636316975578666,-0.00299100810661912,-0.00685083027929068,0.00129808753263205,-0.00368851120583713,0.0025784398894757,0.00247725890949368,0.00348517554812133,0.00132862734608352,0.00362202385440469
"18",-0.012664906680584,0.00739450892433524,0.00257121468894184,0.000560425396542996,0.0068290033377707,0.00194866792298853,-0.00220239488407969,0.00425956165418029,0.00270703039132059,0.0034800732973963
"19",0.00258021126501262,-0.00296672084368765,0.00467759650200605,0.00157742772717029,-0.00597631325945258,0.000374018418369815,-0.00651049008592963,0.00364104378968477,0.00173855759203434,0.00353741855360568
"20",-0.00221729627810419,0.00582255842164159,-0.00830980762839317,2.3502634576289e-05,-0.0119676720350981,0.00240751239471138,-0.00276925903744996,0.00433031236752868,0.00223204377107322,0.00295324763283134
"21",-0.0123774791136384,0.00845479685813189,0.00721525214612484,-0.00112957286182791,-0.0012498787837103,-0.00104995153378695,-0.00320334220305085,0.00448543159291148,-0.00145966873969883,0.00308577460236847
