"","BAC","MSFT","JPM","XOM","GE","INTC","CSCO","PFE","WMT","HPQ"
"1",-0.00732520874589682,-0.0011328833643347,-0.01501973439008,-0.0075069647282362,0.00673786411061883,0.00423926627263427,0.0130313308909535,0.00669275596737862,-0.000331508577801287,0.00802636705338955
"2",-0.00685167126357555,-0.00547349033877254,0.00839582271873951,0.00112051889300346,-0.0136861717328429,-0.00489292945712805,-0.00469806045293808,-0.000738125294446945,0.00469701830297709,0.00844306405633688
"3",-0.0131759913638234,0.00594254210591316,0.00773443840444088,-0.00725397234782577,0.00685153156518936,-0.00120195164345205,0.010342194698751,-0.00455309776589274,0.000948299770243466,-0.00113680446520448
"4",-0.0103518581017852,-0.0165683683007956,0.0035859935451299,-0.00323043228127062,-0.00812049023807049,-0.0318804159760475,0.00689467322081327,-0.00335182435810566,0.00353792333044112,-0.000344193947967142
"5",0.00947876460850239,-0.00659560598433018,-0.00413406500592828,-0.00826887879520655,-0.00702781183645129,0.00876460410654545,-0.00274558342061937,-0.00861228164285421,0.00221824529580772,0.00562064908444881
"6",0.00592291401699185,-0.0121129732578993,0.0115119107067585,-0.0109669473022223,-0.00825776346027851,-0.00472062220796943,0.00418511964380741,0.00213466421701014,0.000306487578200176,-0.0108652850612998
"7",-0.00161426549311727,-0.00589583767578006,-0.00217437348328531,0.0183330848813057,-0.0161173306405544,-0.00114101578947157,-0.00278213806450367,-0.00569765269756317,0.00146353407762945,-0.00381329306401312
"8",-0.00401911977678537,-0.00163123570382595,0.00541587127372622,0.00306089874356985,0.00526571227237582,-0.000909922353457659,0.00636335089802742,-0.00227282312698662,-0.00459157954901457,0.00143683981150389
"9",0.0135455904528499,-0.00294232298620045,-0.000278384890407324,-0.00213060947135091,-0.00544911343604326,0.00409017689526081,0.00923669524490833,-0.000806279655080289,-0.00241060857661068,-0.0104870907962322
"10",-0.0112838642671704,0.000905132561456412,-0.00353640504181385,-0.00879389420151711,0.00486853299662471,0.00140054954681545,0.000858764164149761,-0.00537395803257823,4.93056249979418e-05,-0.000670914072543383
"11",-0.00872008036822081,0.00788138061761856,0.016840610653162,-0.000353722571162507,-0.0073718149214983,0.00343104777857661,0.00439009349793196,-0.00132500380277634,0.00218407670035958,-0.000316858000587672
"12",0.00501955067738891,-0.00580354128032923,0.00623583514243364,0.00947075430303812,-0.0064265956170857,0.00511980382725596,0.00236635701730847,-0.00257717375643551,-1.63898403116036e-05,-0.00352962082251906
"13",0.000742200529202819,0.00314959906972945,-0.00702678970992565,-0.00304926931858063,-0.00123997614718974,0.00737171480432153,0.00987543165683746,0.00177043618168682,-0.000324198219459504,0.0048284288495779
"14",0.0157229341566563,-0.00705019291490316,0.00964895915240049,-0.00784337148070335,-0.00244548474438488,0.00315034948289394,0.00775050139054656,-0.00844828970730305,0.000771790568251163,-0.00369978556409478
"15",0.00435459706932306,0.00063080241670832,-0.00021538142755162,-0.00412067305296659,0.00288769439794123,0.00699898926541209,-0.0021282178349793,0.0057765613310039,-0.00256582465954125,0.000876608653925359
"16",-0.00428049964830279,-0.00797306746244431,-0.00632742093876004,-0.000966877792961895,-0.00639893626794219,0.000392321002436802,0.00453973328694701,0.00213923607952893,-0.00176245498005301,0.00124429690185934
"17",0.0116981510072947,-0.00033643509959802,0.00402397429570556,-0.00228846189565957,0.00986906420439482,0.00662556104362011,0.000705725222360343,0.00049046182539314,-0.00309930602088571,0.00159200630150735
"18",-0.0077853761613369,-0.00591157097369432,-0.000924592546653003,-0.00487165665253997,-0.00754946935921907,0.00513621978461742,0.0124245202168822,-0.0082826092839241,0.00262169074267149,-0.0046090972609818
"19",-0.0314100719988346,0.00178665318526328,0.00790333561599255,0.00195756205357611,-0.00572709506377578,0.00938063114881516,-0.00109427445568144,-0.00237933616153896,0.00538994278758764,-0.00029550219187513
"20",-0.00315117929130793,-0.00598470075055957,0.0137056158855557,-0.00598387280479074,-0.00249183340929449,0.00305241229943931,0.00244481675326824,0.000544892624020576,0.00364617863669991,-0.0117207467556
"21",-0.00665540248155594,0.00361066893674433,0.000989636522717774,0.000396823219489306,0.00433050701394677,0.00711789168417454,0.0104092238470912,-0.00527420174330473,-0.00436477828770876,-0.00385015527717769
