"","AAPL","MSFT","JPM","GE","PG","V","DIS","XOM","GS","INTC"
"1",0.00403108168393373,0.00360432895831764,0.00322905648499727,-0.00129819381982088,0.00295389886014163,0.00323486723937094,0.00527331093326211,0.000751340936403722,0.00414586160331964,0.0020235360134393
"2",-0.0011645732447505,-3.98333068005741e-05,-0.00378556153737009,-0.00588975427672267,0.00113717466592789,0.00236969557590783,0.00529178278520703,0.00049098941963166,-0.00492643006145954,0.00266159465536475
"3",0.00616504065692425,-0.00220053270459175,-0.00372488633729517,-0.000397987867472693,-0.00287984777241945,0.000264873000560328,-0.00565833458676934,-0.00437631364911795,-0.00968568120151758,-0.000399260636186227
"4",0.00532457092776895,0.00655169971287251,-0.00162215298041701,0.000589360482990742,0.00154289475176483,0.000706530059687793,-0.00529162865132093,-0.0101991631090641,0.00668212259188294,-0.00173374405130744
"5",0.00162096624262631,0.000866962946020067,0.00132932886481285,-0.00593272829428315,0.00252837291918695,0.00380211300216615,-8.82104868651368e-05,0.0023706229403615,0.000857883191201836,0.00116316671483219
"6",-0.00612084940075874,-6.24852036708035e-05,-0.000751079991459846,-0.00360493664629757,0.00144803221337497,0.00432431697845459,-0.00355994794517756,-6.06538087595254e-05,-0.00464300299063325,0.00231139385141432
"7",0.000765880104154348,0.00301322853192687,0.00326846982352436,0.00706298509612679,0.000235642932238989,0.00285215955227613,0.00897078961133957,-0.0115196704864502,-0.000341416423907503,0.00166906812228262
"8",0.00213242997415364,-0.00349300331436098,-0.00545136816799641,-0.00326697365380824,-0.0048702210187912,-0.00371681409887969,0.00135110213886946,-0.0137305120006204,-0.00119702611118555,0.00300429575145245
"9",0.00328458892181516,-0.00984823890030384,-0.000895234348718077,-0.00296696973964572,0.001811214373447,-0.000305876863421872,0.00402804277837276,0.00193422625306994,0.00472394330427051,-0.00197546533308923
"10",0.00402574893087149,-0.000731980020646006,-0.002173928078264,-0.00628888187929988,0.00041628725011833,0.0015827746829018,0.00122753391042352,0.000949294597376138,0.00784292351454496,-0.00759539194405079
"11",-0.00440353713929653,-0.00145063805393875,-0.00216831429861486,-0.00179460435174406,-0.00104286056011915,0.00107815046794713,-0.00411060592159629,-0.00547771062701941,4.71629209641833e-05,0.00438992958515882
"12",0.00207033171318471,0.0010049354750663,-0.00151048542466015,-0.00265380623750389,-0.0035645505413413,0.000936405966058373,0.00174952833913267,-0.00257771695032716,-0.00300155580043793,0.00382715347222984
"13",0.00337141170166433,0.00116010964848101,-0.00417286530137062,0.00125361373648047,0.000434194633271545,-0.000252349040238187,0.00326895597390831,0.00143181800376624,-0.000181674608029425,-0.00229518045671284
"14",0.00163724133744836,-0.00192466005682945,-0.00349629321135581,-0.00249966746196151,0.00339076644740999,6.89004300511442e-05,-0.00251635606400669,0.000938642711844295,-0.00652143126353621,0.000839917513076216
"15",0.002949851565063,0.000509014469571412,-0.00556440185755491,-0.00390476849861443,-0.000770757731515914,0.0018837918760255,0.00125594926066697,-0.00147342937998474,-0.000509628152940422,-1.16225392048364e-05
"16",-0.00546052027493715,0.00169258983805776,-0.000519873690791428,-0.00715473853051662,-0.000427828257670626,0.00445947190746665,0.000543840404134244,-0.0042990087531507,-0.00372146628797054,-0.000710341264493763
"17",0.00136364763602614,-0.00129118119366467,0.00258471141569316,-0.00160548614803702,-0.000680913042742759,0.00570148788392544,-0.000989122781902552,-0.0025767523329705,-0.00864979717880487,-0.00171326054260135
"18",0.000607354217208922,0.00256050238385797,0.00423617660999298,0.00707409856840968,0.00163598393555731,0.000388179469155148,-0.00148578849621117,0.00269989529624581,-0.000818506872747093,0.0035891211591661
"19",0.000792903942056,0.00385024631395936,0.0080857602879405,0.00483853602781892,0.000856835045851767,0.000921330531127751,0.000725666235666722,0.00249298475682735,-0.0105144223198295,0.00164873932953924
"20",0.00397465797141194,-0.000758212874643505,-0.000146318736369722,0.00158459320664406,0.000948380504269153,-0.00175593025051057,0.000164838827913627,-0.00675644166767597,-0.0127755207940936,-0.000912297749891877
"21",-0.00124538003001362,0.00208123819902539,-0.00384493079036474,-0.0032217197585851,-0.00278594251722097,0.000118463147373404,-0.000877877115271986,-0.00227355747483671,0.00342014362104237,-0.00292119197547436
