"","BAC","MSFT","JPM","XOM","INTC","GE","CSCO","IBM","CAT","PFE"
"1",-0.0214019678533077,0.00349509646184742,0.00364745454862714,0.00469801807776093,0.00118246593046933,-0.00942021794617176,-4.54321925644763e-05,0.000112836802145466,-0.0074599920772016,-0.00866251066327095
"2",-0.0158702787011862,0.00393535010516644,-0.0100904023274779,0.00272349105216563,-0.00489512225612998,-0.000283167435554788,0.0021583188790828,-0.00672412104904652,0.00157740840222687,-0.00357719231396914
"3",-0.00563719868659973,0.00366260041482747,0.00252241641283035,-0.00105100066866726,0.00571142882108688,0.0143360588699579,0.00242693512700498,0.0032134554348886,0.0155315762385726,0.00927156303077936
"4",0.00508023286238313,-0.000662273494526744,-0.00584692554548383,-0.00259032170288265,-0.0056570484302938,-0.00317549193277955,-0.00240409350953996,0.00519815692678094,-0.00354041904211044,-0.00134315842296928
"5",-0.00573366647586226,-0.00412135198712349,-0.00101472472306341,-0.00584753090515733,-0.000128341969684698,-9.62075209827162e-05,-0.00630224170163274,-1.84067066584248e-05,0.0148172304034233,-0.00156966526992619
"6",-0.00917151477187872,0.00697748316451907,-0.00299475830979645,0.00512287486344576,0.00541789038106799,0.00254245940595865,-0.00336628826335073,-0.00385587802156806,0.00474002491682768,-0.00785051845014095
"7",-0.00249302666634321,0.000116996416181792,-0.000779600464738905,-0.00129894120618701,0.00589857576414943,0.00165232131257653,-0.00216740113683045,0.00268867681734264,-0.0101863676682115,0.000366229127394035
"8",-0.0187715739011765,-0.00450721709057689,-0.00595955131575465,0.000682766083627939,0.0112039484083652,0.00129132170695812,0.00119708676356822,0.000574912526644766,-0.0210662465542555,0.000297833554213867
"9",-0.0213368684053421,-0.000769809761550277,-0.00150190247222781,-0.00905568245798349,0.00732702994719148,-0.00346276629716158,0.00143883132841438,0.00212704902514815,0.00693316105753183,0.00174259848427027
"10",-0.00890444032847881,0.00101221539080143,-0.00120276259258389,-0.00352900172583759,0.00485057104378939,0.00339827570132911,-0.00629832269623876,0.00419941684231162,0.00586977275088429,-0.000788929872214794
"11",-0.000276461476460099,-0.000485176948131993,-0.000769415171816945,0.00658029364421964,-0.00261114398017526,-0.00970939639955759,-0.00317118410021067,0.00294133997522295,0.00047002689098008,0.00407620240002871
"12",-0.00586052145808935,-0.00255853775888681,-0.00284352945163846,0.00531694712117314,0.00431023212149739,-0.00426456751301885,-0.00416853465139866,-0.0016705208690837,0.000201122456928715,-0.00562362233176827
"13",-0.00878079235553741,0.00264229602180421,-0.00283257616683841,-0.00107174960430712,0.00721127958968282,-0.00167895818594843,-0.00334084942005575,-0.00646420242264867,-0.00218476238660514,-0.00336519838310778
"14",0.000170494400663301,-0.00374321034178138,-0.00369258201681077,-0.00491672055795789,0.00139638024847955,-0.00017556658713147,0.0020358155015856,0.00419869180768728,0.00791224557906389,0.00573423318564892
"15",-0.00886345561593771,0.0008947349851951,-0.00288263242691755,0.00845205225050449,0.00655867764726281,0.00548121053725481,0.00227900105528533,0.00363009772263467,-0.0137520413845778,-0.00115908868610859
"16",0.00541113317012787,0.000610938353929669,-0.0020162973087281,-0.00457452703267336,-0.00930103473365307,-0.00329029886052012,0.00353855732828379,0.00276358984410763,-0.000681449600961059,-0.000414607638958842
"17",-0.0108447661623359,-0.00646955845877528,-0.00339768081903458,0.00285170716233552,0.00318251713179052,0.00219955877400935,-0.00502761919051409,0.00598646327853203,0.00265872175805271,-0.00473182136192918
"18",0.00435233674943447,0.00245114741846919,-0.0036092430818826,-0.000236940526519902,0.0022728166077286,0.0042680911719799,0.00678616669028997,0.00236320286057889,0.00148750725202262,0.00261750025674701
"19",0.0111873932182789,-0.00276069808751345,-0.00802731700241566,-0.0075015751644969,0.00784306321293116,-0.00341056799516082,-0.00892207957804203,0.00438959151506424,-0.0157070178538561,0.00145395984873176
"20",0.00721704354509711,0.00103481439873576,-0.0040114470757544,-0.00568347331136465,0.00305626960471272,0.00222382228821516,0.00573993753641844,0.0046872110106051,0.00461679790169001,0.00357870268635452
"21",0.00240933755412698,0.000343003281159326,-0.00335861812345684,-7.84359217504971e-05,-0.00655755773186684,-0.00787315145134926,0.00715488335117698,0.00713775912299752,0.00881079770624638,-0.00053092057351023
