"","AAPL","MSFT","JPM","GE","DIS","V","GS","INTC","XOM","JNJ"
"1",-0.00156517839059234,-0.00273472745902836,0.00321932416409254,-0.00368528626859188,-0.00287531828507781,0.00166234478820115,-0.000118841664516367,-0.0046768793836236,-0.000615996832493693,0.000191883344086818
"2",-0.00660792319104075,0.00531044090166688,-0.0072551048360765,0.0111356936395168,-0.000192365449038334,0.00205069687217474,-0.000805570918601006,0.0113765895366669,0.0041335690766573,0.00172669452149421
"3",0.0129082566127181,0.00270512932911515,0.00790658965706825,0.00927764549851418,0.00125413679052144,0.00795309245586395,-0.00506518688052893,-0.00186220486648381,-5.44169706699904e-05,0.00363250565715134
"4",0.00964774843305349,0.00578830670565367,-0.00656745070591569,-0.0542578808963299,-0.00212905136868358,-0.000626880209892988,0.00733956368640065,0.00882591307163239,-0.000978448195382953,-0.00155581568833441
"5",0.00314548704773188,0.00675446493551135,0.00768120819702744,-0.0166402794420719,-0.00113301246892661,0.00418188748881221,-0.00976169854402542,-0.00414269417524338,0.00149856938514858,0.00435247318819165
"6",0.000917938188649714,0.0130820497870445,-0.00151665776502341,-0.00956252403557301,0.00639886222779751,0.0036039687693119,0.00412802724167705,0.00655010156333447,0.00321676186285913,-0.00168308208230883
"7",0.00224085943773389,0.00265356386080384,0.00255071208812296,-0.00693148793652654,-0.000268250092631206,-3.90937457268592e-05,-0.0011966802412644,0.0046658106148243,-0.000910717470105737,0.00406400579959154
"8",-7.25353856978472e-07,-0.000403332873247564,0.00400558952242136,-0.00651396298781037,0.00441526621580124,-0.00131491560023278,-0.00435635959729552,0.00200107390992343,-0.00143845973070711,-0.00138879602309316
"9",0.00601102318614721,0.00322920316830277,-0.00232177227735519,-0.0220322012901306,0.00299146235920489,-0.000624899286776781,-0.0118346298113465,0.0226736608892679,-0.00244585168547928,0.00406580325216055
"10",0.00379875302314758,-0.00257834861986339,-0.00185180129483342,-0.0065056225284934,-0.00147252134047449,0.00348428962752223,-0.000415662885643542,-0.00665695127099752,0.00171749677974731,5.3163956181379e-05
"11",0.00370827061124146,-0.00156334578059614,-0.00184221554081887,-0.00189528556074947,0.00307679828256369,0.0013189617311582,-0.00284046749584377,0.00524730700999498,0.0033732692245394,0.00586385978385806
"12",-0.0019853375852108,0.00125352013856173,0.00313384830951691,0.0129827223718166,-0.00129388715140522,0.000632881477940828,-0.00197212141938508,-0.00260045845061541,0.00197722995653749,0.000754741777200252
"13",-0.00119151442777365,-0.00168918701820076,-0.00389465154148638,0.00726425414904952,5.07581171405036e-05,0.00508805783465505,-0.00434287590906024,0.00514366803690791,0.00278668012470007,0.0025464475620538
"14",-4.33378263551276e-05,-0.00592599855735898,-0.00365879875607789,-0.0560469441115856,0.0015562055632472,0.00245875609107316,-0.00822624284774065,-0.00427647074684501,-0.000451680709375069,-0.000603074324317276
"15",0.000751838437281549,0.00175925251096487,-0.00547368731349707,-0.0158995315432549,-0.00194943393580616,0.00271777855232358,-0.00119313562754542,-0.00423982879146934,0.00305517902597785,0.00151216611266136
"16",0.00429774820804596,-0.00234336568973958,-0.00335847772657871,-0.0109492773190141,0.000454690743936226,0.000603041495196521,-0.00799810141324997,0.00686281127855182,0.00127853779122233,0.00119141489267349
"17",-0.00202977051958442,0.000187457291758619,-0.00165136053692549,-0.0035310338716954,0.00599152455106378,0.000402345438487828,-0.0011284607462585,0.00396081246435642,0.00112770101986825,0.00131496670655906
"18",0.000879977247677743,0.000452916283393279,-0.00139994872733951,0.00171955942641944,-0.00343808485195041,0.00316745135933161,-0.0173132438212633,0.00331789231859148,-0.00455234153196216,0.00851669162511826
"19",0.00228413310833275,0.00273797987028956,-0.00380326085723937,0.00522936368361115,0.00633352715522051,0.000554872734937817,-0.00890736561268568,0.00642905244603753,0.00110913743264973,0.00109834352042526
"20",0.00027694072923623,0.000987317296676338,-0.00775189884006977,0.00117520394269377,0.000569917378015816,-0.00072643073508516,-0.00819315481930971,0.00303413812071085,0.00655701896175742,0.00691608712077141
"21",0.0024005260784179,0.00703194784000516,0.00278088171035051,-0.00516344839707017,-0.000640765414573252,0.00104328489396721,-0.0191223230212927,0.00429898174479604,-0.000394087575841695,0.000336696044541895
