"","MSFT","JPM","GE","XOM","PFE","CSCO","INTC","VZ","JNJ","V"
"1",-0.00323179410770535,0.00435042241588235,0.00257730507291853,-0.00085843849228695,-0.00389922433532774,-0.0150708621367812,0.00162040442228317,-0.0126810083165765,-0.00580225838348269,-0.000556852610316128
"2",-0.00918363407254219,0.0030276863835752,0.00112130411434919,0.00375073496252298,0.00858025904744864,0.000647647771984339,0.00325590814463794,-0.00178906798828393,0.00139011151622981,0.00267378729768097
"3",-0.0072803208604455,0.00143831199966371,9.39369783736765e-05,-0.00222600996494293,-0.00162770773749799,0.0162385832518339,-0.00178264616988599,0.0018691971199587,-0.00537087395787239,0.000836591178085655
"4",-0.000315596378641203,-0.00093387661036104,0.00296451547183096,0.00234651798382401,0.000139118754304945,0.00654814904555678,0.00456907786428928,-0.00339169544167817,-0.000901542312931269,0.00339108426123857
"5",0.012896160595119,-0.0107835587114096,-0.00352626177482307,-0.00396151095628738,0.0038882177323103,0.00130466930568218,-0.00370549876242876,-0.00220052851364017,-0.00281788711436093,0.00216470193117857
"6",-0.00481909746304154,-0.00192116678226739,-0.00239316700026393,0.00465653836727142,-0.00145827105734497,0.00462822476401925,-0.00226480350829661,-0.000163677410455421,0.00527982134371996,-0.00623901979997754
"7",-0.00392842339351773,-0.00409640558063984,-0.00484451744705439,0.00144113588612527,0.00610553659498692,0.000707191065885127,-0.00369779369793832,-0.000818260246887803,-0.00835060235112906,-0.00612719543278217
"8",0.00411483785137534,0.000250817014602944,-0.00105980085209012,0.0015199858462438,-0.000828295713290572,0.00271098758094013,0.0027839969843626,0.000178606816916727,-0.00500895967707038,-0.00041040574433282
"9",0.012022715061903,-0.00515459477901459,-0.00170935096684843,-0.00312126544304192,-0.00716272555291653,0.00750181218609214,-0.00368286389857531,-0.00293144350871444,-0.00045960521674715,0.00987082440406084
"10",0.00690978299826384,0.00266958936117589,0.000985162449069321,-0.00225643767043948,0.0066434470936656,0.00422604475170374,0.00915740802884102,0.00223134947009385,-0.00211776397190988,-0.000671063084155321
"11",0.00228684023022652,0.0020149894990027,-0.00577646633610129,0.000671923684421927,-0.00142742262687534,-0.00304225319996476,-0.000790475576650351,-0.00495172664523125,-0.000859582331031561,-0.0049159862101078
"12",0.000730800442397594,0.0104936566203833,0.000124365426017903,3.95713468606118e-05,-0.00144668971188366,-4.56445668532979e-05,-0.000452879670774564,-6.16939214523882e-05,0.00581130851060152,0.00152007781434804
"13",-0.000860215164721012,-0.00385191570967436,4.22544726461638e-05,-0.00371365947648883,-0.00236956845037639,-6.26658729743212e-05,-0.00174658175092191,-0.00235523888841271,-0.00520904967561364,-0.00283414172008634
"14",-0.00474704336374998,-0.00880970433354378,0.00403562700375915,0.00230457540601492,-0.00343718891963363,-0.00101826584432274,-0.00246919621713459,9.36745636863634e-05,-0.00580306304618716,-0.00583685329183936
"15",4.36009868280962e-05,-0.005952431820333,-0.00584036018699408,0.000424319587182254,0.00233451486565173,-0.00517057115212083,0.00191547221038491,-0.00509642204269767,-0.00654937187209725,0.00645693810656667
"16",0.000422633049311116,-0.00518562365323305,0.00625162711367011,-0.00241328147239983,0.00204231403768063,-0.00449796160683036,0.000816537300124764,-0.0016436300938949,0.00229143816977739,0.000325047760270536
"17",0.00803209468722343,-0.00280451867729425,-0.00124720600433648,0.00051037798402831,0.000115496666694526,-0.00511777913197875,-0.00272086216136813,-0.00284996535629034,0.00441841268911958,-0.00500633660703897
"18",-0.000665948959067464,-0.00244438485242426,-0.00407267175614834,-0.00232545868493617,-0.00772354938089848,-0.00242537283338606,0.0015524651389569,-0.0058844736777246,0.000965505896601826,0.0104394154623151
"19",0.00164657365530729,-0.00636131828650832,-0.00430097244679928,-0.00340125407092273,-0.00725609203800559,-0.00473991269245744,0.000525048584677279,0.00155087537132204,-0.00457018334418535,-0.00400485889986157
"20",0.0092839365825057,0.000547439092770219,0.00117984600365162,0.00191687175538391,0.000944002124015242,0.000488001271151006,0.000189835918718018,-0.00252952077426016,-0.0064386217854917,-0.00355422915890813
"21",0.00560260564088821,-0.0117994388565421,-0.000151222819113173,-0.00266890157945454,-0.00333340000361204,-0.00526881404221058,0.00340963061898947,-0.00603282265365124,-0.0034197298809886,0.000592343858443201
