"","BAC","MSFT","XOM","JPM","INTC","CSCO","GE","IBM","PFE","CAT"
"1",0.00326546607539058,0.00732370559126139,-0.00230970396660268,-0.0105486642569304,0.0155639788135886,0.0120964478701353,-0.00529202260077,0.00259046209976077,0.00814923457801342,0.0202524289488792
"2",-0.0386133529245853,-0.00588595075532794,0.0105440868064761,-0.00589678715914488,0.00119650561828166,0.00970032438635826,-0.00661522429436445,0.0133822923526168,0.000838239269796759,0.0757633000612259
"3",0.0413899756968021,0.000608787056989968,-0.00409899931401014,-0.0139044169336557,0.00449551641941071,0.00360725540667772,-0.0145419742912054,0.00537445163354278,0.00731671787798405,0.010345458984375
"4",-0.00646915333345532,0.00197058939374983,0.0192991327494383,0.0144064361229539,0.0214903578162193,0.00645334040746093,0.00245428737252951,0.00703378254547715,-0.0113997170701623,0.0724910274147987
"5",0.00603523338213563,0.0058406419120729,0.00153443438466638,-0.015226480551064,-0.00631999550387263,-0.0339873842895031,0.00102467683609575,-0.0143432449549437,0.00683865742757916,0.0147234611213207
"6",-0.012912523932755,-0.00667443405836821,0.00159415206871927,0.0211437717080116,-0.00310766790062189,-0.0156426839530468,-0.00534571520984173,-0.0196122005581856,-0.00550767779350281,0.0654084980487823
"7",0.00523822475224733,0.0165888704359531,0.00126176059711725,0.00277797458693385,-0.000111211949842982,-0.00301120174117386,0.00453515909612179,-0.00158287666272372,0.00318814325146377,0.0103930057957768
"8",0.00388169963844121,-0.00199669552966952,-0.00219187163747847,0.0175753440707922,0.00674527930095792,0.0104417568072677,-0.0114607801660895,0.00187381729483604,-0.00639534741640091,0.0553082004189491
"9",0.00867550168186426,0.000112301037006546,0.0121349478140473,-0.0226374454796314,0.00219355034641922,-0.0045972466468811,4.24261961597949e-05,-0.00255841761827469,0.010411593131721,0.016949575394392
"10",-0.0479618832468987,0.00191671133507043,0.0151921883225441,0.0133674275130033,0.00252100126817822,-0.00289596570655704,0.00601088348776102,-0.000285536545561627,0.000748525024391711,0.0577976144850254
"11",0.00530947232618928,0.00209343340247869,0.000612232368439436,-0.00364076439291239,0.0217218995094299,0.0102530522271991,0.00632737437263131,0.00621877145022154,0.00331015605479479,0.0214057080447674
"12",-0.0178469587117434,-0.0123384688049555,0.0036013568751514,-0.00173453951720148,0.00543750496581197,-0.0101605271920562,0.00304966373369098,9.54531788011082e-05,0.00784055329859257,0.053096067160368
"13",-0.00941269472241402,-0.00628582108765841,0.0080683222040534,-0.0140623794868588,-0.00260475953109562,-0.000147547558299266,-0.00637031579390168,0.0134321143850684,-0.00581512833014131,0.025062708184123
"14",-0.00174259324558079,0.01434191968292,-0.0144061781466007,0.00231864117085934,-0.00385015597566962,0.0128133948892355,0.000311532232444733,-0.00482677249237895,-0.00786112248897552,0.0637333020567894
"15",0.0101599348708987,-0.000720766605809331,-0.0113862780854106,-0.000706108170561492,-0.000723234785255045,0.0186169948428869,0.00349391205236316,0.00133780704345554,-0.00494844419881701,0.0100525477901101
"16",0.00379351270385087,-0.00255916733294725,0.00560534233227372,-0.00720317754894495,-0.00380732119083405,-0.0184555500745773,-0.0063729272224009,0.0022337893024087,-0.00474348617717624,0.0691952407360077
"17",0.00226129172369838,-0.000396119692595676,0.00146776111796498,-0.00241434946656227,0.00329157034866512,0.0146784223616123,-0.00264775077812374,0.0083991251885891,-6.86171870256658e-06,0.0227533262223005
"18",0.00193311576731503,0.00245706597343087,-0.000108018561149947,0.0133215840905905,0.00647504534572363,0.00104797480162233,0.00131236249580979,0.00703089823946357,-0.00254716421477497,0.0564316548407078
"19",0.00994695536792278,-0.00421836692839861,-0.00354484841227531,-0.00223696324974298,0.00865978002548218,-0.0146037619560957,0.000509932346176356,-0.000245533796260133,-0.00386098166927695,0.0274660103023052
"20",-0.00509844953194261,-0.00364822638221085,0.0256495364010334,-0.011813479475677,0.00121734035201371,-0.00941626913845539,-0.00019838206935674,-0.00101047102361917,0.00259999302215874,0.0677461251616478
"21",0.012063467875123,0.014586909674108,-0.00123378995340317,0.00711165461689234,0.00217114225961268,0.00653086649253964,-0.0022377495188266,0.0106913121417165,-0.00223604636266828,0.025062708184123
