"","MSFT","XOM","JPM","INTC","GE","VZ","CSCO","V","IBM","PFE"
"1",0.00399951590225101,-0.00882992334663868,0.00876814499497414,-0.00285670743323863,-0.00366410030983388,0.00151994393672794,-0.006938970182091,0.00484463293105364,-0.00834560953080654,0.00460755452513695
"2",0.00608990946784616,0.00328485551290214,0.00272415531799197,0.00322915497235954,-0.00284156273119152,-6.22079678578302e-05,-0.00190336920786649,-0.000204130046768114,0.00382055714726448,-0.00325552653521299
"3",0.000205100936000235,0.00130274763796479,0.0105805760249496,0.0174999628216028,-6.24966342002153e-05,-0.0145563706755638,-0.011660085991025,-0.00175273802597076,0.00245698285289109,-0.00354036316275597
"4",-0.00433896435424685,0.000259532971540466,-0.00623380159959197,-5.26386102137621e-05,-0.000512569793500006,0.000176384899532422,-0.00170057825744152,-0.000994213623926044,-0.00511585595086217,0.00647256849333644
"5",0.00882193259894848,0.00831102579832077,-0.00251796049997211,0.022673400118947,0.000506974814925343,-0.000105676714156289,-0.000327956338878721,0.0144760869443417,-0.00412703584879637,-0.00370728597044945
"6",-0.000453549553640187,-0.0109629975631833,0.0116215785965323,0.00363252311944962,-0.00480642588809133,0.00424091564491391,0.000239592700381763,-0.00237706257030368,0.00541807198897004,0.00150107021909207
"7",-0.000366480759112164,-0.00309874466620386,-0.0045389668084681,0.00563099607825279,0.000825939932838082,0.00272765848785639,-0.00508623849600554,0.0126999877393246,4.34939793194644e-05,0.00319484737701714
"8",0.00253279600292444,0.00249317125417292,0.00632928824052215,0.00916829239577055,-0.00188674475066364,0.00815955922007561,-0.000952491478528827,0.00244968105107546,-0.00508870277553797,0.0055736149661243
"9",0.000212153405300342,-0.00143376365303993,-0.00884335674345493,-0.00126128364354372,-1.78249611053616e-05,0.000176833113073371,-0.00167801673524082,0.00128709676209837,0.00598600460216403,0.00463742716237903
"10",0.017588933929801,0.00553129892796278,-0.00671866023913026,0.00691890995949507,0.00121231446973979,-0.00190434989053756,0.00889169238507748,-0.0060682469047606,-0.000529634242411703,-0.00231089536100626
"11",0.00172455015126616,-0.00728731695562601,0.00938952527940273,0.00811392907053232,-2.57319916272536e-05,-5.70372576476075e-05,-0.000600558938458562,0.000301872059935704,-0.00223108404316008,-0.00275414320640266
"12",-0.00245671649463475,-0.00094042596174404,-0.00094387581339106,0.00401254324242473,0.00200410815887153,-0.00288957240991294,-0.00239378795959055,-0.00794445164501667,0.0013579239603132,-0.000157483184011653
"13",-0.00332222040742636,-0.00432516075670719,0.000729981285985559,0.0217928476631641,-6.50247748126276e-05,-0.000955743191298097,-0.00286923185922205,0.00527505902573466,0.00198950665071607,0.007835378870368
"14",-0.00999562628567219,0.00446341512724757,0.0028803888708353,3.77732758352067e-05,0.000569446594454348,-0.00392979988828301,-0.000143611992825754,-0.00138267257716507,0.000374116731109098,0.00560050876811147
"15",0.00154154316987842,0.000820887391455472,-0.00211545987986028,-0.000387681007850915,-0.000546514871530235,-0.000823406677227467,-0.00410476000979543,0.00377689255401492,-0.00240292516537011,-0.00192100997082889
"16",-0.00339745217934251,-0.00195111578796059,0.00946921762079,0.00768174650147557,0.000840681837871671,-0.00227962876670063,0.00394587451592088,-0.000626487715635449,0.0012359720421955,0.00174432108178735
"17",0.00150940578896552,0.00140491174533963,-0.000589760427828878,0.000553045363631099,-0.000202304232516326,-0.00431456323713064,-0.00280026812106371,0.00177076773252338,-0.0058862017467618,-0.00086081080371514
"18",0.00477639306336641,-0.00250193802639842,0.00615040864795446,0.0098846610635519,0.0026016749907285,0.00272081908769906,-0.00537344347685575,0.00162292690947652,-0.00120610138401389,-0.00208692485466599
"19",-0.00423410767689347,-0.00333150615915656,-0.00879338011145592,-0.00289525301195681,0.00219135941006243,0.000484062562463805,0.00355063355527818,-0.00157858175225556,-0.00280354777351022,0.00191521947272122
"20",0.0020150407217443,0.000733368622604758,-0.00468563288450241,0.00599744450300932,-7.36211441108026e-05,0.00483959726989269,-0.00358153088018298,0.00203536637127399,-0.00714726885780692,0.00193766842130572
"21",0.00920176692306995,0.00198820396326482,0.00909584667533636,0.00430066976696253,-0.00169671233743429,-0.00219833222217858,0.00102044874802232,0.00169234548229724,0.00113970250822604,-0.00171788735315204
