"","AAPL","MSFT","JPM","CVX","V","UNH","BA","INTC","DIS","CRM"
"1",-0.00253179832361639,0.00140291906427592,-0.0132724717259407,0.0165661349892616,0.000152336404426023,-0.000756073335651308,0.00458777137100697,-0.0122083490714431,-0.0163062158972025,0.0083212973549962
"2",-0.00403599441051483,-0.00118405453395098,-0.00282635283656418,0.00343943946063519,-0.00319857336580753,0.00338962464593351,-0.0128829572349787,0.00596141722053289,0.00385428895242512,-0.0392573662102222
"3",-0.0107220001518726,-0.0272994078695774,-0.0112259723246098,-0.00362733076326549,-0.0103081511333585,-0.0125367790460587,-0.00110833288636059,-0.0203988272696733,-0.0182289220392704,-0.0148825729265809
"4",0.00144589354749769,-0.00898191891610622,-0.00418214267119765,0.00811053439974785,-0.00773666659370065,0.00105063512455672,0.019258588552475,-0.00940023828297853,-0.000370603112969548,0.00311128841713071
"5",0.00243486347608268,0.00613321643322706,-0.00865210220217705,-0.0172337926924229,-0.0162999480962753,0.00386417633853853,-0.0176180899143219,-0.0120747443288565,0.00798299442976713,-0.0136909820139408
"6",0.00705633265897632,0.00121709716040641,-0.00663083046674728,0.00476181413978338,-0.0146825620904565,-0.00217102793976665,-0.0109671829268336,0.0154308043420315,0.0106927128508687,-0.0140685560181737
"7",0.0052693891339004,0.0103998370468616,0.00981055200099945,0.0137494690716267,-0.00302629801444709,-0.00153802230488509,0.00199810927733779,0.000328596943290904,0.00285448669455945,-0.00308432639576495
"8",-8.69764116941951e-05,-0.0222731623798609,-0.017618341371417,-0.00679653417319059,0.0129623143002391,0.0153794335201383,-0.00211762590333819,-0.0069027510471642,0.000628164852969348,-0.00419255020096898
"9",-0.00711263110861182,0.0148008726537228,0.0035931880120188,-0.00547750853002071,0.0041382722556591,0.0128837516531348,-0.00547516020014882,0.0152668179944158,0.0023851313162595,-0.0222125388681889
"10",-0.00648062909021974,-0.00430364860221744,0.00748774874955416,-0.00145971216261387,0.00103272218257189,-0.00989991798996925,0.00649455329403281,-0.00726856896653771,-0.0104804914444685,7.57767247705488e-06
"11",0.00100644573103637,-0.0019549704156816,0.0112914144992828,0.001191102899611,0.0207827221602201,-0.00561375403776765,0.0035243178717792,0.00271921162493527,-0.00416373228654265,-0.00838912185281515
"12",-0.0149658182635903,-0.0138578154146671,-0.00422256579622626,0.00354845798574388,0.00618698308244348,0.00297935958951712,0.00364427198655903,-0.0114519242197275,-0.0106435297057033,-0.0198903363198042
"13",-0.0138588258996606,-0.0145347248762846,0.000942135346122086,0.00879105739295483,-0.000657134456560016,0.00116033700760454,0.00649119820445776,0.00304034166038036,-0.00607655756175518,0.00780219212174416
"14",-0.0108541175723076,-0.00152774481102824,-0.0146600631996989,0.00384964188560843,0.00586207211017609,0.0105276452377439,0.00761229963973165,-0.00397483026608825,-0.00116861634887755,-0.0134031027555466
"15",0.0162128228694201,-0.00616480084136128,-0.00510174129158258,-0.00254280166700482,-0.0117290746420622,-0.00881067849695683,-0.000796021951828152,-0.0083794267848134,0.00144816737156361,-0.00101416604593396
"16",0.0138298459351063,0.0103613119572401,0.00416784873232245,0.00258685159496963,-0.00324327778071165,-3.25632790918462e-05,-0.00482612010091543,0.00292583857662976,-0.00537672406062484,-0.00868520699441433
"17",-0.005669922567904,-0.00516875181347132,-0.00970795471221209,0.000116715884360019,-0.00557398283854127,-0.000529236334841698,-0.0104088671505451,-0.0108156781643629,-0.00922053214162588,-0.0191583205014467
"18",-0.00385500583797693,-0.0213579833507538,-0.00553634623065591,0.013920733705163,-0.0183292329311371,-0.00826644711196423,-0.00582549255341291,0.00311413267627358,-0.0074009345844388,-0.00539898499846458
"19",-0.000517726584803313,-0.0094063077121973,-0.00429860316216946,0.0121428715065122,0.0129301315173507,0.0042476961389184,-0.0302044339478016,0.00114301021676511,-0.000392680638469756,-0.00796822085976601
"20",0.00383491208776832,0.0150610553100705,0.00780635047703981,0.00671218987554312,-0.00344335357658565,0.000299985520541668,-0.012632928788662,-0.00146616017445922,-0.014355780556798,-0.00842615030705929
"21",-0.0120988320559263,0.000723824079614133,-0.00842547044157982,0.0139310508966446,-0.00453064450994134,-0.000362270569894463,-0.0034292982891202,0.0163417533040047,-0.00290120672434568,-0.0157007314264774
