"","MSFT","XOM","INTC","JPM","GE","JNJ","V","PFE","CSCO","VZ"
"1",0.00228010141290724,0.00433033984154463,-0.00276273139752448,-1.18191364890663e-05,0.00647823885083199,-0.00247654994018376,0.00227021845057607,-0.00219177710823715,0.0129333678632975,0.00204275315627456
"2",0.00171403586864471,-0.00956044718623161,0.0103189526125789,0.00170477235224098,0.00334458868019283,-0.00397764891386032,0.00146575970575213,0.00410934444516897,0.00499094789847732,0.00298369699157774
"3",0.00342630059458315,0.00502611184492707,-0.00701280776411295,-0.0029909738805145,0.000844948051963001,0.0034294247161597,-0.000243484100792557,0.00104799482505769,-0.00181119912303984,0.000473468360723928
"4",-0.00064883241429925,-0.0183609761297703,0.0118170334026217,0.00432079518213868,-0.00159381923731416,3.78854856535327e-05,-0.00159323681145906,0.00272113247774541,-0.000631400267593563,0.00326233776286244
"5",0.00172333559021354,5.15633037139196e-05,0.00953282974660397,0.00446582585573196,0.00534153217449784,-4.37257658632006e-05,0.00494455685839057,0.00256687961518764,0.000118959222163539,-0.00289797480218112
"6",0.00586944492533803,-0.0142630646005273,-0.0065549174323678,0.00771075254306197,0.00036280884523876,0.00231546838767827,-0.00719314394518733,0.00451340666040778,-0.00161676399875432,0.00261819805018604
"7",0.00454636523500085,0.00180557381827384,0.0225757993757725,0.00581923732534051,0.000173831693246029,0.000104677528725006,0.00408633565530181,-0.0017515680519864,0.0100178308784962,-0.00234418828040361
"8",-0.00191056553740054,0.00340212136507034,-0.00430849939584732,0.00411191582679749,0.0018504629842937,0.000920953403692693,0.00115367711987346,0.000710487714968622,-0.000350156537024304,0.00434210477396846
"9",0.00287181511521339,-0.00168413552455604,0.00494931312277913,0.000999638228677213,0.00360817858017981,0.00266090105287731,-0.00390264694578946,-0.00423677498474717,-0.000766933080740273,0.000831369252409786
"10",-0.00163957243785262,0.00698465621098876,0.0140970107167959,-0.00475830491632223,-0.00152907869778574,-0.00150703662075102,0.00226962915621698,0.00389489531517029,-0.0101816589012742,-0.000625119137112051
"11",-0.00160922552458942,0.00814066641032696,-0.00364413182251155,-0.00591552164405584,0.000101942394394428,-0.00451641948893666,0.00992743857204914,0.000221694746869616,-0.00202007917687297,0.00294490903615952
"12",-0.00224597682245076,-0.0023577765095979,-0.000943344144616276,0.00478681595996022,-0.000141812255606055,0.000516906613484025,-0.00156960636377335,0.00142252317164093,0.0146709466353059,0.0026121623814106
"13",0.00289212120696902,0.00207662838511169,-0.00914370827376842,-0.000377906137146056,0.00241485307924449,-0.000341596431098878,0.00608227541670203,0.000741142546758056,-0.00567941833287477,-0.000391580659197643
"14",-0.000188149700989015,-0.000869316281750798,0.00195122545119375,-0.00168777571525425,0.000502600567415357,0.000682123238220811,-0.00214450038038194,0.00595530588179827,0.0111117642372847,0.00484660267829895
"15",0.00117613957263529,-0.00322146364487708,0.00473856600001454,0.00557686202228069,-0.00114910944830626,-0.000115340124466456,-0.00168463052250445,0.00170781160704792,-0.0012980354949832,-0.000395096489228308
"16",0.00122700026258826,0.0036335070617497,-0.00929293688386679,0.00364997051656246,-0.000377082731574774,0.00141249119769782,-0.000230540026677772,0.00129846448544413,0.000743816548492759,0.00191424961667508
"17",0.0027344785630703,0.00250208377838135,0.00190838892012835,0.00552708189934492,0.00122524006292224,-0.000270412914687768,0.00597978802397847,0.00160079216584563,-0.00558925699442625,0.00343680125661194
"18",-0.00118452601600438,0.00400925148278475,-0.00337373442016542,-0.00634316494688392,-8.0342149885837e-05,1.92586394405225e-05,0.00136589433532208,0.00103006267454475,-0.000992798828519881,0.00177494168747216
"19",0.00423879642039537,0.00850718561559916,0.00532270362600684,0.00206081196665764,-0.00107115355785936,-0.000631380651611835,0.00742062041535974,0.0013428907841444,0.00330911949276924,0.00148389930836856
"20",0.00579761806875467,0.00343258632346988,-0.00169764657039195,0.00715394364669919,0.000220082540181465,0.000837177271023393,0.00147570320405066,0.00508744921535254,-0.011493569239974,-0.000470939616207033
"21",0.00346240238286555,0.00218717264942825,-0.00343472044914961,-0.00192930153571069,0.0048270127736032,0.000427662394940853,0.00110706873238087,0.000390290661016479,-0.00332437013275921,0.00328272837214172
