"","BAC","MSFT","XOM","JPM","INTC","GE","CSCO","IBM","CAT","PFE"
"1",-0.0256357062608004,-0.000827712181489915,-0.00226433319039643,-0.00896270386874676,-0.0116803059354424,-0.0117391282692552,0.00252451631240547,0.000105995946796611,-0.00350454216822982,-0.00591893587261438
"2",0.0170656722038984,-0.00189156481064856,-0.0128692016005516,0.00210062949918211,-0.00566564593464136,0.00140994985122234,-0.0206342171877623,0.0074275704100728,-0.00180470105260611,0.00138089503161609
"3",-0.0164420455694199,0.00414616661146283,-0.00462225312367082,-0.00384645257145166,0.00982204452157021,-0.00614285981282592,0.00580766191706061,0.00700524263083935,0.011996366083622,-0.00395866297185421
"4",-0.0139388982206583,0.00934760738164186,-0.00387283088639379,0.00505578843876719,0.00402980158105493,0.00272971857339144,0.00385189312510192,-0.000817348889540881,-0.00432818150147796,-0.000783358584158123
"5",0.00285672885365784,0.00019784999312833,-0.00189354736357927,-0.00522555876523256,0.000152046588482335,-0.00303338654339314,0.000880662933923304,0.0148454029113054,0.00265577016398311,-0.00223868247121572
"6",-0.0149557236582041,-0.0046765087172389,0.0121930716559291,0.00134974753018469,-0.00107855303213,-0.00100421032402664,-0.0113697657361627,0.00478329043835402,0.00825418904423714,-0.00138828007038683
"7",-0.0077484012581408,0.00955906230956316,0.00609681149944663,-0.00773124163970351,-0.00845326390117407,0.00979827623814344,-0.0113774696364999,0.0141680687665939,-0.000839616579469293,-0.00200257101096213
"8",-0.0162934586405754,-0.00867054890841246,0.00674055330455303,3.16960904456209e-05,-0.00914876721799374,-0.00783996284008026,0.00856289081275463,-0.00155399984214455,-0.00540532730519772,0.00280970684252679
"9",-0.00910074356943369,0.00410944269970059,0.000215273394132964,-0.00713440962135792,0.00151257868856192,0.00382786011323333,-0.0167374592274427,0.00962630566209555,0.00267053325660527,-0.00207744911313057
"10",-0.0102161671966314,0.000695500173605978,0.00725786574184895,0.00600907811895013,-0.0024393810890615,0.00333705195225775,0.00455323653295636,-0.000423032179242,0.00555626722052693,0.00110876723192632
"11",-0.00280191213823855,-0.00348778464831412,-0.00563642149791121,-0.00887008849531412,0.00480952765792608,-0.000803335278760642,0.00251040561124682,0.00142631051130593,-0.00736314058303833,-0.00978964474052191
"12",0.0163664072751999,-5.0530311455077e-06,0.000973873888142407,0.00379355950281024,0.00219664326868951,0.00902125239372253,0.00194184563588351,0.00537531450390816,-0.00324080814607441,-0.00165341410320252
"13",0.00211443961597979,0.00989386811852455,0.00463437614962459,-0.0126267373561859,0.00695613026618958,-0.00398065382614732,-0.00617443956434727,0.00220446847379208,-4.38891111116391e-05,0.00112694362178445
"14",-0.00153724278789014,0.00216576899401844,0.00140389706939459,0.00278491107746959,0.00668807234615088,-0.000184656149940565,-0.00546101527288556,-0.00105398974847049,0.0026609655469656,-0.00143361231312156
"15",-0.0085133844986558,0.00294645363464952,-0.00804121792316437,-0.0110764345154166,-0.00134722294751555,-0.00102752982638776,-0.00205050734803081,0.00154306925833225,-0.00754378363490105,-0.004675536416471
"16",0.000322827487252653,0.00223969551734626,-0.000987267354503274,0.00369187584146857,-0.0027886382304132,0.0018103385809809,-0.00238347984850407,0.00221734144724905,-0.00424312893301249,0.00188801519107074
"17",-0.0306196771562099,-0.00115654722321779,0.00550545006990433,-0.0041490038856864,0.0027610759716481,0.00285649741999805,0.00311109563335776,-0.000930513138882816,0.00511333718895912,-0.000754595384933054
"18",0.00762536469846964,-0.000311740586766973,-0.00336315995082259,0.00116232375148684,0.00168307882267982,0.00313930795527995,0.00628062803298235,-0.00012999921455048,0.0034005141351372,0.00506024761125445
"19",-0.00503137102350593,-0.00271086767315865,0.000890563358552754,-0.00730651477351785,0.00402587419375777,-0.00169999082572758,-0.01134436391294,0.00258047319948673,0.010000872425735,-0.000515047868248075
"20",-0.00220349431037903,-0.000968161562923342,-0.00356071814894676,0.00811174511909485,0.0071154460310936,0.000934973650146276,-0.00505958124995232,-0.000339921476552263,-0.000228662771405652,-0.00301397801376879
"21",-0.00960949063301086,-0.00272614555433393,0.0100690312683582,-0.00386106409132481,-0.000138519681058824,0.0011539408005774,-0.00674232793971896,0.000106534236692823,0.00668987724930048,-0.00243159919045866
