"","C","MSFT","BAC","XOM","GE","JPM","INTC","WMT","CVX","IBM"
"1",0.0223420038819313,-0.0220463238656521,0.0110564138740301,-0.0788901299238205,-0.00830495823174715,-0.00949717219918966,-0.0158294998109341,-0.00903908908367157,-0.0779753252863884,0.0524920709431171
"2",0.00755179394036531,0.0109867611899972,-0.0691337585449219,0.0151360044255853,0.00939477421343327,-0.0228288602083921,0.037586871534586,-0.0248310025781393,-0.00361664011143148,-0.00225524697452784
"3",-0.0592356808483601,0.152358129620552,-0.00504699116572738,-0.00440020672976971,-0.00588236143812537,0.0763392671942711,0.0205029267817736,-0.00189219205640256,-0.0229745171964169,-0.000207434757612646
"4",-0.00134955672547221,-0.00331945228390396,0.00607043551281095,0.00379525357857347,0.0441344492137432,-0.00348788709379733,-0.0374982953071594,-0.02360032312572,-0.0391349382698536,0.0122144687920809
"5",-0.0325195901095867,0.000658670382108539,-0.0130467358976603,0.0488284267485142,-0.0214103683829308,-0.011367354542017,0.00904604140669107,0.101834237575531,0.0164158511906862,-0.00656797084957361
"6",0.0229498147964478,0.059378482401371,-0.0269946940243244,-0.038391400128603,-0.024084934964776,0.0263319555670023,0.000858290411997586,-0.0152978962287307,0.0102119306102395,-0.011470572091639
"7",-0.0307338386774063,0.00978948548436165,-0.00656613148748875,0.0148821417242289,-0.0151863936334848,0.015176928602159,0.0240164697170258,-0.00216903304681182,0.00723484251648188,0.039692148566246
"8",-0.00985219608992338,0.0294434558600187,-0.00231156242080033,0.00599594041705132,0.00262828613631427,-0.0079826582223177,0.148395568132401,-0.00297712231986225,-0.00819167867302895,-0.00294941384345293
"9",-0.0200847759842873,-0.0358834825456142,-0.0147118624299765,-0.0828723981976509,0.0118514690548182,-0.00314539531245828,0.025411793962121,0.00458444096148014,-0.0383647307753563,-0.00883370731025934
"10",-0.0269388351589441,-0.0121476138010621,-0.0157281029969454,0.0372667908668518,-0.00166333420202136,0.00955148227512836,0.0114300716668367,-0.00603282684460282,0.00471696676686406,0.000223235285375267
"11",0.0155211640521884,0.0490249171853065,-0.0071950308047235,-0.00260872114449739,0.00204685749486089,-0.0132547048851848,0.0363011360168457,0.012028063647449,-0.0103844422847033,0.00583225069567561
"12",-0.00391846662387252,-0.0224276054650545,-0.00361647224053741,0.000328299676766619,-0.0526596270501614,-0.00946462526917458,-0.00947730429470539,-0.0268678050488234,-0.00808200053870678,-0.000717659713700414
"13",0.00723467627540231,-0.0410278514027596,-0.00544283539056778,-0.0100490134209394,-0.00257590413093567,0.00654477020725608,0.0313855186104774,0.0988888666033745,-0.000817711930721998,-0.00299085862934589
"14",-0.0366529226303101,0.0524106435477734,-0.00184349447954446,-0.00456373253837228,-0.0317818224430084,-0.0173836164176464,0.010831912048161,-0.00941933412104845,-0.0112715549767017,0.00781926885247231
"15",7.1756265242584e-05,-0.00422506872564554,-0.0183655694127083,0.0202452223747969,0.00680705439299345,-0.0247032567858696,-0.00848609581589699,-0.0015911249211058,0.0111115360632539,-0.00136795628350228
"16",-0.000338189536705613,-0.00695174466818571,-0.00525104161351919,-0.000601956911850721,0.00240280479192734,-0.0122225042432547,-0.00594129180535674,-0.00392491882666945,0.0031541446223855,-0.00445366930216551
"17",0.00292393728159368,-0.00909899547696114,-0.00926677323877811,-0.0893370062112808,-0.00513687916100025,-0.00929326005280018,0.04196522757411,-0.0066304043866694,0.00597635377198458,-8.57519771670923e-05
"18",0.00732561526820064,-0.00363699020817876,-0.00455413106828928,0.0167328957468271,-0.00807915348559618,-0.00589835690334439,0.0124818924814463,-0.0109061105176806,-0.00906612072139978,-0.00322224921546876
"19",-0.0177619438618422,-0.0218876153230667,-0.00924006849527359,0.0169081371277571,-0.00231702928431332,-0.0119890561327338,0.0789514780044556,0.0137433493509889,0.0099077494814992,-0.00142108357977122
"20",-0.00787879433482885,-0.0190716423094273,-0.00485259620472789,0.00734569504857063,0.00627768877893686,-0.010534455999732,0.0235541649162769,-0.0135559849441051,-0.00544389896094799,0.00524728465825319
"21",-0.00221821968443692,-0.00254125543870032,-0.00811171438544989,-0.0279369726777077,-0.0117552392184734,-0.00304911402054131,-0.00708415312692523,0.0995132774114609,0.00802032183855772,0.00533381756395102
