"","AAPL","MSFT","BA","JPM","V","INTC","DIS","UNH","CSCO","JNJ"
"1",0.0204829555004835,-0.00474755931645632,-0.00207417015917599,-0.00741875870153308,7.25834397599101e-05,-0.00309514324180782,0.00202763802371919,-0.0110132796689868,0.0135465655475855,0.0121017787605524
"2",0.00604012003168464,0.00881538819521666,-0.0285414792597294,0.00483529036864638,-0.00107138673774898,-0.00818685069680214,0.000515264691784978,0.00357233895920217,-0.0030086247716099,0.0223947782069445
"3",0.00475868070498109,0.00082029087934643,0.0248988326638937,-0.00301604485139251,0.00144133972935379,-0.00156122748740017,0.00405379990115762,0.0125781213864684,0.0144055215641856,-0.0066711213439703
"4",0.00396593054756522,0.00204187771305442,0.0116154821589589,0.0103459283709526,-0.00601494731381536,0.00401886273175478,-0.0013547696871683,0.00318732508458197,0.00290897232480347,0.000937542470637709
"5",0.00460553076118231,0.0111953988671303,0.0108556989580393,0.00603671837598085,-0.00347473029978573,0.00367004261352122,-0.00126400508452207,0.00782221928238869,0.00129812769591808,0.00223456928506494
"6",0.00109994900412858,-0.00652162032201886,-0.000206561046070419,0.00394372781738639,-0.00313438219018281,-0.00177529628854245,-0.00377094629220665,0.00449264515191317,-0.0119849303737283,0.00187077280133963
"7",0.000416269846027717,0.00333137158304453,-0.000107108018710278,0.00343704177066684,0.00917917117476463,-0.00409791152924299,0.000680667464621365,0.000767413293942809,0.00487809116020799,4.8019050154835e-05
"8",0.00895727332681417,0.00408789189532399,0.0074230101890862,0.002907790010795,-0.00297096068970859,-0.0048280218616128,-0.00151187146548182,-0.00241016084328294,-0.00667920429259539,-0.00486237183213234
"9",0.0107331136241555,-0.00150920741725713,0.00267226085998118,-0.00134175107814372,0.0112378001213074,-0.00220726779662073,-0.00464777741581202,0.00545752514153719,0.00496784225106239,0.00189996394328773
"10",-0.0030951916705817,0.0104721542447805,-0.00188321038149297,0.00729736359789968,0.00543185696005821,-0.00412684353068471,0.00274202390573919,-0.0011237672297284,-0.00589712243527174,0.00366320367902517
"11",0.000203172879992053,-0.00337126804515719,-0.000901140563655645,-0.00148498616181314,0.00272199884057045,-0.00317787728272378,0.00211880030110478,0.00242430064827204,-0.00904004368931055,0.00535949179902673
"12",0.00284831877797842,0.00598406791687012,-0.00997520796954632,-0.00290860747918487,-0.00147642206866294,-0.00295267789624631,-4.7458477638429e-05,-0.00649729417636991,-0.00366839300841093,0.0030112168751657
"13",0.00520334532484412,0.00507316552102566,-0.00692467205226421,-0.00389941525645554,0.00509167090058327,-0.00852798111736774,-0.00217338069342077,-0.0107763186097145,-0.00949646905064583,0.00151053979061544
"14",0.00972454529255629,-0.0036196697037667,0.00732495682314038,-0.0012293579056859,-0.000215502994251437,-0.00321629410609603,0.000370295048924163,-0.0130035560578108,0.000463890755781904,-0.00135537306778133
"15",0.00608744705095887,0.00317667401395738,-0.00196900265291333,-0.00243410328403115,-0.00134424306452274,-0.00374881690368056,-0.000500738504342735,-0.00575362984091043,-0.0138801755383611,-0.00183857197407633
"16",0.00186673842836171,0.00779965659603477,-0.00177099322900176,0.000996535061858594,-0.00506805814802647,-0.0157145671546459,0.000610929797403514,-0.0108612310141325,0.00215937639586627,0.00605575181543827
"17",0.000837926287204027,-0.0066514634527266,-0.00467858510091901,0.00619886117056012,-0.00113238452468067,0.00108075479511172,-0.00115043355617672,-0.0149021958932281,-0.0222645755857229,-0.00313764135353267
"18",0.00410515302792192,0.00548879662528634,-0.00414794450625777,0.00651580980047584,-0.00582768302410841,0.00626904238015413,0.00075503607513383,-0.00539169227704406,0.0116350091993809,0.000524506613146514
"19",0.0184788051992655,-0.00172540498897433,-0.00297642149962485,0.000829699565656483,-0.0028430197853595,-0.00993984472006559,-0.00215275562368333,-0.0056985723786056,-0.00995311234146357,-0.00538119068369269
"20",0.0153988301753998,0.00190604815725237,0.00510305678471923,0.00111709767952561,0.00134271453134716,0.00101542961783707,0.000993909197859466,-0.0150313805788755,0.0109658045694232,0.000235344865359366
"21",0.0029386708047241,0.00517545780166984,0.0209349654614925,0.00278439908288419,0.00416219653561711,0.00575518049299717,-0.000255452207056805,-1.25333026517183e-05,-0.00410223752260208,0.0028663263656199
