"","AAPL","MSFT","JPM","GE","PG","XOM","DIS","PFE","JNJ","V"
"1",-0.00295326439663768,3.8470341678476e-05,-0.0158349052071571,-0.00578015530481935,-0.00158537924289703,-0.0040731024928391,-0.000537825806532055,0.000656708958558738,0.00113563239574432,0.00547163048759103
"2",-0.000228007120313123,-0.000891447009053081,-0.0124845830723643,-0.00669609569013119,-0.00013553058670368,0.000161161224241368,-0.00330834090709686,0.000158101494889706,9.71404915617313e-06,0.00540153821930289
"3",-0.00737502332776785,-0.00626894785091281,0.0165263209491968,0.000270051503321156,0.00173083343543112,-0.00202854769304395,-0.00369861372746527,-0.00205099885351956,-0.00295884208753705,0.000333059200784191
"4",0.00895097106695175,-0.000731697306036949,0.00710319820791483,-0.00218643667176366,0.00535585591569543,-0.0065181078389287,-0.000933958741370589,-0.0062519358471036,-0.00519619788974524,0.00206483015790582
"5",0.00161455071065575,-0.00427423929795623,0.0108918342739344,-0.00126630265731364,-0.00366028072312474,-0.00307953939773142,0.00273421732708812,0.00178049178794026,0.00163400138262659,-0.00197651912458241
"6",0.00943490955978632,0.00365690025500953,-0.00233602989464998,-0.00293018366210163,-0.00247862213291228,0.00901648681610823,-0.0035151110496372,-0.00348720699548721,-0.00546693056821823,-0.000557442603167146
"7",0.000658290693536401,-0.000364135834388435,0.00362465204671025,0.00365314190275967,-0.00205956841818988,0.00380978500470519,0.00402205577120185,-0.00194303097669035,-4.86287608509883e-05,0.000911401933990419
"8",-0.00158424465917051,-0.000299597420962527,0.00137342640664428,0.00125541700981557,-0.000812510726973414,0.00158893305342644,-0.000623231055215001,-0.000666531384922564,-0.00543797481805086,0.00138239492662251
"9",-0.00252476357854903,-0.00427447678521276,0.0092720091342926,-0.00204695574939251,-0.00138777063693851,-0.00221395748667419,0.000603579974267632,0.00239635701291263,-0.000214794374187477,0.00164383905939758
"10",0.00140707078389823,0.00713462103158236,0.00319799524731934,-0.00565167656168342,0.00208087987266481,0.000921840663067997,0.00356212188489735,-0.00279882666654885,0.0010394777636975,0.00212469510734081
"11",0.0132196256890893,-0.00195397227071226,-0.0125061478465796,-0.00133316300343722,-0.00144587573595345,-0.00394569337368011,-0.00373066659085453,0.000560391577892005,-0.00278816162608564,0.00309603428468108
"12",0.00537485163658857,0.00023011454322841,-0.0032153557986021,-0.00585833936929703,-0.00013703630247619,-0.00448135193437338,0.00265853921882808,-0.00291332486085594,-0.000474438274977729,0.0010621688561514
"13",0.00252964557148516,0.00290350685827434,-0.00204627308994532,-0.00304880016483366,-0.00184328679461032,0.000632277864497155,-0.0045304405502975,0.000282877968857065,0.00302787986584008,0.00185856863390654
"14",0.00118705001659691,-0.00429029809311032,-0.00117564282845706,-0.00419104285538197,-0.00392125640064478,-0.00282983644865453,-0.00189857953228056,-0.00167885678820312,0.000622611376456916,-0.00144467048812658
"15",-0.000393763417378068,0.0105689745396376,0.00062180683016777,0.0020732490811497,0.0018679175991565,9.17800134629942e-05,-0.00127136963419616,0.00103227980434895,0.000920156307984143,-0.00139767024666071
"16",-0.00296040414832532,-0.0017154288943857,7.14510861143935e-06,-0.00644650822505355,-0.00260489853098989,-0.00446367170661688,0.00152400694787502,-0.00365358684211969,-0.000673950533382595,0.000528444303199649
"17",0.00130125414580107,-0.00303024705499411,0.00709438556805253,0.00284594274125993,0.00183058227412403,0.000244159891735762,-0.00273784063756466,-0.000318513426464051,-0.00132245512213558,0.00316416868008673
"18",0.0116641074419022,-0.00334710394963622,0.00162718317005783,0.000566737842746079,-0.00241308938711882,-0.00492505868896842,0.00368762924335897,-0.00467927381396294,0.00153455371037126,-0.00218289834447205
"19",0.00258163665421307,0.0026335425209254,-0.00178893003612757,-0.00273543782532215,0.000797386572230607,-0.00277206604368985,0.00212407438084483,0.00480890367180109,0.000220838381210342,-0.00104259524960071
"20",0.00578263495117426,0.00150497257709503,0.003583810525015,0.000517510110512376,-0.0044971308670938,-0.00521948654204607,-0.00213287025690079,-0.00108677078969777,-0.00116928352508694,0.00239740405231714
"21",-0.00311675202101469,-0.00108845403883606,-0.00593146961182356,-0.0014291504630819,-0.000663447543047369,-0.0070121786557138,0.00344710634090006,0.00113317871000618,0.000238246429944411,0.00151388254016638
