"","AAPL","MSFT","BA","V","JPM","DIS","CRM","INTC","HD","UNH"
"1",0.00803256686776876,0.00961706507951021,0.00205852673389018,-0.00589727330952883,0.00793169811367989,-0.00266667571850121,-0.00465558283030987,0.0082501508295536,0.0119625572115183,-0.00177011417690665
"2",0.00161109073087573,-0.000581578584387898,-0.0210565272718668,0.0146064655855298,0.0209411885589361,-0.00463532796129584,0.00458262860774994,-0.00709500862285495,-0.00766462413594127,-0.012118992395699
"3",0.00340524758212268,0.00482010189443827,0.0503154173493385,0.0154230408370495,0.00350780389271677,0.00247409055009484,0.000121247721835971,0.0110740559175611,0.00728291692212224,-0.0013861961197108
"4",0.000951243797317147,0.000454413238912821,0.00485396292060614,-0.00601688725873828,0.00697942776605487,-0.00203573284670711,0.00395120633766055,-0.00776759115979075,-0.0081245182082057,0.00971340015530586
"5",0.00674523459747434,-0.00436670240014791,0.0618318282067776,-0.0161367673426867,0.00766755547374487,0.00305254873819649,0.00721258576959372,0.00557136442512274,-0.00209967815317214,-0.00106240948662162
"6",-0.0166927762329578,-0.010437186807394,0.00498472340404987,-0.0125951822847128,0.0088898241519928,-0.0164691358804703,0.00878427922725677,-0.0143132898956537,-0.00393728446215391,0.00485896924510598
"7",0.00320660276338458,-0.00219829683192074,-0.0211772173643112,0.00219477247446775,0.00273390067741275,0.00485771941021085,0.00546826934441924,-0.00201026489958167,0.00451927399262786,-0.000827996467705816
"8",-0.00167885131668299,-0.00578019628301263,0.0163551438599825,-0.00267517799511552,-0.00853805150836706,-0.0084108542650938,0.0120916804298759,0.000890419993083924,0.00306244171224535,0.0136655932292342
"9",0.0015020597493276,4.43628232460469e-05,-0.0103564448654652,0.0103681674227118,0.0101908193901181,-0.00133228197228163,0.0113310292363167,-0.0085481833666563,0.00778277171775699,0.00758915301412344
"10",0.00370041839778423,0.0072189518250525,0.00767739582806826,-0.00764088705182076,-0.00497662322595716,-0.00925612915307283,0.00178586936090142,-0.00786370411515236,0.00196466082707047,-0.00138401088770479
"11",-0.00240446976386011,-0.00297495094127953,-0.0142793254926801,-0.00727084558457136,0.00256311125122011,-0.0087624853476882,0.000414920708863065,0.00787108484655619,-0.00392109155654907,-0.00320080481469631
"12",-0.00493275327607989,-0.00358087662607431,0.00138048210646957,-0.0189723670482635,0.00539256818592548,-0.00486112618818879,-0.00436913315206766,-0.00120865611825138,0.00287633272819221,-0.00084230542415753
"13",-0.000948791101109236,-0.00207764166407287,0.00786966923624277,-0.0047957724891603,-0.00404502311721444,-0.00083445874042809,-0.011789670214057,0.00478026084601879,-0.00281955231912434,-0.00131682073697448
"14",0.00214369385503232,-0.000902840285561979,-0.00401887996122241,0.00372748845256865,-0.00673257047310472,0.000423073332058266,-0.00148577673826367,0.00209898571483791,0.00147812836803496,-0.0012185302330181
"15",0.00151425669901073,-0.0043515982106328,0.0199988186359406,-0.00560270994901657,-0.00116534973494709,-0.000832329853437841,-0.00573478220030665,-0.00628400454297662,-0.000148897059261799,-0.00307991937734187
"16",0.00187318143434823,-0.0013938695192337,-0.00793239008635283,0.00749891018494964,-0.00391261978074908,-0.00619353633373976,-0.00352358375675976,-0.017293581739068,2.34053004533052e-05,-0.00336877279914916
"17",-0.00151713332161307,-0.0064845266751945,-0.0133650433272123,-0.00487668765708804,0.00272558117285371,0.000651498732622713,0.00862863007932901,0.00199783034622669,0.00258858874440193,0.00279327156022191
"18",0.00253140274435282,0.000776195956859738,-0.0119712147861719,0.00509406812489033,-0.00870431773364544,-0.00292191421613097,-0.0104014333337545,0.00388298649340868,0.00380445551127195,-0.00131993473041803
"19",0.000126251310575753,-0.00276619684882462,-0.00525510078296065,-0.00302321556955576,-0.00256349984556437,0.00482870079576969,-0.000729127903468907,0.0096603762358427,0.00322782178409398,-0.00314276642166078
"20",-0.00396701041609049,0.00548712769523263,-0.00447297003120184,0.00197490956634283,0.0114494580775499,-0.00182593567296863,-0.000512183760292828,0.00075722491601482,-0.00730839930474758,-0.00313362665474415
"21",-0.00274509191513062,-0.000441573676653206,-0.0107198534533381,-0.00129213545005769,0.000603526132181287,-0.00391221838071942,-0.0108093228191137,-0.00476296897977591,0.0030959693249315,-0.00694938562810421
