"","AAPL","MSFT","GE","JPM","INTC","BA","DIS","V","WMT","JNJ"
"1",0.00274993921630085,-0.00341200619004667,-0.0113705340772867,-0.000882644730154425,0.00560575304552913,-0.00280905701220036,0.0141735440120101,0.0022085988894105,-0.00997041817754507,-0.00864158943295479
"2",-0.00151686486788094,-0.00231500482186675,-0.0101480027660728,0.00417536729946733,-0.0121001787483692,0.00430480437353253,-0.00183978560380638,-0.00361609924584627,0.00930614583194256,0.00222976878285408
"3",0.00258494657464325,-0.000146546037285589,-0.0160842873156071,0.00164522882550955,-0.00949133653193712,0.00570577709004283,-0.0163078587502241,0.00218168320134282,0.00146110949572176,0.000341104372637346
"4",-0.0115636726841331,0.00478884857147932,-0.00284801120869815,0.00558091420680285,0.00663207238540053,0.00592901138588786,0.00473550893366337,-0.00130223797168583,0.000231139609240927,0.00368930725380778
"5",0.00219118013046682,0.00114958372432739,-0.00874948315322399,0.00587157066911459,0.0172300543636084,0.0179260689765215,-0.00204485072754323,0.000912070507183671,-0.00169498100876808,0.00805153883993626
"6",0.00285908253863454,-0.00161783443763852,-0.00663001043722034,-0.00283896760083735,0.00232440698891878,-0.00672010844573379,-0.00463637337088585,0.00803504139184952,0.00275915116071701,-0.00077796500409022
"7",-0.0044692805968225,0.0028174698818475,0.000911387032829225,-0.00135675875935704,-0.0113128665834665,0.00312736257910728,-0.00522433174774051,-0.00149730767589062,0.00181706657167524,0.00223301886580884
"8",-0.0123299164697528,0.00480580842122436,0.0109079359099269,-0.00502919498831034,0.00110644300002605,-0.00132800370920449,0.0104653313755989,-0.000494855921715498,0.00305630685761571,0.00218572583980858
"9",0.00130779412575066,0.0039880801923573,-0.00109174090903252,-0.000680277647916228,-7.60143811930902e-05,0.00460587488487363,0.00264323409646749,0.000529108452610672,0.00254703406244516,0.00337061914615333
"10",-0.00308619323186576,0.00899701565504074,-0.0094286696985364,-0.00382445356808603,0.00437112804502249,-0.00119182339403778,0.00291569530963898,0.00611383141949773,0.00298509537242353,0.0136966174468398
"11",-0.0142506118863821,0.00339231221005321,-0.018219742923975,-0.00533276284113526,0.00080252269981429,0.00813853368163109,-0.00266034388914704,-0.00191443879157305,-0.00549178058281541,-0.00118101772386581
"12",-0.00176173774525523,0.00457585882395506,-0.00471380399540067,0.00522816320881248,0.00755711412057281,-0.00182767794467509,-0.00119426427409053,-0.00017992127686739,0.00644195219501853,0.00343018909916282
"13",-0.00492746103554964,-0.00260221562348306,-0.00429514283314347,0.00305263581685722,-0.0123484376817942,0.0042490977793932,-0.00129861035384238,0.00399347767233849,0.00102171686012298,0.00161970104090869
"14",-0.00803963840007782,0.0108638433739543,-1.94188050954835e-05,-0.00763780437409878,-0.00815817434340715,-0.00203289091587067,-0.00515230465680361,-0.00258070626296103,-0.00218813749961555,0.00115402101073414
"15",0.000214966028579511,0.00678522465750575,-0.00270271161571145,-0.00330860540270805,0.00537971127778292,-0.0022404589690268,-0.00285246968269348,0.000998452422209084,0.00122390582691878,0.0042459755204618
"16",-0.0050941426306963,-0.00091617030557245,-0.00299310521222651,0.00549182295799255,-0.0029508916195482,0.0054688542149961,0.0025564928073436,0.00110086228232831,-0.00150029140058905,0.00405200198292732
"17",-0.00970794726163149,-0.00103064766153693,-0.000896301120519638,-0.00461068423464894,-0.0105737373232841,-0.00150446919724345,0.0063944892026484,0.00061258755158633,-0.00277504185214639,0.00612417468801141
"18",-0.00963215809315443,0.0137643637135625,0.00983922276645899,0.00321155739948153,-0.0053180418908596,0.00382932159118354,-0.00287799956277013,0.00206511886790395,0.00420163432136178,-0.00433401949703693
"19",3.03442375297891e-05,-0.000911922019440681,0.00217320281080902,-0.00389688508585095,0.00137074047233909,0.00245673814788461,-0.00304306577891111,0.00110096437856555,0.00825395155698061,-0.00812800321727991
"20",-0.00984663423150778,-0.00313748139888048,0.00548212695866823,0.00679347291588783,-0.00814544688910246,-0.00677324878051877,0.00518147135153413,0.00261650886386633,-0.00423020496964455,0.000204427298740484
"21",-0.0150911025702953,-0.00208292016759515,-0.00268567469902337,-0.00210900232195854,-0.00868964288383722,0.00284111150540411,0.00403667753562331,-0.00321902986615896,0.00639789830893278,0.00743967667222023
