"","MSFT","XOM","INTC","JPM","VZ","GE","V","CSCO","JNJ","PFE"
"1",0.012550282292068,0.00684203021228313,0.00153985898941755,-0.00357900140807033,-0.00363862281665206,0.00283498642966151,-0.0037585326936096,0.00386778614483774,-0.00171337393112481,0.000829666329082102
"2",0.00245753140188754,-0.014294053427875,-0.00729915359988809,0.000147767554153688,0.000285672693280503,0.00347594497725368,0.00555294752120972,0.00334938429296017,-0.00189151579979807,0.00394321419298649
"3",-0.00323122413828969,0.0101247830316424,-0.00604587839916348,-0.0012279226211831,-0.00981523841619492,0.00598379177972674,-0.00120534910820425,0.0045693083666265,0.000806504802312702,-0.0024994327686727
"4",0.000161435615154915,-0.00595004018396139,-0.00416942685842514,-0.000791435595601797,0.00100531172938645,-0.00037084860377945,0.00580816110596061,-0.00088679778855294,0.00800654198974371,-0.00106052996125072
"5",0.00409311009570956,-0.00179280561860651,0.000766931276302785,-0.00302885309793055,0.000728392973542213,-0.00167137919925153,-0.00217361585237086,0.00214037322439253,-0.00482725957408547,0.00661172112450004
"6",0.00275175087153912,-0.00677601667121053,-0.00226621050387621,-0.00141616200562567,0.00172261684201658,-0.00467177014797926,0.00336842890828848,0.00518324738368392,0.0134710501879454,0.00559819582849741
"7",0.00211676605977118,-0.000671053188852966,-0.00541697721928358,0.00232710805721581,0.000839073676615953,-0.000757552275899798,-0.00122638256289065,-0.0065015172585845,0.00473109260201454,-0.0036357706412673
"8",0.00868160557001829,-0.0020392534788698,-0.00528010772541165,-0.00127348478417844,0.000356827134964988,-0.00734545011073351,-0.0062047652900219,0.00188383425120264,-0.000580075371544808,0.00088505184976384
"9",0.0124122528359294,0.00864773709326982,-0.00434115808457136,0.00151350174564868,0.00627347733825445,-0.000311312353005633,0.00260712439194322,0.00207999907433987,0.00196923036128283,-0.000357535813236609
"10",-0.0024632012937218,-0.00312414090149105,-0.00296023697592318,0.000332853727741167,0.00143410684540868,0.00638269586488605,-0.00366668705828488,-0.00606583012267947,0.00365687417797744,-0.000581781379878521
"11",0.0082433745265007,0.00838424544781446,0.000696131552103907,0.00309535884298384,0.0031790086068213,-0.00168192037381232,0.00337730464525521,0.000693306210450828,0.00326677737757564,0.00430617947131395
"12",0.00430634617805481,-0.00316661852411926,0.00255261245183647,0.000101808247563895,3.64294464816339e-05,0.000358724239049479,-0.000553136051166803,-0.00196914351545274,0.000209478399483487,0.000991243286989629
"13",0.0040527917444706,-0.00619946233928204,0.000959838915150613,-0.00794192403554916,-0.000802044582087547,0.00412692641839385,0.00431588804349303,0.00267009576782584,0.00467251613736153,0.00270540919154882
"14",0.00145243795122951,-0.00407447293400764,0.00645335391163826,0.000269954354735091,0.00481075746938586,-0.00291522010229528,-0.00250344816595316,-0.000546434312127531,-0.000189645434147678,0.00289921718649566
"15",-0.00173791602719575,-0.00648785289376974,0.00104370061308146,-0.00120164733380079,-0.00105923519004136,0.00194611225742847,-0.00178993353620172,0.000824824091978371,-0.00457369070500135,0.000891144096385688
"16",0.00158536084927619,0.00145842065103352,0.00246107741259038,-0.0061229495331645,0.00239798682741821,-0.00125928525812924,-0.000734524277504534,0.00637388834729791,-0.00111225747969002,-0.00730037968605757
"17",-0.000360555452061817,1.11051485873759e-05,-0.000131293316371739,-0.00382325774990022,-0.00137720268685371,-0.00554140284657478,0.00323866936378181,0.00153341167606413,-0.00825854204595089,-0.00503557501360774
"18",-0.00428403681144118,0.00107232457958162,0.00534300925210118,0.00363936298526824,0.00672878231853247,0.00188204611185938,-0.00125781213864684,-0.00276327040046453,-6.30776630714536e-05,0.00673917634412646
"19",-0.00167647609487176,0.00437165424227715,0.000775379303377122,0.000209373014513403,0.00341607932932675,0.000161654796102084,0.00107146834488958,0.00536337308585644,0.00424343207851052,-0.00202599703334272
"20",0.00215566111728549,-0.00226800912059844,0.00691824778914452,0.000668334832880646,-0.00283288490027189,0.00172640453092754,-0.000826878007501364,-0.00321197253651917,-1.90324535651598e-05,-0.00779458461329341
"21",0.00711400015279651,0.00115810125134885,0.00124365126248449,0.000885659188497812,-0.0101387174800038,0.00430922908708453,-0.00290285260416567,-0.000148432940477505,0.00264686858281493,0.00815872382372618
