"","C","MSFT","XOM","INTC","GE","BAC","JPM","WMT","AIG","IBM"
"1",-0.00782206282019615,0.00558135891333222,0.0182472243905067,-0.00592958461493254,0.00428188312798738,-0.00734075857326388,-0.0146037312224507,-0.00063618365675211,-0.00588053883984685,0.00951927248388529
"2",-0.0134159494191408,-0.00020752330601681,-0.0158401969820261,0.0220475476235151,-0.00730886682868004,-0.000885452318470925,-0.0065149087458849,-0.00441951351240277,-0.0109272385016084,0.00217343308031559
"3",-0.000705401587765664,-0.0021071310620755,-0.0012694385368377,-0.00139929912984371,0.0054203299805522,-0.00695030810311437,0.00502054439857602,-0.00253881979733706,-0.0139331975951791,0.0102705527096987
"4",0.0183057095855474,-0.00652939593419433,0.000621213228441775,-0.0170123334974051,0.00108602549880743,-0.000140830699820071,0.0193844567984343,0.00348064047284424,0.000101076184364501,0.00958166643977165
"5",0.00512475986033678,0.00270939501933753,0.00644648866727948,0.0063533578068018,-0.00639668200165033,0.00550980912521482,-0.00631713308393955,-0.00467199319973588,0.00768631882965565,-0.013538078404963
"6",-0.0081150783225894,0.00216016033664346,0.00457941647619009,0.00205433717928827,0.00548068108037114,0.00402034865692258,0.01879015378654,0.00469862669706345,0.0114511959254742,0.00834232941269875
"7",-0.00520257651805878,-0.00114037562161684,-0.00564233353361487,0.00601002294570208,-0.00905101932585239,0.00527512049302459,-0.0200777743011713,0.00426819967105985,-0.004837600979954,0.00916293077170849
"8",0.0220313742756844,-0.00914314761757851,0.00167692871764302,-0.00121721590403467,0.00222124299034476,0.00175194186158478,0.029736714437604,0.00605931552127004,0.016002468764782,0.000713595654815435
"9",-0.00471723172813654,0.00115884037222713,-0.00993654411286116,-0.000494358304422349,-0.00972893740981817,-0.00153703754767776,-0.00550288194790483,0.00012781290570274,0.0139751564711332,-0.0128761511296034
"10",-0.0137497028335929,0.00168932822998613,0.000402284815208986,-6.12512521911412e-05,-0.000314239441649988,-0.00140724878292531,-0.00872902944684029,-0.00268277293071151,-0.0104515179991722,0.000242896203417331
"11",-0.00854931119829416,-0.00978647824376822,0.00287346635013819,0.00488148257136345,-0.000202783718123101,-0.0145487328991294,-7.30770698282868e-05,0.00521109718829393,0.01163340639323,-0.00891635939478874
"12",0.00840907730162144,-0.0015533099649474,-0.00109265686478466,0.00655926996842027,-0.00742237828671932,0.00499633373692632,-0.00516612594947219,0.00152716739103198,0.00525618251413107,0.00742033869028091
"13",-0.000953830312937498,-0.00648718792945147,1.73052794707473e-05,-0.0100580556318164,0.00170335825532675,-0.00314207491464913,-0.00648138485848904,0.00709115760400891,-0.0350493602454662,0.00236601266078651
"14",0.00107921683229506,0.000437395530752838,0.00369158503599465,-0.000146742822835222,-0.010060565546155,0.00154911179561168,-0.00793406274169683,0.000894998549483716,-0.00156551622785628,0.00485804583877325
"15",-0.00444713048636913,0.000964030507020652,-0.00108235666994005,0.000666141975671053,0.0103572960942984,0.000656118849292397,-0.00200090534053743,0.000582300534006208,-0.0109813576564193,0.00349371158517897
"16",-0.00133812555577606,-0.0046696369536221,0.00304679805412889,-0.00141707924194634,0.00381996249780059,-0.00415717624127865,0.00303482473827899,0.00515647558495402,-0.000506117474287748,0.00530132465064526
"17",0.00987107306718826,-0.000161071438924409,0.00160603120457381,0.00504877185449004,-6.9362242356874e-05,-0.00089476426364854,0.00739870686084032,0.00321268709376454,-0.00722099654376507,0.000844503403641284
"18",-0.00139672541990876,-0.00224260147660971,-0.00136108952574432,0.0128740612417459,0.00121076684445143,-0.00288563291542232,-0.00498822657391429,0.0073474608361721,-0.00798916723579168,0.00671055400744081
"19",0.00302769243717194,-0.00429013185203075,-0.000773559033405036,0.00569020863622427,0.00671890610828996,0.00186016224324703,0.00393529515713453,0.00208369619213045,0.00623369356617332,0.00107105192728341
"20",-0.00888684205710888,0.00492963474243879,0.011385777965188,0.00913493148982525,0.000625991320703179,0.00272123189643025,0.00534665118902922,-0.000758876733016223,-0.0083432225510478,-0.0051815495826304
"21",0.00406652875244617,-0.0018886448815465,-0.00531183229759336,0.00787635147571564,-0.0021344842389226,-0.00373060023412108,-0.00677169347181916,0.00147044763434678,0.00710544874891639,0.00279167736880481
