"","BAC","MSFT","JPM","XOM","GE","INTC","CSCO","WMT","PFE","IBM"
"1",0.0117721380665898,-0.0121465884149075,-0.00128291384316981,-0.00144788587931544,-0.0100071216002107,0.00228453893214464,0.000806760392151773,0.00988958310335875,0.00357598275877535,0.00561592821031809
"2",-0.0130988573655486,-0.00843246839940548,-0.00498068472370505,-0.00191287510097027,0.00437368173152208,-0.0116029549390078,0.000241389599977992,0.00108957616612315,-0.00509364996105433,0.00429994007572532
"3",0.00659954221919179,-0.0124663431197405,0.0258966013789177,0.00998440850526094,-0.00286339549347758,-0.00303974049165845,0.0110945692285895,0.00961596798151731,-0.00622693914920092,-0.00540273170918226
"4",-0.00381213007494807,0.00564446114003658,0.000718838826287538,0.00255529209971428,-0.000799574132543057,-0.00665830774232745,0.00329080387018621,0.0134920114651322,-0.0027083083987236,-0.00340080820024014
"5",-0.00676444778218865,-0.00877655483782291,-0.00680033070966601,0.000952259870246053,0.0039268028922379,0.00395829556509852,-0.000349586887750775,0.0124786244705319,0.00376844359561801,0.0178524442017078
"6",-0.00192068773321807,-0.0127189373597503,0.0018109935335815,-0.00473133428022265,-0.0116477198898792,-0.00500969588756561,0.00428436882793903,0.00472335983067751,-0.00527827721089125,0.00394562305882573
"7",-0.00673526851460338,-0.0263184625655413,0.00492937583476305,-0.000971704779658467,0.0143482144922018,0.00048750193673186,0.00695989234372973,0.00280849752016366,-0.00389183196239173,0.0199742633849382
"8",0.0113091785460711,-0.0220879036933184,0.00718426937237382,0.00408908445388079,0.00844235625118017,0.00307310023345053,0.0111650098115206,-0.00572450505569577,0.00181082380004227,0.000346049520885572
"9",-0.0399859547615051,-0.0306423213332891,-0.00566451577469707,0.00351537275128067,-0.0192978829145432,0.00292292167432606,0.0103762373328209,0.0100461514666677,0.00877617485821247,-0.00573723204433918
"10",0.00423679454252124,-0.0127154849469662,0.0104456087574363,-0.00186299718916416,-0.0161502622067928,-0.00930528808385134,-0.00297266035340726,0.00239606597460806,-0.00328832375817001,-0.0316233262419701
"11",-0.011487272568047,-0.00594767741858959,0.00222973874770105,-0.00305980932898819,-0.0093255965039134,0.00329806399531662,0.00334450788795948,0.000894441036507487,-0.000694492598995566,0.00284594995900989
"12",0.00378109281882644,0.00218800851143897,0.00200961297377944,0.00987158995121717,0.0101550249382854,0.00608276482671499,0.00194902298972011,-0.00497765187174082,0.00638563558459282,0.00196850625798106
"13",-0.0265994518995285,0.00640072487294674,-0.00287942634895444,0.000531199737451971,-0.00381223973818123,0.00153585697989911,0.00478793168440461,0.00722127361223102,0.00305355316959321,-0.00207823049277067
"14",0.0127200856804848,0.0055072708055377,0.0095552746206522,-0.00347651424817741,-0.00709262350574136,0.00145955279003829,0.00500759901478887,0.00510990479961038,-0.00178377225529402,-0.00818568840622902
"15",-0.013310587964952,0.00212958105839789,0.00926068890839815,-0.00053508224664256,-0.000161195304826833,0.0100526642054319,-0.00919296313077211,-3.98493029933888e-05,0.00354458414949477,-0.00267401710152626
"16",0.00616375030949712,-0.00836142525076866,0.0124012641608715,-0.00328401825390756,-0.00854149740189314,0.00509424228221178,-0.00680456170812249,-0.00521756755188107,0.00593152735382318,-0.00253095058724284
"17",0.00717136543244123,-0.0244265347719193,-0.00403350777924061,-0.00146263593342155,8.21398061816581e-05,0.00418488727882504,0.00211132783442736,0.00396169349551201,0.00482255080714822,0.00504190986976027
"18",0.0069719641469419,-0.0153261618688703,0.00188476743642241,-0.000965103798080236,0.00747255841270089,-0.000817386549897492,0.00600359309464693,0.00233475491404533,-0.00239884504117072,0.0110809290781617
"19",-0.0343131199479103,-0.0287858787924051,0.0018720431253314,-0.00488797621801496,0.0112685663625598,0.000877424026839435,0.00404444243758917,-0.00324252224527299,-0.00114022917114198,0.00175458809826523
"20",-0.0121934916824102,-0.00630038697272539,0.00175477215088904,0.00182020151987672,-0.0068319602869451,0.0042892056517303,-0.00505542848259211,-0.00259367469698191,0.00174213340505958,-0.00757391331717372
"21",0.00711873592808843,-0.000293411547318101,0.00240997155196965,-0.0039183828048408,0.00167107139714062,-0.00247212406247854,-0.000795848260167986,-0.000613531505223364,-2.98701288556913e-05,-8.63421373651363e-05
