"","AAPL","MSFT","BA","JPM","V","INTC","DIS","CSCO","UNH","JNJ"
"1",-0.000396815332351252,-0.00403817091137171,0.00621338468044996,0.00239178282208741,0.00470170890912414,0.00826082192361355,0.0151349985972047,0.00893657747656107,0.029454929754138,-0.00446524564176798
"2",-0.00182881741784513,0.00517699914053082,0.0165992770344019,-0.00660696905106306,0.00279170949943364,0.0184757430106401,-0.00214673462323844,-0.00117920327465981,-0.00813604984432459,0.00646114209666848
"3",0.0139918103814125,0.00634302012622356,-0.00163867441006005,-0.00255649350583553,0.00150574196595699,0.00135512324050069,-0.000203842180781066,-0.00212550954893231,-0.00915919803082943,-0.00016046613745857
"4",0.00247676693834364,0.00551601452752948,-2.97568021778716e-05,-0.00423604482784867,0.00378508539870381,0.00960727129131556,0.027904724702239,0.0028709985781461,-0.0027898414991796,0.0015574935823679
"5",-0.000849492440465838,-0.0111820604652166,0.00216511869803071,-0.00929609593003988,0.000524773902725428,-0.00360256037674844,0.00146537646651268,-0.000354049610905349,-0.00928547978401184,0.000551569857634604
"6",0.00736908847466111,0.010135430842638,0.00207093986682594,-0.00245097954757512,0.00260339211672544,-0.00223871204070747,-0.00224516121670604,-0.00265355501323938,-0.000278439838439226,-0.00241584144532681
"7",0.00123213010374457,-0.0187688190490007,0.00357408402487636,0.00349566456861794,-0.00286646513268352,-0.00339288311079144,0.0340858548879623,-0.000778785557486117,0.00550055038183928,0.00148692401126027
"8",-0.000293538585538045,0.00838133599609137,-0.00471725175157189,-0.000258839892921969,-0.00413965014740825,-0.00985776819288731,0.00354245025664568,0.00471323449164629,0.00372172496281564,0.00117458624299616
"9",0.00141348270699382,-0.00470209680497646,0.00178366783075035,0.00103130144998431,0.00318343355320394,-0.00567311700433493,-0.00905519537627697,-0.00233868462964892,-0.00308881979435682,0.00427917949855328
"10",0.000577321159653366,-0.00358236720785499,-0.00162464124150574,0.00248233624733984,-0.00104136927984655,0.00242107873782516,0.0238108895719051,0.0075648408383131,0.00327618210576475,-0.000345999462297186
"11",0.00496100401505828,-0.00398521684110165,0.0102812061086297,-0.00293926079757512,-0.0087580643594265,-0.00814208388328552,0.00378489191643894,0.0028119410853833,-0.000793251791037619,8.26501418487169e-05
"12",-0.000867408118210733,-2.57207411777927e-05,0.0118474345654249,-0.00403352919965982,0.00621138326823711,-0.00033582909964025,-0.00825974158942699,0.000591129355598241,0.00107194669544697,-0.00336532108485699
"13",0.00129191821906716,0.000315932702505961,0.00224871141836047,-0.00155385117977858,0.000834324338939041,0.00385250453837216,0.00660683074966073,0.00280960649251938,0.00647490145638585,0.00226711481809616
"14",0.00106126233004034,0.00661159912124276,0.00161321484483778,-0.00618705619126558,-0.00648162420839071,0.00261410465463996,0.00889836624264717,0.000683794496580958,0.00135582534130663,-0.00487459497526288
"15",0.00139017635956407,0.00575122982263565,-0.000747506972402334,-0.00198277249000967,0.00201671896502376,0.00158461485989392,-0.0017209165962413,-0.00642805313691497,0.00764913717284799,0.00258731166832149
"16",0.00895673129707575,0.000904539425391704,0.0020664834883064,-0.00508559215813875,0.00366166117601097,0.00369605794548988,-0.00323066208511591,0.00742379017174244,-0.00118989543989301,0.00434355018660426
"17",0.00906018167734146,-0.000645318068563938,0.00188343855552375,0.000401579047320411,-0.000768921105191112,0.000308255199342966,-0.00374111463315785,0.00150451518129557,0.00316558498889208,-0.00268675899133086
"18",0.00427562696859241,0.000619745464064181,-0.00219623488374054,-8.81485902937129e-05,-0.00773236062377691,0.00349806738086045,-2.00453723664396e-05,-0.010603885166347,-5.40545806870796e-05,0.00795125495642424
"19",-0.000553854973986745,0.000156102527398616,-0.00773184606805444,-0.000146993843372911,0.00796246808022261,-0.00189456704538316,-0.00020775682060048,0.004056666046381,0.00330136809498072,0.000804090057499707
"20",-0.00356337614357471,-0.000320390798151493,-0.00925059616565704,0.00138446607161313,-0.000503791787195951,0.00434736767783761,0.00238541490398347,-0.00677259312942624,0.000338287092745304,0.00167020608205348
"21",0.000696003786288202,-0.00321752508170903,-0.00067410129122436,-0.0055338148958981,-0.00509264692664146,-0.00415479112416506,0.000666391861159354,0.00770817417651415,-0.00216349586844444,-0.00260317255742848
