"","AAPL","MSFT","GE","PFE","JPM","DIS","XOM","JNJ","V","INTC"
"1",-0.0165549702942371,0.00605635903775692,3.23890635627322e-05,0.00262796925380826,0.0110408049076796,-0.0002351969742449,-0.00112111563794315,0.00297123147174716,0.00189038610551506,-0.00432431325316429
"2",0.00123272906057537,-0.00220664381049573,-0.00112329702824354,-0.00445731682702899,0.00152077106758952,-0.00116746698040515,0.000912196177523583,0.000846277573145926,-0.00447104778140783,-0.00936653278768063
"3",-0.00783949345350266,0.000641782360617071,0.000680307508446276,0.00136508827563375,0.00207327445968986,-0.00275424774736166,-0.00293803447857499,-0.00303194532170892,-0.00244884565472603,-0.000896882556844503
"4",4.43872959294822e-05,-0.00241311686113477,-0.000548552954569459,-0.00353811169043183,0.00578158907592297,-0.00115874561015517,-0.00440002372488379,-0.00186654832214117,0.00240022595971823,0.00484045222401619
"5",-0.0202731303870678,0.0194449685513973,0.00201106583699584,-0.000646676577161998,0.00132028723601252,-0.000989676220342517,0.00391055969521403,0.00457260478287935,-0.000397424038965255,-1.65240926435217e-05
"6",0.00203624926507473,0.00479163322597742,0.00103208830114454,3.51934322679881e-05,0.00322744762524962,-5.06004071212374e-05,-0.00497535755857825,0.00286043854430318,0.000693830894306302,-0.00178454804699868
"7",-0.016254011541605,0.00241977628320456,-0.000218366651097313,0.00303714326582849,0.00632465723901987,-0.00240882928483188,-0.00581524427980185,-0.00207447307184339,0.00231798621825874,-0.00221094605512917
"8",0.00157384166959673,0.00921818800270557,-0.00279286038130522,-0.00679127033799887,0.0033252676948905,-0.0010555237531662,-0.00203150860033929,0.00100322265643626,-0.00342590850777924,0.000581051979679614
"9",-0.0169562064111233,-0.00176460342481732,0.000469365273602307,-0.000545430521015078,-0.000902497384231538,-0.0015188060933724,-0.00878294184803963,-0.000861148291733116,0.00254797004163265,-0.00373132852837443
"10",-0.00304904067888856,0.0190714076161385,-0.00181593827437609,-0.00211852393113077,-0.00333807454444468,-0.0025666612200439,-0.000907247827854007,0.000740935443900526,0.000207909091841429,0.00748134963214397
"11",-0.015638580545783,0.0103767616674304,0.00200463156215847,0.000235259620239958,0.00271404511295259,-0.00205044378526509,0.000404008809709921,-0.000630253460258245,-0.00243494799360633,0.00183300429489464
"12",0.00137419113889337,-0.002646658802405,0.00164768856484443,-0.00439722742885351,-0.000979344360530376,-0.00236672325991094,-0.0114496722817421,0.000344999745720997,0.00330481072887778,0.00149926089216024
"13",-0.00835086219012737,0.00676440075039864,-0.00034325328306295,-0.00280785514041781,0.00181593128945678,-0.00236672325991094,0.00179146009031683,0.00088254373986274,-0.00307091325521469,-0.0085451016202569
"14",-0.00662659900262952,0.00176400097552687,-0.000267903902567923,0.0030005075968802,0.00556930527091026,-0.00236672325991094,0.000506036973092705,0.00230121822096407,0.000533448706846684,0.000559323350898921
"15",-0.01413977984339,-0.00366850639693439,-0.000283512199530378,0.00477638281881809,0.00355015881359577,-0.00182016973849386,-0.00144547899253666,-0.0027692592702806,-0.00146452803164721,0.00454227207228541
"16",-0.00707181636244059,0.00240157381631434,-0.00219986191950738,-0.00411323690786958,0.00447981478646398,-0.00218265387229621,-0.0028821702580899,0.000348983652656898,-0.000347709283232689,0.000642332364805043
"17",-0.012385475449264,-0.00695870909839869,-0.000581929634790868,-0.000680277124047279,0.00282153836451471,-0.00326684047468007,-0.00132081145420671,0.00414422061294317,0.00426738662645221,0.001086441334337
"18",-0.0174292642623186,-0.0031840072479099,0.00172442651819438,-0.00245206826366484,-0.00141948251985013,-0.00229804613627493,-0.00413218745961785,-0.000329153990605846,0.000571205397136509,-0.00103206583298743
"19",-0.0058053876273334,0.00160695204976946,0.00310113374143839,-0.00313123199157417,0.00275006098672748,-0.00236672325991094,-0.00278056878596544,-0.003908796235919,-0.00225904118269682,-0.00466538080945611
"20",-0.00942533556371927,-0.000163080476340838,0.00138741347473115,0.00316676707006991,-0.000807608827017248,-0.00182016973849386,-0.00310928607359529,-0.000506106938701123,-6.86506173224188e-05,0.00698855146765709
"21",-0.00695433700457215,0.0104045737534761,-0.000454334862297401,-0.000479080103104934,0.00507432082667947,-0.00138306233566254,-0.00434472365304828,-0.000176841349457391,-0.0017707011429593,0.00360602885484695
