"","BAC","MSFT","JPM","XOM","INTC","GE","JNJ","CSCO","IBM","PFE"
"1",0.00581798469647765,-0.00761233642697334,0.00014159111015033,-0.00130321283359081,-0.00216229935176671,0.00069749727845192,0.00114004476927221,0.00757649494335055,0.00194060953799635,-0.00140427774749696
"2",0.000805130111984909,-0.00722529087215662,0.00348242418840528,-0.00245124706998467,0.00046948593808338,0.00337119423784316,0.00287712132558227,0.00326752290129662,0.00397767079994082,-0.000982463010586798
"3",0.00377850560471416,0.00426803668960929,0.00256364210508764,0.00235318159684539,0.0084976302459836,0.00456028245389462,-0.00227574957534671,0.0026276835706085,-0.00203163386322558,-0.0106673007830977
"4",0.00857560336589813,0.00848138052970171,0.000523270922712982,-0.00170134764630347,-0.0102665051817894,0.00552983768284321,0.00136352388653904,-0.0105121210217476,0.00295607722364366,-0.00134255725424737
"5",0.00724239926785231,0.00993326678872108,-0.00241505284793675,0.00451624859124422,0.00675320206210017,0.00265531148761511,-0.00279836193658412,-0.0104218712076545,0.00250682793557644,0.00515078334137797
"6",0.0118318013846874,-0.00105493969749659,0.00349271856248379,-0.00429305667057633,-0.000673577538691461,-0.00502653419971466,0.0020591092761606,-0.00958982110023499,0.00280463532544672,0.01362862624228
"7",-0.00270296516828239,-0.00733861466869712,-0.00730712385848165,0.00194501143414527,-0.00913946516811848,-0.0120897702872753,-0.000219071123865433,-0.0019104890525341,0.00330711808055639,-0.00225903117097914
"8",-0.00220958585850894,0.00762419542297721,0.00103003822732717,0.00078151433262974,-0.005943663418293,-0.00983733311295509,0.00349868112243712,-0.00567837059497833,0.00444837752729654,0.00155359343625605
"9",-0.000622772611677647,-0.00598133867606521,0.00728895096108317,0.000196566717932001,-0.00571457762271166,0.00622693402692676,0.00217158999294043,0.000756047724280506,0.00484615052118897,-0.00496669020503759
"10",0.00525769498199224,-0.00627473229542375,-0.000438146467786282,-0.00416369643062353,0.00421557389199734,-0.00027476146351546,-0.000734886853024364,0.00816356111317873,0.00283372798003256,-0.000236342573771253
"11",0.008657849393785,0.00210627145133913,0.00299808592535555,-0.00307826814241707,-0.0066258474253118,0.00817415583878756,0.00171710283029824,-0.00867289397865534,-3.66245840268675e-05,0.00125652272254229
"12",0.0090416306629777,-0.00624285731464624,0.00821777898818254,-0.00446972995996475,-0.00731006730347872,0.00444103451445699,0.000363262195605785,0.000564530026167631,0.00516551779583097,0.00291048130020499
"13",-0.00113109254743904,-0.00497356243431568,-0.00174295890610665,-0.00161574606318027,-0.00367801357060671,0.00509049370884895,0.000386281200917438,0.00258992100134492,0.00182936573401093,0.00193270575255156
"14",-0.000210563404834829,-0.00416929135099053,-0.00301503646187484,-0.00478436984121799,-0.00497524812817574,0.00311743607744575,-0.00120456574950367,-0.00500758923590183,0.00307757221162319,0.00260782288387418
"15",0.00365270744077861,0.00511361984536052,0.00144839135464281,0.00448096822947264,-0.00703238137066364,-0.00214119837619364,0.000696942093782127,-0.000909284979570657,0.00187378481496125,-0.000632769835647196
"16",0.00392860220745206,0.000573986093513668,0.00747297145426273,-0.00067501183366403,-0.0128031233325601,-0.00146059528924525,-0.000972470035776496,8.28763131721644e-06,0.0041790627874434,-0.00298060476779938
"17",0.00361722288653255,-0.000727966718841344,0.00367487058974802,0.00235050451010466,-0.00180287600960582,-0.00500019313767552,0.000880933308508247,-0.00438307225704193,0.00335285323671997,0.000476038141641766
"18",0.0100876949727535,-0.00525529030710459,-0.00132584141101688,-0.00445005623623729,0.00141501030884683,-0.0089647863060236,0.00152841105591506,-0.00819499045610428,0.00688572507351637,-0.00134391605388373
"19",-0.00107229396235198,0.00106992153450847,0.00287089613266289,0.00194440491031855,-0.00807413179427385,-0.00115978578105569,0.00137028191238642,0.00338264368474483,-0.00275215646252036,-0.00143110030330718
"20",-0.00379611062817276,-0.0141655849292874,0.0042603905312717,-0.000152553868247196,-0.00703740399330854,9.41063844948076e-05,0.00119129871018231,-0.00286715989932418,0.0018696136539802,0.0015791185433045
"21",0.0050948397256434,-0.020025011152029,0.00377313722856343,0.00734656909480691,-0.00413436209782958,0.0027685696259141,0.00233994983136654,-0.00195610010996461,0.00234088161960244,0.00177910563070327
