"","BAC","MSFT","JPM","XOM","INTC","GE","CSCO","JNJ","IBM","PFE"
"1",-0.000120519100164529,0.014148541726172,-0.0043772691860795,-0.00144084508065134,0.000324755441397429,0.00525448843836784,-0.00306779006496072,0.00415106164291501,-0.00166150799486786,-0.00149914086796343
"2",0.00770061230286956,0.00681959046050906,0.000848028750624508,-0.00733281951397657,-0.000431187072535977,0.000775398511905223,-0.00119017460383475,-0.00157984578981996,0.000591318064834923,-0.00420374562963843
"3",-0.00651789084076881,-0.00191873661242425,0.00437192711979151,-0.00203090882860124,-0.00928363669663668,-0.00479071633890271,0.00396646885201335,0.000320270133670419,-0.00097925728186965,-0.00112246989738196
"4",0.0491061173379421,0.00295109977014363,-0.0198696125298738,0.00147362728603184,-0.00599240651354194,-0.000596618803683668,-0.000795958563685417,0.00356074958108366,-0.00336576951667666,0.00633145775645971
"5",0.0181972179561853,0.000404040765715763,0.00013795577979181,0.00477549433708191,0.0028514068108052,0.00698295840993524,-0.0178645625710487,0.000212632599868812,-0.00173203821759671,0.0013522575609386
"6",-0.0166437644511461,0.00249116215854883,0.00666119670495391,-0.000533512618858367,-0.00351897277869284,0.00145987910218537,-0.00982721988111734,-0.00298451632261276,-0.00679741054773331,0.000659779994748533
"7",-0.000764637487009168,-0.00310266111046076,-0.0234975945204496,0.000154440247570165,-0.00537124695256352,-0.00158587109763175,-0.0075763282366097,-0.00084740063175559,-0.00430415570735931,-7.98441178631037e-05
"8",0.00525794271379709,-0.0059335078112781,0.00856622029095888,-0.00337892770767212,0.00476281996816397,-0.00381905678659678,-0.00186077365651727,-0.00133773125708103,0.00355975818820298,7.92952487245202e-05
"9",-0.00392341613769531,0.000798222550656646,0.00751229142770171,0.00549292052164674,0.0101963188499212,0.00153492169920355,0.00844292808324099,0.00121740344911814,-0.00286171608604491,0.00248491577804089
"10",0.0319828912615776,-0.00262566632591188,-0.00857302267104387,0.00167718506418169,-0.001001215307042,-0.00531656201928854,0.00437251245602965,-0.00082581874448806,0.00767636531963944,0.000403269747039303
"11",0.00741868279874325,0.00527582922950387,-0.00159853557124734,-0.00100982317235321,-0.00124541472177953,-0.00454465160146356,0.00343066942878067,0.00422018021345139,0.000511457095853984,3.76117823179811e-05
"12",-0.0101570934057236,-0.00287490733899176,-0.000834594247862697,-0.00423578126356006,-0.0015338659286499,0.00376655487343669,-0.00455598067492247,-0.00385142304003239,0.0015627178363502,0.00127267034258693
"13",0.0213437601923943,-0.0010217324597761,0.0130224721506238,-9.36609576456249e-05,-0.00453726574778557,-0.00385036109946668,0.0108576733618975,-0.000606703921221197,0.000709083920810372,-0.0027510856743902
"14",-0.000165728182764724,-0.00288817868568003,-0.00843404978513718,-9.10397920961259e-06,-0.00491483090445399,-0.00297130551189184,-0.00229867221787572,0.00524002080783248,-0.00210122088901699,0.00202347571030259
"15",-0.00513485725969076,-0.00478936079889536,-0.00698511488735676,-0.00372742931358516,0.00936234649270773,-0.00260418793186545,0.000785326701588929,0.000289853167487308,-0.00293235550634563,-0.000734147208277136
"16",0.0264054201543331,0.00333712343126535,-0.00202202168293297,-0.00422965036705136,0.00601378129795194,0.000316826888592914,-0.00426995614543557,-0.00174851028714329,0.0036755760665983,0.00309667270630598
"17",0.0027058373671025,-0.00357357924804091,0.00510971015319228,-0.000919762183912098,0.00403792131692171,-0.00418903492391109,-0.00701138516888022,-3.17893682222348e-05,-0.00200461596250534,0.0014054796192795
"18",-0.0137034254148602,0.000173752632690594,0.00974382925778627,-0.00207156431861222,0.00946385134011507,-0.00585812982171774,-0.0100179687142372,0.00196102913469076,0.00252508744597435,0.00175650930032134
"19",0.0109496368095279,-0.000288950424874201,0.00175957090687007,-0.00311292614787817,0.0073559395968914,0.00525654712691903,-0.003480069572106,-0.00113053899258375,0.00117569998838007,0.00129701558034867
"20",0.00119529105722904,-0.00527577381581068,0.0011791322613135,0.000572102959267795,-0.00515710841864347,0.00238784169778228,-0.000970699300523847,-0.000435306457802653,0.00325008505024016,-0.000275962171144783
"21",-0.0112901208922267,0.00516944564878941,-0.00797083880752325,-0.0022340405266732,-0.00976934283971786,-0.00400979071855545,0.00891492888331413,0.00547411292791367,0.00213029817678034,0.00128637603484094
