"","AAPL","MSFT","BA","JPM","INTC","V","CSCO","JNJ","DIS","XOM"
"1",-0.000279570405837148,0.000237363594351336,0.00228452775627375,-0.00601208303123713,0.00366692338138819,-0.00405327044427395,-0.00465520285069942,0.00202652649022639,-0.00580859975889325,0.00787882041186094
"2",-0.00225594313815236,0.0105832265689969,0.000199570466065779,-0.00115480064414442,-0.0029866008553654,0.00230096257291734,0.00735507300123572,-0.0059669753536582,-0.00290186610072851,0.00434079952538013
"3",0.00218428624793887,0.00665843021124601,0.01347875315696,0.00792800728231668,-0.013439804315567,-0.00541028939187527,-0.0037111509591341,0.00166302232537419,-0.00338386837393045,-0.00168383936397731
"4",-0.000463173841126263,0.00212146970443428,0.00164611346554011,-0.00570318149402738,-0.000188465433893725,0.000879339990206063,0.00997323077172041,-0.00163281336426735,0.00260197371244431,-0.00320020224899054
"5",0.00199660216458142,0.00172057398594916,-0.00433210283517838,0.011281531304121,-0.00206920551136136,-0.00657843425869942,0.00347764091566205,0.00420062942430377,0.00382498954422772,0.00570666277781129
"6",0.000426031649112701,-0.0030156506691128,0.00995365064591169,0.00132543034851551,-0.00539603969082236,0.00579063501209021,-0.000867577677126974,0.000836634077131748,0.00238094641827047,-0.0105725480243564
"7",-0.00144772115163505,-9.24344567465596e-05,0.00511333718895912,0.0019130731234327,-0.00285124289803207,-0.00145201035775244,-0.000304109766148031,-0.00279980711638927,-0.00144313008058816,0.00571186095476151
"8",0.00355605850927532,-0.00163804145995528,0.0150612276047468,-0.000376996234990656,-0.00684005534276366,0.00798074714839458,-0.000299711304251105,-0.000647816981654614,0.00252787908539176,0.00139265868347138
"9",0.00918089598417282,-0.00896295625716448,0.00670226011425257,-0.0080583468079567,-0.00254263076931238,-0.00616781413555145,0.00170090270694345,0.00106670428067446,-0.00299168517813087,0.00188786361832172
"10",0.00659139966592193,-0.00217532436363399,0.00263974699191749,-0.00172204768750817,0.00896830204874277,0.00615323148667812,0.00727343186736107,0.00304417707957327,0.00136682996526361,0.0041029779240489
"11",0.00280951312743127,0.00213384651578963,0.00599323958158493,-0.00558193307369947,-0.00176634185481817,-0.00340301939286292,0.00683030067011714,0.000978736323304474,-0.00321791553869843,-0.0059159304946661
"12",0.00204689055681229,-0.00330507638864219,0.00153702427633107,-0.000208280340302736,-0.00757856573909521,0.00242094369605184,-0.0031725715380162,-0.000758487556595355,0.00586785981431603,0.00303003331646323
"13",0.00425452878698707,0.00617622351273894,0.00737957563251257,0.000890530238393694,0.00404782453551888,-0.00520129175856709,-0.000997962895780802,0.00124604115262628,0.00180277915205806,0.0103233475238085
"14",0.00616556499153376,0.00674525881186128,0.00615158444270492,7.46162550058216e-05,-0.00512301828712225,0.0113240573555231,-0.00308081251569092,0.000846328039187938,0.00021862167341169,-0.00350205088034272
"15",0.00145401526242495,-0.00836259592324495,0.00538062211126089,-0.00108592899050564,-0.0122794779017568,-0.00487667322158813,-0.00692071812227368,0.000851177785079926,0.000276403996394947,0.00175703805871308
"16",0.00207182695157826,0.00204549124464393,0.0147491209208965,-0.00220376602374017,-0.00415588170289993,0.007258509285748,-0.00945411715656519,-0.000218559827771969,0.00529136881232262,0.00409778021275997
"17",-0.00922482367604971,0.00304763065651059,-0.00120497576426715,-0.00512025598436594,-0.00286800670437515,-6.54394316370599e-05,0.00181276467628777,-0.00126293406356126,0.000625462271273136,-0.00556086283177137
"18",0.000471441890113056,-0.0101343588903546,0.00458506355062127,-0.00650572823360562,-0.00662756478413939,0.00873229932039976,-0.00239762361161411,0.000289787101792172,0.00288398074917495,0.00584098557010293
"19",0.00218742224387825,0.00357197574339807,0.0104811992496252,-0.000885427580215037,0.00529715465381742,-0.00179660529829562,0.00423281081020832,-0.000510287936776876,-3.78738586732652e-05,-0.00175096991006285
"20",0.000637759570963681,0.00598778389394283,0.00986549165099859,-0.000377685559215024,-0.0062153865583241,0.00857987813651562,0.00714892148971558,0.00230631837621331,0.00563136814162135,0.00503726489841938
"21",0.00114037585444748,-0.0188922043889761,0.0160525944083929,0.000210722268093377,-0.00503864604979753,-0.00206225248984993,0.00393514428287745,-0.000452280713943765,-0.000957616022787988,0.00509865954518318
