"","BAC","MSFT","JPM","XOM","INTC","GE","CSCO","IBM","JNJ","CAT"
"1",-0.00805354025214911,0.0130950920283794,-0.0126960203051567,0.00263514439575374,0.0045470162294805,-0.00159712880849838,0.000541483284905553,-0.00150197348557413,-0.00142636732198298,0.00578895211219788
"2",0.0226516034454107,-0.000536156876478344,-0.0167847387492657,-7.77630993979983e-05,0.0113203786313534,0.0129893254488707,0.0115876039490104,-0.00178179191425443,0.000449387269327417,0.00163212092593312
"3",0.00317883235402405,0.00341939716599882,0.00573258195072412,-0.00770882004871964,0.0127056892961264,0.00602859351783991,0.00729219382628798,-0.00472862739115953,-0.00232651713304222,-0.00934689957648516
"4",-0.00894054397940636,-0.0138054937124252,-0.00344568723812699,-0.00363570218905807,0.00129224162083119,-0.00506303878501058,0.00720539595931768,-0.00636757118627429,-0.00278803403489292,-0.0220159683376551
"5",-0.0117297153919935,-0.00363830081187189,0.00429331511259079,-0.0115303080528975,0.00252023804932833,-0.00167074392084032,0.00116301188245416,-0.00331167946569622,0.00160363863687962,-0.00713343406096101
"6",-0.0101372450590134,0.00155080284457654,-0.0053856885060668,-0.00649819569662213,0.00963660329580307,0.00206901016645133,0.00415789475664496,-0.00331909372471273,-0.00123378541320562,-0.00076249853009358
"7",-0.00887215044349432,0.00688798679038882,0.00161718646995723,-0.00813810434192419,-0.00167636317200959,0.00142181664705276,-0.0199597515165806,-0.00308461929671466,-0.00120424025226384,0.011372048407793
"8",-5.92466967646033e-05,-0.00238268100656569,0.00193213415332139,0.00258729653432965,0.00762653723359108,-0.00268440716899931,0.010842808522284,-0.006150106433779,0.00171368150040507,0.00569818494841456
"9",-0.00920826755464077,0.00412988290190697,-0.0162330213934183,0.00739555712789297,-0.00711240107193589,-0.000630257709417492,-0.00187153066508472,0.0019922498613596,-0.000495096202939749,0.00729639641940594
"10",-0.00922873988747597,-0.00982568319886923,0.000776860979385674,0.0103428438305855,0.000591643678490072,0.00795632321387529,-0.00644124997779727,0.00113618467003107,-0.0039005319122225,-0.00669554946944118
"11",-0.0060980562120676,-0.00476744305342436,-0.0375903137028217,0.00204486469738185,0.0018774017225951,-0.00450006406754255,0.000399127107812092,-0.00135183881502599,0.00195433921180665,0.00323551218025386
"12",-0.00298913358710706,0.0070979637093842,-0.0165209528058767,-0.00125846290029585,-0.00827652588486671,-0.00266250176355243,-0.00539160240441561,0.0051724798977375,0.00355544523335993,0.00398294162005186
"13",-0.016057513654232,0.00233414466492832,-0.000993547611869872,-0.000787525379564613,0.00138242659159005,-0.0127137368544936,0.00304901669733226,-0.00396699877455831,-0.00222429982386529,-0.0133019238710403
"14",-0.0139699652791023,-0.00448399223387241,-0.00599368894472718,0.00100304465740919,0.00779622560366988,-0.00717595685273409,-0.0019652945920825,0.00146119715645909,-0.000289618241367862,-0.0181233640760183
"15",-0.0197855643928051,-0.00945116393268108,0.00911968015134335,-0.0021708260755986,-0.000793666345998645,-0.00245939893648028,0.0113910445943475,0.00160839303862303,0.00180652656126767,-0.00197757640853524
"16",-0.0132163101807237,0.00701442407444119,0.000164175173267722,-0.0055685113184154,-0.00197695894166827,-0.0056281853467226,0.00662782089784741,-0.00160031521227211,-0.00202588108368218,0.0149060934782028
"17",-0.00860107503831387,-0.00422353344038129,-0.00410369876772165,-0.0087399547919631,0.00379235274158418,0.00383469834923744,0.00119276309851557,0.000914420990739018,0.00129503605421633,-0.00322262244299054
"18",-0.00555047951638699,-5.1544998314057e-06,0.00314165442250669,-0.0032478419598192,0.00053791917162016,-0.00970961712300777,0.00323321111500263,-0.000468039914267138,0.00307135935872793,0.000852664234116673
"19",-0.0104736657813191,0.0031854952685535,-0.0163696557283401,-0.00495101558044553,0.00377730908803642,0.0039159907028079,0.000160641589900479,-0.00122194597497582,0.000190532067790627,-3.33905009028967e-05
"20",-0.0102672595530748,0.000740239978767931,-0.00497910147532821,0.00367921497672796,0.00060507352463901,-0.00134133943356574,-0.00314288889057934,0.00132301519624889,-0.00017911393661052,-0.00522221159189939
"21",-0.00275626219809055,0.00563136814162135,-0.0259771589189768,8.51518343552016e-05,-0.00320950010791421,-0.000868433795403689,-0.0055127926170826,-0.000537903106305748,0.00279431138187647,0.00501062348484993
