"","BAC","XOM","JPM","GE","MSFT","WMT","CSCO","INTC","PG","CVX"
"1",0.0109373778104782,-0.00310139288194478,-0.00633447850123048,-0.0263433326035738,0.0150697268545628,0.000932283001020551,-0.00541170407086611,-0.0147550217807293,0.000758817419409752,-0.0141252689063549
"2",-0.00129826203919947,-0.0114534720778465,-0.00477083260193467,0.00268020341172814,-0.00920246634632349,0.000242543595959432,0.00332726701162755,0.00500748166814446,0.00198774132877588,-0.00110289105214179
"3",0.00214137556031346,-0.00508237257599831,0.00168166181538254,-0.0056766914203763,-0.0122290141880512,-0.00254452601075172,0.00315963244065642,-0.0129872988909483,-0.00891224201768637,-0.00185699772555381
"4",-0.0307574700564146,-0.00179369666147977,-0.00353798503056169,0.00251009385101497,0.00861448049545288,-0.00198390614241362,0.00147474859841168,0.0105782356113195,-0.0148740345612168,0.0230918955057859
"5",0.0147427003830671,0.0112265627831221,0.0200040340423584,-0.00697222212329507,-0.0231667459011078,0.00252293678931892,-0.00305431941524148,-0.0148076992481947,-0.00316124595701694,-0.00308327726088464
"6",0.0259479712694883,-0.000787159893661737,-0.00834926497191191,-0.0268485806882381,-0.000146236343425699,0.00746773881837726,0.00085100915748626,-0.00508849276229739,-0.00064842018764466,-0.0121350837871432
"7",-0.0153660010546446,0.0106568699702621,-0.00683724647387862,0.0168654378503561,0.00157996418420225,0.000639975012745708,0.0102376034483314,-0.00438406225293875,-0.0104072177782655,0.00630737468600273
"8",0.00661706412211061,-2.24123305088142e-05,0.00964066106826067,-0.0453213043510914,-0.00110047159250826,-0.00436863349750638,0.00343929207883775,-0.00563225615769625,-0.00842325855046511,-0.00409775599837303
"9",0.0166875906288624,0.00872745737433434,0.0110472235828638,-0.0115478066727519,0.0044004307128489,0.00345979235135019,0.00362950190901756,-0.00476404279470444,0.00289495335891843,0.00540533987805247
"10",0.0552754700183868,-0.00109796866308898,-0.0166471283882856,-0.00149385677650571,0.0160533133894205,0.00491344928741455,-0.00627931673079729,0.00304965581744909,-0.00133934034965932,-0.0159048717468977
"11",0.0235837306827307,0.0084539633244276,0.0107287550345063,-0.0218912325799465,-0.00593097461387515,-0.00355716748163104,0.00977267324924469,-0.00204756809398532,-0.00403276178985834,0.00709163350984454
"12",0.000358866411261261,0.000401364959543571,-0.00655562244355679,0.011458239518106,0.0196434147655964,0.00119819561950862,-0.0173986945301294,0.012979201041162,0.00035519283846952,-0.00537324883043766
"13",0.0182111077010632,-0.00371526391245425,0.00919636245816946,0.00661192368716002,0.00323092448525131,0.00433516409248114,0.00546440947800875,-0.00133660458959639,0.0135496715083718,-0.00471228407695889
"14",-0.0266956649720669,-0.00513313477858901,0.0201804470270872,0.000352887669578195,0.00179991859477013,0.0022647981531918,0.0091424472630024,0.00270363385789096,-0.00463590864092112,-0.00316066644154489
"15",0.0470521077513695,-0.012956871651113,-0.00028072705026716,0.00336208613589406,0.0240861978381872,-0.00582798570394516,0.000787413620855659,-0.00445146765559912,0.00467560207471251,-0.00600884156301618
"16",0.018595015630126,-0.00130373961292207,0.0145397866144776,-0.0560534186661243,-0.0189482420682907,0.00567377591505647,0.00103793467860669,-0.00281837815418839,-0.000100499812106136,-0.0141041520982981
"17",0.0369450114667416,0.00642570247873664,0.00957331992685795,-0.00422372063621879,-0.00851820409297943,0.00873223133385181,-0.00406751129776239,-0.0183639023452997,-0.00152508041355759,0.00320696784183383
"18",-0.0125145940110087,0.00151148263830692,0.00273548788391054,-0.00228154216893017,0.021748673170805,-0.00320640625432134,0.00293939188122749,-0.0114460550248623,0.00807755067944527,-0.00521652260795236
"19",0.000913509691599756,-0.0108373211696744,-0.00433861603960395,-0.00244583422318101,0.0064105000346899,0.0106534250080585,-0.00467655621469021,-0.0106334388256073,0.00204665609635413,-0.00897296890616417
"20",0.0251971744000912,-0.00199331948533654,-0.00540469214320183,0.00893455091863871,0.00398904737085104,0.00478916522115469,0.0133581832051277,0.00410459982231259,0.0012629107804969,-0.010783608071506
"21",-0.000415606831666082,0.00913833640515804,-0.0109026692807674,-0.0459899716079235,0.00535372132435441,-0.00536882365122437,-0.00446771970018744,0.0122264018282294,-0.00482668727636337,-0.013634230941534
