"","BAC","MSFT","JPM","XOM","GE","INTC","JNJ","CSCO","PFE","IBM"
"1",0.0149231655523181,-0.00051329645793885,-0.0108921388164163,-0.00550343794748187,0.0039773597382009,0.000525469775311649,0.0014809297863394,0.00114952714648098,-0.00225634011439979,-0.00129554665181786
"2",0.00623557111248374,0.00135891314130276,-0.00684086419641972,-0.000742854666896164,0.00866242963820696,-0.00281181535683572,0.00159404845908284,0.00413271086290479,0.00147410342469811,0.00941051542758942
"3",-0.0141098517924547,-0.00193336501251906,0.00477287173271179,-0.00972858723253012,0.00163039518520236,0.00222185580059886,-0.00451710633933544,-0.00267401384189725,0.0012092967517674,0.00505063822492957
"4",-0.0194025300443172,-0.00929286424070597,0.0124307256191969,0.00452843261882663,0.00427436549216509,-0.0019061736529693,0.00393157312646508,-0.00109028187580407,-0.00346662313677371,-0.00427403720095754
"5",-0.0215942617505789,-0.0139671918004751,0.00221718056127429,0.0017602953594178,0.00130515650380403,-0.0187478102743626,0.00181122298818082,0.00132285815197974,-0.00537094101309776,-0.00482437154278159
"6",-0.0146285016089678,-0.00654872646555305,0.00799341779202223,0.000159565010108054,-0.00295253773219883,-0.00666929548606277,-0.000324257736792788,-0.00321998517028987,-0.0050999759696424,0.00048230413813144
"7",-0.00132264371495694,-0.0126046212390065,0.00676582148298621,0.00289194472134113,0.00311651057563722,0.0045492104254663,-0.00354828243143857,-0.00850760750472546,-0.00491279549896717,-0.00254337652586401
"8",0.00270797405391932,-0.0071326857432723,-0.00614599417895079,0.00418682908639312,-0.00476694898679852,-0.00172379065770656,0.00157107948325574,-0.00353221432305872,0.0015945757040754,0.00691025005653501
"9",0.0089626694098115,-0.008517786860466,0.0150074027478695,0.00146435468923301,0.00467514339834452,0.00367612624540925,-0.00156479317229241,-0.00231626955792308,0.000497841276228428,0.00333016575314105
"10",0.00896516349166632,0.00495900539681315,-0.00367582752369344,-0.00191651249770075,-0.00427679205313325,-0.000304248300381005,-0.000424209807533771,-0.000625989458058029,0.00757731264457107,-0.0038528882432729
"11",0.00788612477481365,0.00252910424023867,0.0112694520503283,-0.00536260148510337,-0.00443317554891109,-0.00532433949410915,0.00069028465077281,0.000538154039531946,-0.00148364854976535,7.57020388846286e-05
"12",0.00809296406805515,0.00641802698373795,-0.0106762414798141,0.001189038855955,0.00225872080773115,0.000450912455562502,-0.000126239101518877,-0.00196076603606343,-0.000975928036496043,-0.00545726297423244
"13",0.000559297390282154,-0.000478786474559456,-0.00182277162093669,0.00314289587549865,0.00123405084013939,-0.00283257919363678,-0.00217538792639971,-0.00845081359148026,-0.00051810871809721,-0.00107066996861249
"14",-0.0262443535029888,-0.00127139233518392,0.00142092723399401,0.00220294343307614,9.88640749710612e-05,0.000145038895425387,0.000981246470473707,-0.00300896330736578,-0.000560304964892566,0.00180145050399005
"15",0.0148253152146935,-0.00958797708153725,-0.00459720054641366,-0.00163491733837873,-0.00197637942619622,-0.0113272499293089,-0.00089812179794535,-0.00550737651064992,-0.00196834094822407,0.00347743276506662
"16",-0.0112819196656346,-0.0103654088452458,0.00461038528010249,0.000111175075289793,0.00128836766816676,-0.00943574495613575,-0.00103136920370162,-0.00757155241444707,-0.00250515807420015,-0.000189620433957316
"17",-0.00461821909993887,-0.00919050816446543,-0.000531551777385175,0.00545811001211405,0.00591641198843718,0.00590771483257413,0.000776104745455086,-0.00620618555694818,-0.00231727305799723,0.000614037795457989
"18",0.0137208122760057,-0.00184923084452748,0.000968926528003067,0.00358611857518554,-0.00409092660993338,-0.000964030798058957,-0.000105770937807392,-0.0101853925734758,0.000109803608211223,-0.000868726405315101
"19",-0.00305083720013499,-0.00383856380358338,0.00461637321859598,-0.00118796958122402,-0.00123248528689146,-0.00899881310760975,-0.00163108168635517,-0.00757431238889694,0.00264418055303395,-0.00300564989447594
"20",0.0157653726637363,-0.0019475860754028,0.0061222342774272,-0.00392130576074123,-0.00440526334568858,0.00221222313120961,-0.000931313203182071,-0.00467476947233081,0.0045812358148396,-0.00192468531895429
"21",-0.00586666911840439,0.000769370817579329,0.0126860355958343,0.00104063481558114,0.00312431994825602,-0.00080710172187537,0.00193238514475524,-0.00272502400912344,-0.0037432424724102,-0.00467766262590885
