"","AAPL","MSFT","GE","DIS","PFE","JPM","XOM","JNJ","V","INTC"
"1",0.00308614945970476,0.0164893921464682,0.00638715038076043,-0.00164868799038231,0.000881778541952372,-0.00718318903818727,0.00161165813915431,-0.00137446809094399,0.00186772004235536,-0.00125340546946973
"2",0.000184022952453233,0.00185085425619036,-0.00358578888699412,0.000192135601537302,-0.00206350046209991,-7.0078021963127e-05,-0.00717289419844747,-0.00407027592882514,-0.00482116313651204,-0.00266949529759586
"3",0.019076582044363,-0.00385345495305955,-0.00767527474090457,0.00213193218223751,-0.00265349401161075,-0.00173422286752611,0.00464867101982236,0.00215474283322692,-0.00119487755000591,0.0160008929669857
"4",-0.000717573857400566,0.00442387955263257,-0.00013501342618838,0.00141387735493481,0.0027337153442204,0.000415166490711272,0.00665640411898494,0.00346017978154123,-0.00536510301753879,-0.00138332461938262
"5",-0.00955411978065968,-0.00167858460918069,0.00287934066727757,0.00525545189157128,-0.00574125908315182,0.000487239565700293,0.00423134816810489,-0.00170978391543031,-0.00948668550699949,-0.0125618893653154
"6",0.00726292096078396,0.0347333811223507,0.00178304151631892,-0.00376555812545121,-0.00152774294838309,0.00119730096776038,-0.00296435668133199,0.00176428875420243,-0.011248392984271,-0.00162592541892081
"7",-0.0187296271324158,-0.0110208904370666,0.00495214201509953,-0.00376832881011069,-0.00505146058276296,0.00218079518526793,-0.00352616212330759,0.00223136669956148,-0.0112208388745785,0.00221874308772385
"8",-0.00100043846759945,-0.00389059842564166,0.00120020029135048,0.000854236830491573,-0.00230345828458667,-0.00341880158521235,-0.00406310008838773,0.00269340933300555,-0.000431902328273281,0.00179789797402918
"9",-0.00487929861992598,-0.00877421163022518,0.00488652801141143,-0.00783886946737766,-0.0117116970941424,0.00669255666434765,0.00111281441058964,0.00363501720130444,-0.00312551902607083,0.0110424375161529
"10",0.00260314578190446,0.00306081073358655,0.00010869323159568,-0.00807330477982759,0.00178013427648693,-0.0171995013952255,-0.00725716166198254,0.00483637349680066,-0.0110875209793448,-0.00181024929042906
"11",-0.00695053674280643,-0.00310733146034181,0.0041866828687489,-0.00270330812782049,0.00333913578651845,-0.00237847003154457,0.00103990582283586,0.00200402713380754,-0.00924191065132618,0.00223906664177775
"12",0.0153797715902328,0.0103405294939876,0.00183418078813702,0.002153554931283,-0.00527940643951297,-0.000354660878656432,-0.000284876237856224,0.00175210938323289,-0.000161373769515194,-0.00857342127710581
"13",0.00338587863370776,-0.011041154153645,-0.000826120609417558,0.00229903683066368,-0.00465032504871488,0.00185730331577361,-0.00157504435628653,0.00174829992465675,-0.0118781439960003,-0.00371643947437406
"14",0.00447082985192537,0.00802148971706629,-0.00155848625581712,0.00488386210054159,-0.00857196561992168,0.00312529946677387,-0.00247388076968491,0.00138403614982963,-0.00538581749424338,-0.000525572395417839
"15",0.000843140936922282,0.00196527596563101,0.0033181777689606,0.00351535063236952,0.00128537963610142,0.00266084657050669,-0.00185637047979981,0.0032836776226759,0.00353778852149844,-0.000552489887923002
"16",-0.00722026592120528,0.00522257806733251,-0.000256988656474277,-0.00325839384458959,-0.00292479735799134,-0.000862787885125726,-0.0027879779227078,0.00270741386339068,0.000108151929453015,0.00211447151377797
"17",-0.00607128953561187,0.00918021611869335,0.00100631651002914,-0.00229888246394694,-0.00112768146209419,0.00132925715297461,0.00191983405966312,0.00692383013665676,-0.009139034897089,0.000778153713326901
"18",-0.00525991059839725,-0.00309811206534505,0.00136018358170986,-0.0079749533906579,-0.00374110462144017,-0.00673784408718348,-0.00724347680807114,0.00228847470134497,-0.000844566966407001,-0.00376637047156692
"19",-0.00123337749391794,-0.00743442261591554,-0.00230471510440111,-0.00816736929118633,-0.00815774779766798,-0.00481361476704478,0.00143951852805912,0.000809640565421432,-0.0137741481885314,-0.00246339710429311
"20",0.00320132612250745,-0.00639345403760672,-0.0013851965777576,-0.000935475109145045,0.00293512525968254,-0.00674612540751696,-0.00938177201896906,0.0046901497989893,-0.0100446129217744,-0.00326105137355626
"21",0.0226755235344172,-2.43174454226391e-05,0.00298716221004725,-0.00283896108157933,0.0020544312428683,-0.00551616353914142,-0.00626868428662419,-4.10897264373489e-05,-0.00315126171335578,-0.000909017689991742
