"","BAC","MSFT","XOM","JPM","CSCO","INTC","GE","IBM","PFE","CAT"
"1",-0.0512418039143085,0.0130617767572403,0.00207195687107742,0.0164007395505905,0.0148714557290077,-0.00361804757267237,-0.0078496765345335,0.00476647820323706,0.00648993859067559,0.052048709243536
"2",0.00627396302297711,0.00662918761372566,-0.000282292749034241,-0.0283481925725937,0.00312277884222567,0.00570055609568954,0.0185976698994637,0.0162722188979387,-0.0068412022665143,0.0243101716041565
"3",0.00109409645665437,-0.0030786853749305,0.0145668284967542,0.0240086615085602,-0.0365256331861019,-0.00258232420310378,-0.00978417601436377,-0.00403679022565484,-0.000997671158984303,-0.0116087198257446
"4",-0.0200889147818089,-0.00411731004714966,-0.00159951765090227,0.0423500388860703,-0.000358257471816614,-0.00308750895783305,-0.0037651602178812,-2.88390469904698e-06,0.00217622378841043,0.0407037511467934
"5",0.00269820704124868,0.00823809858411551,0.00281448336318135,0.0102513646706939,0.00844260305166245,0.00614624656736851,0.0177646968513727,-0.00212666322477162,0.00182496861089021,0.042003259062767
"6",0.00796807743608952,-0.0067658694460988,-0.00469715800136328,-0.00762380938977003,-0.00824595708400011,0.00467413011938334,0.00646481104195118,0.00472470419481397,-0.0105814086273313,0.00193037814460695
"7",-0.0101985018700361,0.00237060058861971,0.00723075121641159,-0.012695281766355,-0.00223224190995097,-0.00460910145193338,0.00708591844886541,-9.0876719696098e-06,0.00202503823675215,0.0207287352532148
"8",-0.0286117028445005,-0.00850223656743765,-0.00583229213953018,0.01840465888381,-0.0179178509861231,0.00327089196071029,-0.00706542003899813,-0.00113132991828024,-0.00326242833398283,0.0556800365447998
"9",0.00503164948895574,-0.000879589642863721,0.0115221105515957,-0.0186449717730284,-0.000460743787698448,-0.00553703820332885,0.00890563149005175,-0.00567308207973838,-0.00115704815834761,-0.00737462006509304
"10",0.00366141693666577,-0.00317858322523534,0.0047054341994226,-0.000773134233895689,-0.012629839591682,0.00138749368488789,0.00282297958619893,0.00217796396464109,-0.00228910543955863,-0.00949428044259548
"11",0.0285013224929571,0.00659799668937922,-0.00726771494373679,-0.00230056419968605,0.0142696918919683,-0.00338376732543111,-0.00476431380957365,0.00573063362389803,0.000870684394612908,0.0386005863547325
"12",-0.00260612647980452,0.00103343476075679,-0.00229004141874611,-0.00695520639419556,-0.0037792781367898,-0.0021126267965883,-0.00076739169890061,-0.00239049200899899,-0.00347417080774903,0.027883879840374
"13",-0.000101183642982505,-0.0114225689321756,0.00340594188310206,-0.00281450711190701,-0.0039040322881192,0.0040825535543263,0.00659777130931616,0.00133434764575213,-0.00641700765118003,0.00338424765504897
"14",2.87477159872651e-05,0.000482781237224117,-0.00661520659923553,-0.00687897391617298,0.00365407927893102,0.00157422560732812,0.00022918387548998,0.000843744084704667,0.00253819534555078,0.0405175909399986
"15",0.00664391042664647,0.00762637052685022,-0.0054737376049161,-0.00460207974538207,0.00169920781627297,-0.00166488264221698,-0.00237844767980278,0.00155444862321019,0.00180683564394712,0.0226867496967316
"16",0.00194253178779036,0.000498658744618297,0.00285467295907438,0.00448515126481652,-0.00244411313906312,-0.00291385012678802,-0.00257906364277005,0.0038775154389441,0.00591536518186331,-0.00807797815650702
"17",-0.00145876046735793,-0.00145014387089759,0.00668763741850853,0.0137304551899433,0.00239490042440593,-0.00133603229187429,0.00220187194645405,-0.0015718056820333,-0.00105186668224633,0.0155448699370027
"18",0.0120251988992095,-0.00465152226388454,0.000218523753574118,0.0108352554962039,0.00402281619608402,0.0045024249702692,0.00428462773561478,-0.00170946901198477,-0.0037514315918088,0.0390021950006485
"19",-0.00100952305365354,0.00133396103046834,-0.00417335750535131,-0.00695007387548685,0.0041497191414237,-0.000219722976908088,-0.00692989211529493,-0.00129540148191154,0.00159695732872933,-0.000823008653242141
"20",-0.00327220442704856,-0.0057635884732008,0.00586156127974391,-0.0116057703271508,-0.0100816888734698,-0.00553909176960588,-0.00733238831162453,0.00512001104652882,-0.00631358660757542,0.00224988348782063
"21",-3.33014031639323e-05,0.00407884968444705,-0.00244772061705589,0.00147007941268384,0.000751796527765691,-0.00384154124185443,0.00566941732540727,0.010670474730432,0.00326907704584301,0.0339673422276974
