"","BAC","MSFT","JPM","XOM","INTC","GE","CSCO","IBM","CAT","PFE"
"1",-0.00720557756721973,0.010625428520143,-0.00750767113640904,-0.000263901107246056,-0.00718506844714284,-0.000198500114493072,0.00250677834264934,-0.00809759553521872,0.00154591235332191,-0.000939458434004337
"2",-0.0061298287473619,-0.00646453117951751,-0.0224134381860495,-0.00765850674360991,0.00146739603951573,-0.000517374137416482,-0.00146051973570138,-0.0019912978168577,0.00421365210786462,-0.00778482807800174
"3",0.0163244791328907,0.00893119256943464,-0.013770928606391,-0.00667528109624982,-0.0014358147745952,-0.00183942366857082,-0.00771948229521513,-0.00042286011739634,0.0136352395638824,0.00977412611246109
"4",-0.0055338442325592,0.00255967327393591,0.0284015946090221,-0.00556801212951541,0.00321924267336726,0.00198031472973526,0.0119064934551716,-0.000522929010912776,-0.0103440890088677,-0.00620511034503579
"5",-0.0140562374144793,-0.00198843772523105,-0.00635107420384884,0.00378003623336554,0.0052939779125154,-5.11368598381523e-05,-0.00658908998593688,-0.0051246639341116,0.00544325681403279,0.00194702495355159
"6",-0.00206544226966798,0.00571041367948055,0.00973368249833584,0.00465349853038788,-0.00385364005342126,0.00243578408844769,-0.00238451408222318,0.000507068529259413,-0.00592736201360822,-0.00647561531513929
"7",-0.0177863165736198,0.000758178066462278,-0.00533854216337204,-0.000768792175222188,0.00533403037115932,0.00234955595806241,-0.000364722800441086,-0.0018317720387131,-0.00411831447854638,0.00330476020462811
"8",-0.019854448735714,0.00733936950564384,0.0146218528971076,0.000678028736729175,-0.00503778317943215,0.000306273839669302,-0.00505996588617563,-0.0109250033274293,-0.00293288915418088,0.000813994731288403
"9",0.0174520630389452,-0.00454516848549247,-0.00743253529071808,-0.00776787614449859,0.00456754863262177,0.00152899522799999,0.00876766536384821,-0.00317303114570677,0.00240821647457778,0.00112183147575706
"10",0.0151958130300045,0.00412010634317994,-0.00511891208589077,-0.00155554944649339,0.00347705348394811,-0.000126808066852391,-0.00449882401153445,0.00412584748119116,0.00526397582143545,-0.00146780209615827
"11",0.00182464474346489,-0.00416953582316637,0.000774524873122573,-0.00342754297889769,-0.000510877114720643,0.00107297336217016,-0.000266457296675071,-0.0116161722689867,-0.00947813969105482,-0.00180024490691721
"12",-0.0074678068049252,0.00381704187020659,-0.00405750889331102,-0.0051593566313386,0.00662690214812756,0.000501246599014848,0.000520329747814685,-0.000770158309023827,-0.00385307730175555,-0.000386188767151907
"13",0.00188074796460569,0.00288104475475848,0.00331650557927787,-0.00936052855104208,-0.000955515133682638,-0.00406823307275772,-0.00123695423826575,0.00258744601160288,-0.00930924247950315,-0.00492467824369669
"14",-0.00347313331440091,-0.00352181354537606,-0.0126345260068774,-0.00802023895084858,-0.00476652663201094,-0.00183923577424139,0.00428695743903518,-0.00573121104389429,0.00217112060636282,0.007391014136374
"15",-0.00178155570756644,0.0083684716373682,-0.00509743019938469,-0.0113274790346622,0.0070439507253468,0.00652788300067186,-0.0096255000680685,0.00189972121734172,-0.0149453189224005,-0.00325541524216533
"16",-0.00711442437022924,-0.00388336391188204,-0.0130069460719824,-0.00388226308859885,0.00267816591076553,-0.00154031068086624,0.00108030484989285,0.00155151216313243,0.00573977548629045,0.00483032409101725
"17",-0.0123001206666231,0.00192677462473512,-7.40970572223887e-05,-0.00357959279790521,0.00133689341600984,0.000150339576066472,-0.00217812065966427,-0.000568110204767436,-0.00355598470196128,-0.00471935095265508
"18",0.01511893235147,-0.00207386794500053,-0.0144363036379218,-0.000738929666113108,0.004265530500561,-0.00184171157889068,0.00340284290723503,0.00838464498519897,-0.00199677841737866,0.000958208984229714
"19",0.00996510870754719,-0.00207722373306751,-0.008100182749331,-0.00671999994665384,0.00413036067038774,0.00204885052517056,0.00403712037950754,-0.00171415030490607,-0.00467898091301322,0.00248495815321803
"20",0.00452479580417275,0.00274691032245755,-0.0208519287407398,0.00715875905007124,-0.00708153983578086,-0.00191913289017975,-0.00201172451488674,0.00486318860203028,0.00243016984313726,0.000924818799830973
"21",0.00972330663353205,-0.00412858230993152,-0.00814193207770586,-0.00198460300453007,0.00544343655928969,-0.00117002311162651,0.00286298966966569,0.000144326637382619,0.00346589856781065,-0.000111827182990965
