"","MSFT","INTC","XOM","C","GE","WMT","PFE","HPQ","JNJ","HD"
"1",0.00981115270406008,0.00942840520292521,0.000116050978249405,0.011655006557703,0.0022293662186712,0.00918020028620958,-0.00287844170816243,0.0170040968805552,0.00474576139822602,-0.0096390787512064
"2",0.0109396018087864,0.00893133040517569,-0.00483047822490335,0.00514161493629217,0.011144227348268,0.00350852473638952,-0.00678223976865411,0.024380449205637,0.00253465375863016,-0.00259653246030211
"3",-0.00196436233818531,0.00309832231141627,-0.00515219382941723,-0.00437727011740208,-0.0116550140082836,0.00323274475522339,-0.0028071531560272,-0.000238507505855523,-0.00692229578271508,-0.00153968785889447
"4",-0.000240022258367389,0.00913316197693348,0.00207027234137058,0.0056227627210319,0.00253497366793454,0.00134331092704087,-0.00637059612199664,0.0152194676920772,0.0029248371720314,0.0013011209666729
"5",-0.000277106650173664,-0.0125692319124937,0.00338648026809096,0.00436164252460003,0.00553599046543241,-0.00197298405691981,0.00721620302647352,0.000282805063761771,0.000985372927971184,-0.00188233191147447
"6",-0.00179089407902211,-0.0110769681632519,0.0213456135243177,-0.00118020351510495,-0.000850701937451959,-0.00445699598640203,-0.00540981162339449,-0.00641639297828078,-0.00208822917193174,-0.00599188124760985
"7",0.00042085733730346,0.0136731443926692,0.00131239637266845,-0.00346812582574785,0.00139391876291484,-0.00314972782507539,-0.0083392271772027,0.00601896364241838,-0.00411399779841304,-0.00632938044145703
"8",-0.00392267666757107,0.000384429440600798,0.0058943098410964,0.0182167496532202,0.00140130962245166,0.0101372869685292,0.000102718171547167,-0.00550605775788426,0.00160092988517135,-0.00625935336574912
"9",-0.00132799672428519,0.000660531339235604,-0.00325422361493111,-0.010423555970192,0.00196220097132027,0.00330558489076793,-0.00234679458662868,0.00470466399565339,-0.00361314858309925,-0.0042945658788085
"10",-0.000155946996528655,-0.0183834824711084,0.0146339042112231,0.00210925587452948,-0.00582050438970327,0.0104254940524697,0.00264247553423047,-0.00376463937573135,-0.00124423403758556,-0.00512672681361437
"11",0.00210747797973454,-0.00224355584941804,0.000800492241978645,-0.00472390372306108,-0.000586973677854985,0.00122917629778385,-0.00329752266407013,0.00743552949279547,0.00152189063373953,-0.00410482892766595
"12",0.0065394127741456,0.00185747840441763,0.00126879219897091,0.00195971713401377,0.00419822800904512,0.00685998005792499,-0.000646095373667777,0.00418335339054465,-0.000962023797910661,0.00460239872336388
"13",0.00246340106241405,0.00599502539262176,0.00568670453503728,0.00481499545276165,0.00289487768895924,0.00465988460928202,-0.00533368950709701,0.00692047411575913,0.00145640876144171,-0.00425927620381117
"14",0.00328931398689747,0.00275910017080605,0.00071100250352174,0.00274323322810233,0.00194170547183603,0.0102504622191191,-0.00497784418985248,0.00360716716386378,0.00181101227644831,-0.003547532716766
"15",0.00243665720336139,-0.00310380989685655,0.00465956563130021,0.000698715390171856,0.00233348249457777,-0.00139887433033437,-0.00108795403502882,-0.00114182569086552,-0.000987970968708396,-0.00310033885762095
"16",0.00351484632119536,-0.00767641700804234,0.00248502264730632,-0.00404086383059621,-0.0024779262021184,0.00288206106051803,-0.00405707955360413,-0.00682510389015079,-0.00202838517725468,-0.00360827869735658
"17",0.00676418142393231,-0.00321318209171295,-0.00302875647321343,0.00144951662514359,0.00424838857725263,-0.00235396763309836,-0.00140013336203992,-0.00405053840950131,-0.00506076263263822,-0.00356798409484327
"18",0.000913820753339678,0.009014124982059,-0.00103154894895852,-0.00628616381436586,0.00266169430688024,0.00406547775492072,-0.00447775609791279,0.000135239097289741,-0.000989943044260144,-0.0082197543233633
"19",0.00432795286178589,0.00309401238337159,0.00258130161091685,-0.0094467680901289,-0.00151964765973389,0.00647724326699972,-8.60017753439024e-05,0.00259267818182707,0.00297098583541811,-0.00109466828871518
"20",0.0046645924448967,0.00417894823476672,0.00246489513665438,-0.00314835528843105,0.00407606922090054,0.00631779944524169,-0.00352497189305723,-0.00446751108393073,-0.000623163941781968,-0.00259944936260581
"21",0.00181860651355237,-0.0132228536531329,0.00497472891584039,0.00629412988200784,0.00109159562271088,-0.00494987331330776,0.00133847794495523,0.00441436469554901,-6.09721028013155e-05,-0.00711553869768977
