"","AAPL","MSFT","BA","JPM","V","DIS","CRM","CVX","INTC","UNH"
"1",-0.00820157863199711,0.00366518087685108,-0.0216344501823187,-0.0125699928030372,0.0112893227487803,0.00900060962885618,-0.0427502393722534,0.00746737560257316,0.0116307167336345,-0.0126168327406049
"2",0.0135643342509866,0.0265075378119946,-0.00529236951842904,0.00815838482230902,0.00793787278234959,0.011630954220891,0.00773660792037845,0.0239968039095402,-0.00254016253165901,-0.00629385001957417
"3",0.022436348721385,0.00576839176937938,0.0140895284712315,-0.01345244795084,-0.00416852161288261,0.00649782456457615,0.0245144460350275,0.00620239833369851,0.0129400249570608,0.0132392961531878
"4",0.0149393556639552,-0.00134551571682096,0.0208145771175623,0.00830570328980684,0.00964594166725874,0.00367207592353225,0.0267932265996933,0.0173735339194536,0.00490898266434669,0.00481060706079006
"5",0.00953846331685781,0.021086473017931,0.0404961369931698,0.000460351206129417,0.00259430450387299,-0.000455404486274347,0.0079754339531064,0.00683050416409969,0.0420424453914165,0.000868661853019148
"6",0.0144753139466047,-0.000918007281143218,0.0132838450372219,0.00119803554844111,-0.00504631316289306,-0.00641987146809697,0.024247782304883,-0.0087835006415844,0.00980588141828775,0.0141614926978946
"7",-0.0103420782834291,-0.00918486900627613,-0.0142799457535148,-0.00813683681190014,0.0118235480040312,-0.00572480773553252,-0.0116914277896285,0.00373760936781764,0.0079263998195529,-0.00963255856186152
"8",-0.00733735878020525,0.0233762487769127,0.0197204109281301,-0.00187116395682096,0.0113081960007548,0.00326617062091827,-0.0176263563334942,0.014503656886518,0.00530033465474844,0.00201752688735723
"9",0.00928685441613197,0.00255589582957327,0.018899941816926,0.00914797931909561,0.00121578190010041,0.00174501677975059,-0.0056637623347342,-0.0131219308823347,-0.00432471558451653,0.00872483663260937
"10",0.00984957627952099,0.011279447004199,-0.00745895970612764,0.00228073913604021,-0.00604844419285655,0.00191100023221225,-0.0126968063414097,0.00117721920832992,0.00283198291435838,0.00230842642486095
"11",0.0118260448798537,0.0170368887484074,0.0069326488301158,0.00836813822388649,-0.00904157571494579,-0.00508443033322692,-3.06830115732737e-05,0.0057431161403656,0.00606768159195781,-0.00409175548702478
"12",-0.0106822941452265,-0.00798531528562307,-0.00211543566547334,0.00283689750358462,-0.00339209800586104,-0.00260563427582383,-0.0142565164715052,-0.00471334857866168,-0.0110994903370738,-0.00599445402622223
"13",-0.00898913666605949,-0.00264951819553971,0.0100447693839669,-0.00210591335780919,-0.00414136797189713,-0.00406856928020716,-0.00413284590467811,0.00734568201005459,-0.0164053607732058,0.00798842031508684
"14",-0.0186812952160835,-0.010009459219873,0.00736090820282698,-0.00995586067438126,0.00607512751594186,-0.00319486600346863,0.00160358031280339,-0.00172350311186165,0.000457557500340044,-0.00689820712432265
"15",-0.0037425453774631,-0.00833780039101839,0.00386700197122991,-0.00646394211798906,0.00735557870939374,-0.00314190541394055,0.00254493579268456,0.00407962314784527,-0.00163054640870541,-0.00517994817346334
"16",-0.00328986253589392,0.00870283786207438,0.0055442345328629,0.00971078034490347,-0.0120756980031729,0.000390873639844358,0.0234394166618586,-0.0166174210608006,0.000207006349228323,-0.00263043609447777
"17",0.0101022021844983,0.00886235106736422,0.00349853583611548,-0.00610576057806611,-0.00328315468505025,-0.0079888179898262,0.00576776638627052,0.00213743513450027,0.0173137504607439,-0.00284908665344119
"18",0.00244446285068989,0.00147953338455409,-0.00536597706377506,-0.00194538442883641,0.00188139919191599,-0.00408933684229851,-0.0139515269547701,0.00642960425466299,-0.0160028822720051,-0.00368515029549599
"19",-4.83578551211394e-05,-0.00818631611764431,-0.00879924930632114,-0.00362897152081132,0.00385781866498291,-0.00167267699725926,0.00636744173243642,0.00473284954205155,-6.13215161138214e-05,-0.00175000203307718
"20",-0.00197881506755948,-0.00435623712837696,-0.014968378469348,0.00248281378298998,0.00662677688524127,0.000459235743619502,-0.00651114899665117,0.00527111440896988,-0.000886701047420502,0.00134728767443448
"21",0.00194701238069683,-0.00453240610659122,-0.0122816441580653,-0.012991338968277,-0.00678787752985954,-0.00169916672166437,0.0137917445972562,0.00262894411571324,0.00227826763875782,-0.0102382712066174
