"","AAPL","MSFT","BA","JPM","V","DIS","INTC","UNH","JNJ","HD"
"1",0.00267590302973986,-0.0077712289057672,0.0212294012308121,-0.00685888389125466,0.00966572761535645,0.0141851883381605,0.00748280994594097,-0.00121215300168842,-0.00117854448035359,-0.0032610921189189
"2",0.0026290446985513,-0.000972009846009314,-0.000655256037134677,0.00268418854102492,0.00760997273027897,0.00273571512661874,0.0229048170149326,-0.00838205125182867,0.00339537370018661,0.00340071227401495
"3",-0.00456842966377735,-0.00168563809711486,0.00882828328758478,0.00707613164559007,-0.00642313482239842,0.000992385903373361,-0.0107274567708373,-0.00239305128343403,-0.000771011342294514,0.00468178698793054
"4",-0.00190648401621729,0.00156574265565723,-0.0045013315975666,0.01446717325598,0.011455450206995,0.00314197549596429,-0.00453911768272519,0.00702344113960862,0.00499878637492657,0.00485809426754713
"5",0.0184820853173733,-0.00605386914685369,-0.00243841833434999,0.00312445196323097,0.00208512600511312,-0.000232225196668878,0.0486454665660858,-0.00879780668765306,0.00341310817748308,0.00711572542786598
"6",0.00392640614882112,0.00561439152806997,0.0171357616782188,0.0061309658922255,-0.00326082482933998,0.00189573678653687,-0.0220529567450285,0.00203911936841905,0.000704733654856682,0.00227395654655993
"7",0.00395117793232203,0.0102345254272223,-0.0110453441739082,-0.00418579438701272,0.0070912572555244,0.000454816297860816,-0.0128184426575899,-0.00241125584580004,-0.00564391911029816,0.00361941335722804
"8",0.0166721437126398,0.000181856565177441,-0.0047425483353436,-0.00262002740055323,0.0017170924693346,0.00175503361970186,-0.000913787458557636,-0.00379586638882756,-0.00331168575212359,0.00111806963104755
"9",0.0529562458395958,0.000487708981381729,-0.00484535144641995,-0.00123603479005396,0.00669061718508601,-0.00403143558651209,0.000496378459502012,-0.00818988122045994,0.000283471861621365,-0.02195162512362
"10",0.0037655420601368,0.00376747967675328,0.00179601064883173,-0.00516247749328613,0.00509754382073879,4.40708136011381e-05,-0.00301967584528029,0.00791360717266798,0.00150315661448985,0.00140650873072445
"11",0.011640896089375,0.0109183276072145,0.0115442480891943,0.0065129492431879,-0.00877763144671917,0.00210960255935788,-0.00564888352528214,0.0134374778717756,-0.00102788105141371,-0.000467988022137433
"12",0.00397214619442821,0.00869519729167223,-0.00764657557010651,0.00442523881793022,0.00201036618091166,0.00305493944324553,0.0154760153964162,0.00650901719927788,0.00117294420488179,-0.00310167344287038
"13",-0.00374280964024365,-0.000658140052109957,-0.0208335760980844,0.00405147299170494,0.0061069130897522,-0.00113559968303889,0.01758430339396,-0.000856211758218706,0.00450388668105006,0.000573928991798311
"14",-0.00188633217476308,0.00603378331288695,-0.014662261120975,0.00229541840963066,-0.00101989228278399,-0.00276547879911959,0.00934140663594007,-0.0199725385755301,0.00144348246976733,0.00941330287605524
"15",0.011136120185256,-0.000620708917267621,0.0097686480730772,-0.00118360365740955,0.00749885151162744,0.00458049215376377,0.00769677991047502,0.0040491889230907,0.00333909224718809,0.00207819999195635
"16",0.00906018912792206,-0.00220532063394785,-0.0166495051234961,-0.00833164714276791,-0.00788557529449463,0.00305008864961565,0.000667577958665788,0.012492461130023,0.00670576933771372,0.00817549601197243
"17",0.0139850089326501,0.00282869301736355,-0.0145159047096968,-0.000871058087795973,-0.00131341768428683,-0.00274377223104239,-0.00831811502575874,0.00474436627700925,0.00335468375124037,-0.00617016945034266
"18",0.000356514210579917,0.0069311922416091,-0.00272147753275931,-0.0095791295170784,0.00269826967269182,-0.00380374025553465,-0.00994966737926006,0.00954949483275414,0.00121278665028512,0.00361524848267436
"19",0.0108411051332951,0.00422830088064075,0.00105757580604404,0.00660564517602324,-0.00093129847664386,-0.00195648102089763,0.00161583686713129,0.0157761927694082,0.00064624531660229,-0.00257383193820715
"20",0.00209830864332616,-0.000337826553732157,0.00676764035597444,-0.00587699748575687,0.00520166009664536,0.00277066323906183,0.00222515990026295,-0.0019908738322556,0.00146124430466443,-0.00428610667586327
"21",0.00479335151612759,-0.00368198845535517,-0.0237801820039749,0.0037358277477324,-0.00198593456298113,0.00385339930653572,0.00220895954407752,0.00125973334070295,-0.000268253497779369,0.00190287409350276
