"","AAPL","MSFT","JPM","GE","PG","DIS","XOM","V","GS","JNJ"
"1",-0.00239960663020611,0.00820280238986015,0.00163097702898085,0.00249832402914762,0.00277022435329854,0.0105507634580135,-0.00724150519818068,-0.000842263165395707,-0.00312831299379468,0.00251770135946572
"2",-0.00954014342278242,-0.00799497775733471,-0.00190392439253628,0.00119720166549087,0.00219478830695152,0.00288708135485649,-0.00468065496534109,0.0020169410854578,-0.00552581856027246,0.000144182573421858
"3",-0.00318736908957362,0.00229769549332559,0.00197722134180367,-0.00428242096677423,0.000464332551928237,-0.00227615376934409,0.00465299049392343,-0.000142343254992738,-0.00315296743065119,-0.00164297164883465
"4",-0.00368981761857867,-0.00083294213982299,0.000475587934488431,-0.00181368459016085,-0.0032151413615793,-0.00185812904965132,0.000439902389189228,-0.00478052254766226,0.00287495856173337,0.00161364651285112
"5",0.00180005503352731,0.00322702596895397,-0.00427141785621643,-0.0217775851488113,-0.000713360903318971,0.000767280696891248,0.00438430672511458,0.000572425953578204,0.00588371977210045,0.00823917705565691
"6",0.00537955807521939,0.0019624731503427,0.000684203929267824,-0.00690464675426483,-0.00489642471075058,-0.000386136001907289,-0.000798290653619915,0.00378668820485473,-0.00539928674697876,0.00107942637987435
"7",0.00763767724856734,-0.000211852006032132,-0.0011401028605178,0.00180165970232338,0.00592726934701204,0.000441362557467073,0.00967499706894159,0.00529766734689474,0.00304459547623992,-0.000802338297944516
"8",0.00693905493244529,0.00278947688639164,-0.000176999034010805,0.00497397454455495,-0.00465498957782984,0.000839409069158137,-0.0133445356041193,0.00232339184731245,0.00629855040460825,-0.00696606421843171
"9",-0.00146237527951598,-0.000598489539697766,0.00204461184330285,-0.00426794914528728,0.00248254206962883,-0.00284303771331906,0.000852345139719546,0.00516244070604444,-0.00513140251860023,0.00444733584299684
"10",0.00657833507284522,-0.000573738943785429,-0.00339378858916461,0.00423106364905834,-0.00576688861474395,-0.000993627938441932,0.0042120972648263,-0.000594259705394506,-0.0147532615810633,-0.00564615754410625
"11",-0.00185994023922831,0.0019143910612911,0.00683079054579139,-0.00350690237246454,0.00203984207473695,-0.00156858179252595,-0.00362818432040513,-0.00309887831099331,0.00398298399522901,-0.00118289096280932
"12",0.000485627941088751,-0.00178494036663324,-0.00244410429149866,0.00121641531586647,0.000347924971720204,-0.00278786430135369,0.000316520017804578,0.00220945128239691,-0.00187199050560594,0.000279917905572802
"13",0.00624003307893872,-0.00252901250496507,0.000977931427769363,0.000631219474598765,0.00207692221738398,-0.00272977049462497,-0.00301165203563869,0.00440099788829684,0.00816544983536005,0.00204742955975235
"14",0.00325038773007691,0.000922470586374402,0.00112630496732891,-0.00533847417682409,0.00290125771425664,0.00100003380794078,0.00373212597332895,0.00421983376145363,0.0102843744680285,0.0013589474838227
"15",0.00896945502609015,-0.00186218228191137,0.00201959861442447,-0.00645912298932672,0.00242760195396841,-0.00139804661739618,-0.000852657540235668,0.000843424233607948,-0.00280018104240298,7.11841857992113e-05
"16",-0.000579092535190284,-0.00594578869640827,-0.00276466459035873,0.00121775805018842,-0.000322218489600345,-0.00184295955114067,-0.000409517291700467,0.000308992748614401,0.00123279285617173,-0.00046293085324578
"17",-0.00010614437633194,0.00554408086463809,0.00157656532246619,-0.00251560052856803,-0.00278982962481678,-0.00105954566970468,-0.00672410801053047,0.000328730588080361,-0.00465633766725659,0.000382719590561464
"18",-0.00123935518786311,0.00479355501011014,0.000184964272193611,-1.18433226816705e-05,-0.0013546982081607,-0.00131131347734481,-0.00685434183105826,0.00247232988476753,0.000315572338877246,-0.00491637410596013
"19",0.00148262665607035,-0.00591300614178181,-0.00284080696292222,-0.00246975431218743,-6.89980370225385e-05,-0.00320792570710182,0.00262504909187555,0.00239474885165691,0.000964851467870176,-0.00174550875090063
"20",-0.000290602678433061,0.00229646405205131,-0.000800399109721184,-0.00878680031746626,0.000754918321035802,-0.00261581735685468,0.000834033882711083,0.00316158588975668,-0.000520042434800416,0.0010746018961072
"21",-2.45207920670509e-05,0.003551812376827,-0.00346875004470348,0.000854928221087903,-6.6799373144022e-07,-0.00302072544582188,0.000203145071282052,0.00241535645909607,0.000289380026515573,-0.000596596102695912
