"","AAPL","MSFT","BA","JPM","V","DIS","INTC","UNH","CSCO","JNJ"
"1",0.00536007527261972,0.00106634222902358,0.00823588389903307,0.00330659979954362,-0.00512718269601464,0.00327070616185665,-0.0244232527911663,-0.00321451597847044,0.0112511515617371,0.000146918973769061
"2",-0.00230958452448249,0.0099237821996212,-0.00534085649996996,-0.00402512494474649,-0.000808972981758416,-0.00753797870129347,0.00866831932216883,-0.00357697205618024,-0.00733946589753032,0.00461733061820269
"3",0.000537718820851296,-0.000393808062653989,0.0026999122928828,-0.0032532277982682,0.00114142883103341,0.00169004593044519,0.00839377474039793,-0.00270453793928027,0.000839824380818754,-0.000714406196493655
"4",0.00837088841944933,0.00243140407837927,-0.0138804353773594,-0.00376241654157639,0.0131953004747629,0.00578863779082894,-0.000266050192294642,-0.00113293703179806,0.0079383123666048,-0.00215498567558825
"5",0.00127483927644789,-0.00860108155757189,-0.0224791709333658,-0.00752185517922044,-0.00342005351558328,-0.0020315651781857,0.00551731744781137,0.0133701087906957,-0.00829484034329653,0.000193281288375147
"6",0.00346014811657369,0.00338897900655866,0.00408286415040493,0.00113567907828838,-0.000205964781343937,0.000138999486807734,0.0122490115463734,-0.00424651894718409,-0.0079394206404686,0.00389307970181108
"7",-0.000892659008968621,-0.00451728375628591,-0.0113554811105132,-0.00383906089700758,0.00765605317428708,-0.00203594355843961,0.00360468425787985,0.00488811125978827,0.00495405681431293,0.0052137621678412
"8",-6.13823503954336e-05,-0.0132291708141565,0.00391866825520992,0.00137614225968719,-0.001787617104128,-0.00249377079308033,-0.00702534336596727,0.0141033716499805,0.00472659105435014,-0.00152897846419364
"9",0.00757804466411471,0.00139137578662485,-0.00601627258583903,-0.00618734816089272,0.00280078547075391,-0.00170932558830827,0.0042077973484993,-0.00788934994488955,-0.00973924994468689,-0.00636767270043492
"10",0.00115643872413784,-0.000438334158388898,0.0135558173060417,0.00560381496325135,0.00607029721140862,0.00083403819007799,-0.000621370214503258,0.00273054256103933,-0.00141231680754572,0.00121602660510689
"11",-2.90106017928338e-05,0.00908529385924339,0.0140816476196051,0.00180020718835294,0.000960338860750198,-0.0067064561881125,0.000559125270228833,0.00269011314958334,0.00800516456365585,0.0036128400824964
"12",-0.000991541892290115,0.0059664398431778,0.00271880440413952,0.001851866254583,-0.000706965161953121,0.00248317024670541,0.00832989532500505,-0.0048551014624536,-0.00908982660621405,0.0018981546163559
"13",0.00160718860570341,0.00370975933037698,-0.00632613431662321,-0.00444008084014058,0.00543855736032128,0.00385527056641877,0.000306118425214663,-0.00508557492867112,-0.0145385852083564,0.00052174722077325
"14",0.00822479836642742,0.00540437642484903,0.0030933388043195,-0.00495388079434633,0.00104943616315722,-0.000727243022993207,0.00385782704688609,7.50473336665891e-05,0.00434580678120255,-0.00312036741524935
"15",-0.000302416825434193,0.00613652961328626,0.00361912255175412,0.000962332764174789,-0.000491875282023102,-0.00114765553735197,-0.00038033039891161,0.0024740188382566,-0.0187795720994473,-0.00408183969557285
"16",-0.00124054844491184,0.000138733375933953,0.00226672715507448,-0.00463351001963019,0.00237353541888297,-0.000232096732361242,0.00846782047301531,-0.00646191602572799,-0.0133928600698709,0.000679938355460763
"17",0.00253511033952236,0.000742596166674048,-0.000310747796902433,0.00242686085402966,9.98164032353088e-05,-0.00286641623824835,0.00338352238759398,-0.000651863287203014,0.00450200121849775,0.00517942802980542
"18",0.00367414089851081,-0.00128767848946154,-0.0216975230723619,-0.00913574919104576,0.00363517110235989,0.00135336606763303,0.00672198925167322,0.00644123461097479,0.00655061518773437,0.00547308847308159
"19",0.00198882562108338,-0.00328522291965783,0.00763634545728564,-0.00167476222850382,0.00435210485011339,0.00134841480758041,0.00216782232746482,-0.00832414906471968,-0.0091876769438386,-0.00222761649638414
"20",-0.000268720061285421,-0.00710160098969936,-0.00241337507031858,0.00417894311249256,0.00194992532487959,-0.0026248493231833,-0.00262450729496777,-0.0123477736487985,-0.000762819545343518,-8.1326172221452e-05
"21",-0.00164533196948469,0.00134130951482803,0.00165572762489319,0.00673062400892377,0.00205080676823854,-0.00198875297792256,0.00870310794562101,0.00318014551885426,0.00967980083078146,0.00199137628078461
